universe,symbol,name,adv_yuan,tier,slip_bp,rt_bp,threshold_bp,window,bucket,n_days,amp_p25,amp_p50,amp_p75,req_cap,grade,net_at_10pct_bp
B,159509,景顺长城纳斯达克科技市值加权ETF(QDII),1157256023.0,Q5,2.34,8.388,11.995,OOS,L,21,17.87,20.31,22.48,0.5906,RED,-6.36
B,159509,景顺长城纳斯达克科技市值加权ETF(QDII),1157256023.0,Q5,2.34,8.388,11.995,OOS,M,125,17.91,24.79,29.97,0.4839,YELLOW,-5.91
B,159509,景顺长城纳斯达克科技市值加权ETF(QDII),1157256023.0,Q5,2.34,8.388,11.995,OOS,H,92,21.0,26.4,34.82,0.4544,YELLOW,-5.75
B,159509,景顺长城纳斯达克科技市值加权ETF(QDII),1157256023.0,Q5,2.34,8.388,11.995,OOS,ALL,238,19.06,25.31,31.28,0.4739,YELLOW,-5.86
B,159518,嘉实标普石油天然气勘探及生产精选行业ETF(QDII),222226842.0,Q4,4.0,11.708,16.742,IS,L,157,10.32,14.37,22.3,1.1651,RED,-10.27
B,159518,嘉实标普石油天然气勘探及生产精选行业ETF(QDII),222226842.0,Q4,4.0,11.708,16.742,IS,M,109,10.5,20.71,24.01,0.8084,RED,-9.64
B,159518,嘉实标普石油天然气勘探及生产精选行业ETF(QDII),222226842.0,Q4,4.0,11.708,16.742,IS,H,135,10.37,10.98,20.57,1.5248,RED,-10.61
B,159518,嘉实标普石油天然气勘探及生产精选行业ETF(QDII),222226842.0,Q4,4.0,11.708,16.742,IS,ALL,401,10.4,15.71,22.19,1.0657,RED,-10.14
B,159518,嘉实标普石油天然气勘探及生产精选行业ETF(QDII),222226842.0,Q4,4.0,11.708,16.742,OOS,L,21,21.22,22.17,29.9,0.7552,RED,-9.49
B,159518,嘉实标普石油天然气勘探及生产精选行业ETF(QDII),222226842.0,Q4,4.0,11.708,16.742,OOS,M,127,20.33,22.28,38.02,0.7514,RED,-9.48
B,159518,嘉实标普石油天然气勘探及生产精选行业ETF(QDII),222226842.0,Q4,4.0,11.708,16.742,OOS,H,92,22.18,27.18,56.85,0.616,RED,-8.99
B,159518,嘉实标普石油天然气勘探及生产精选行业ETF(QDII),222226842.0,Q4,4.0,11.708,16.742,OOS,ALL,240,20.98,23.76,40.01,0.7046,RED,-9.33
B,159529,景顺长城标普消费精选ETF(QDII),566902163.0,Q5,2.34,8.388,11.995,IS,L,157,9.54,13.43,19.39,0.8931,RED,-7.04
B,159529,景顺长城标普消费精选ETF(QDII),566902163.0,Q5,2.34,8.388,11.995,IS,M,100,13.6,25.43,58.27,0.4717,YELLOW,-5.84
B,159529,景顺长城标普消费精选ETF(QDII),566902163.0,Q5,2.34,8.388,11.995,IS,H,119,13.02,17.63,28.18,0.6804,RED,-6.62
B,159529,景顺长城标普消费精选ETF(QDII),566902163.0,Q5,2.34,8.388,11.995,IS,ALL,376,12.88,17.66,31.1,0.6792,RED,-6.62
B,159529,景顺长城标普消费精选ETF(QDII),566902163.0,Q5,2.34,8.388,11.995,OOS,L,21,14.5,15.94,21.29,0.7525,RED,-6.79
B,159529,景顺长城标普消费精选ETF(QDII),566902163.0,Q5,2.34,8.388,11.995,OOS,M,127,14.46,15.52,22.68,0.7729,RED,-6.84
B,159529,景顺长城标普消费精选ETF(QDII),566902163.0,Q5,2.34,8.388,11.995,OOS,H,92,14.38,15.55,19.67,0.7714,RED,-6.83
B,159529,景顺长城标普消费精选ETF(QDII),566902163.0,Q5,2.34,8.388,11.995,OOS,ALL,240,14.46,15.57,21.58,0.7704,RED,-6.83
B,159561,嘉实德国DAXETF(QDII),279724578.0,Q4,4.0,11.708,16.742,IS,L,144,9.9,14.54,15.06,1.1514,RED,-10.25
B,159561,嘉实德国DAXETF(QDII),279724578.0,Q4,4.0,11.708,16.742,IS,M,88,10.34,19.04,31.95,0.8793,RED,-9.8
B,159561,嘉实德国DAXETF(QDII),279724578.0,Q4,4.0,11.708,16.742,IS,H,89,9.69,14.66,19.09,1.142,RED,-10.24
B,159561,嘉实德国DAXETF(QDII),279724578.0,Q4,4.0,11.708,16.742,IS,ALL,321,9.85,14.69,19.31,1.1397,RED,-10.24
B,159561,嘉实德国DAXETF(QDII),279724578.0,Q4,4.0,11.708,16.742,OOS,L,21,14.58,15.06,20.52,1.1117,RED,-10.2
B,159561,嘉实德国DAXETF(QDII),279724578.0,Q4,4.0,11.708,16.742,OOS,M,127,14.7,15.03,21.78,1.1139,RED,-10.21
B,159561,嘉实德国DAXETF(QDII),279724578.0,Q4,4.0,11.708,16.742,OOS,H,92,14.91,15.4,20.19,1.0871,RED,-10.17
B,159561,嘉实德国DAXETF(QDII),279724578.0,Q4,4.0,11.708,16.742,OOS,ALL,240,14.76,15.23,21.49,1.0993,RED,-10.19
B,159567,银华国证港股通创新药ETF,499300842.0,Q5,2.34,8.388,11.995,IS,L,157,35.4,42.95,51.5,0.2793,YELLOW,-4.09
B,159567,银华国证港股通创新药ETF,499300842.0,Q5,2.34,8.388,11.995,IS,M,108,32.58,39.86,50.3,0.3009,YELLOW,-4.4
B,159567,银华国证港股通创新药ETF,499300842.0,Q5,2.34,8.388,11.995,IS,H,131,38.61,44.27,60.72,0.271,YELLOW,-3.96
B,159567,银华国证港股通创新药ETF,499300842.0,Q5,2.34,8.388,11.995,IS,ALL,396,35.03,41.97,53.91,0.2858,YELLOW,-4.19
B,159567,银华国证港股通创新药ETF,499300842.0,Q5,2.34,8.388,11.995,OOS,L,21,29.28,37.15,38.96,0.3229,YELLOW,-4.67
B,159567,银华国证港股通创新药ETF,499300842.0,Q5,2.34,8.388,11.995,OOS,M,127,37.21,46.1,53.8,0.2602,YELLOW,-3.78
B,159567,银华国证港股通创新药ETF,499300842.0,Q5,2.34,8.388,11.995,OOS,H,92,43.9,54.74,68.02,0.2191,GREEN,-2.91
B,159567,银华国证港股通创新药ETF,499300842.0,Q5,2.34,8.388,11.995,OOS,ALL,240,37.64,47.47,56.81,0.2527,YELLOW,-3.64
B,159570,汇添富国证港股通创新药ETF,631234467.0,Q5,2.34,8.388,11.995,IS,L,157,33.73,38.91,53.35,0.3083,YELLOW,-4.5
B,159570,汇添富国证港股通创新药ETF,631234467.0,Q5,2.34,8.388,11.995,IS,M,104,32.88,40.07,51.61,0.2994,YELLOW,-4.38
B,159570,汇添富国证港股通创新药ETF,631234467.0,Q5,2.34,8.388,11.995,IS,H,128,34.81,45.01,61.66,0.2665,YELLOW,-3.89
B,159570,汇添富国证港股通创新药ETF,631234467.0,Q5,2.34,8.388,11.995,IS,ALL,389,34.17,42.0,54.64,0.2856,YELLOW,-4.19
B,159570,汇添富国证港股通创新药ETF,631234467.0,Q5,2.34,8.388,11.995,OOS,L,21,27.23,33.7,35.66,0.3559,YELLOW,-5.02
B,159570,汇添富国证港股通创新药ETF,631234467.0,Q5,2.34,8.388,11.995,OOS,M,127,35.38,42.86,52.53,0.2799,YELLOW,-4.1
B,159570,汇添富国证港股通创新药ETF,631234467.0,Q5,2.34,8.388,11.995,OOS,H,92,41.97,54.37,64.45,0.2206,GREEN,-2.95
B,159570,汇添富国证港股通创新药ETF,631234467.0,Q5,2.34,8.388,11.995,OOS,ALL,240,35.75,45.35,57.54,0.2645,YELLOW,-3.85
B,159600,嘉实中证AAA科技创新公司债ETF,7334308044.0,Q5,2.34,8.388,11.995,IS,L,24,0.8,1.28,1.92,9.3711,RED,-8.26
B,159600,嘉实中证AAA科技创新公司债ETF,7334308044.0,Q5,2.34,8.388,11.995,IS,M,8,1.54,1.71,2.17,7.0146,RED,-8.22
B,159600,嘉实中证AAA科技创新公司债ETF,7334308044.0,Q5,2.34,8.388,11.995,IS,ALL,32,1.03,1.53,1.97,7.8399,RED,-8.23
B,159600,嘉实中证AAA科技创新公司债ETF,7334308044.0,Q5,2.34,8.388,11.995,OOS,L,21,0.29,0.45,1.0,26.6556,RED,-8.34
B,159600,嘉实中证AAA科技创新公司债ETF,7334308044.0,Q5,2.34,8.388,11.995,OOS,M,127,0.35,0.55,0.95,21.8091,RED,-8.33
B,159600,嘉实中证AAA科技创新公司债ETF,7334308044.0,Q5,2.34,8.388,11.995,OOS,H,92,0.35,0.54,0.89,22.213,RED,-8.33
B,159600,嘉实中证AAA科技创新公司债ETF,7334308044.0,Q5,2.34,8.388,11.995,OOS,ALL,240,0.34,0.55,0.95,21.8091,RED,-8.33
B,159605,广发中证海外中国互联网30ETF(QDII),941529159.0,Q5,2.34,8.388,11.995,IS,L,157,27.74,34.31,39.53,0.3496,YELLOW,-4.96
B,159605,广发中证海外中国互联网30ETF(QDII),941529159.0,Q5,2.34,8.388,11.995,IS,M,111,36.69,41.84,52.48,0.2867,YELLOW,-4.2
B,159605,广发中证海外中国互联网30ETF(QDII),941529159.0,Q5,2.34,8.388,11.995,IS,H,135,40.98,46.56,57.36,0.2576,YELLOW,-3.73
B,159605,广发中证海外中国互联网30ETF(QDII),941529159.0,Q5,2.34,8.388,11.995,IS,ALL,403,33.09,40.41,49.71,0.2968,YELLOW,-4.35
B,159605,广发中证海外中国互联网30ETF(QDII),941529159.0,Q5,2.34,8.388,11.995,OOS,L,21,26.28,26.94,27.4,0.4452,YELLOW,-5.69
B,159605,广发中证海外中国互联网30ETF(QDII),941529159.0,Q5,2.34,8.388,11.995,OOS,M,127,26.89,32.99,37.68,0.3636,YELLOW,-5.09
B,159605,广发中证海外中国互联网30ETF(QDII),941529159.0,Q5,2.34,8.388,11.995,OOS,H,92,32.28,37.05,44.06,0.3238,YELLOW,-4.68
B,159605,广发中证海外中国互联网30ETF(QDII),941529159.0,Q5,2.34,8.388,11.995,OOS,ALL,240,27.04,33.73,40.18,0.3556,YELLOW,-5.02
B,159607,嘉实中证海外中国互联网30ETF(QDII),328881842.0,Q4,4.0,11.708,16.742,IS,L,157,27.76,33.41,38.05,0.5011,RED,-8.37
B,159607,嘉实中证海外中国互联网30ETF(QDII),328881842.0,Q4,4.0,11.708,16.742,IS,M,111,34.5,41.2,52.4,0.4064,YELLOW,-7.59
B,159607,嘉实中证海外中国互联网30ETF(QDII),328881842.0,Q4,4.0,11.708,16.742,IS,H,135,39.62,44.49,56.08,0.3763,YELLOW,-7.26
B,159607,嘉实中证海外中国互联网30ETF(QDII),328881842.0,Q4,4.0,11.708,16.742,IS,ALL,403,30.7,39.01,48.14,0.4292,YELLOW,-7.81
B,159607,嘉实中证海外中国互联网30ETF(QDII),328881842.0,Q4,4.0,11.708,16.742,OOS,L,21,18.48,26.9,27.53,0.6224,RED,-9.02
B,159607,嘉实中证海外中国互联网30ETF(QDII),328881842.0,Q4,4.0,11.708,16.742,OOS,M,127,26.49,32.22,35.65,0.5196,RED,-8.49
B,159607,嘉实中证海外中国互联网30ETF(QDII),328881842.0,Q4,4.0,11.708,16.742,OOS,H,92,29.06,36.96,43.11,0.453,YELLOW,-8.01
B,159607,嘉实中证海外中国互联网30ETF(QDII),328881842.0,Q4,4.0,11.708,16.742,OOS,ALL,240,26.7,33.02,39.23,0.507,RED,-8.41
B,159612,国泰标普500ETF(QDII),317480707.0,Q4,4.0,11.708,16.742,IS,L,157,11.2,13.83,23.23,1.2106,RED,-10.32
B,159612,国泰标普500ETF(QDII),317480707.0,Q4,4.0,11.708,16.742,IS,M,109,11.41,17.01,26.13,0.9842,RED,-10.01
B,159612,国泰标普500ETF(QDII),317480707.0,Q4,4.0,11.708,16.742,IS,H,135,12.28,15.25,26.95,1.0978,RED,-10.18
B,159612,国泰标普500ETF(QDII),317480707.0,Q4,4.0,11.708,16.742,IS,ALL,401,11.34,15.25,25.43,1.0978,RED,-10.18
B,159612,国泰标普500ETF(QDII),317480707.0,Q4,4.0,11.708,16.742,OOS,L,21,10.53,10.65,10.72,1.572,RED,-10.64
B,159612,国泰标普500ETF(QDII),317480707.0,Q4,4.0,11.708,16.742,OOS,M,127,10.64,13.26,18.62,1.2626,RED,-10.38
B,159612,国泰标普500ETF(QDII),317480707.0,Q4,4.0,11.708,16.742,OOS,H,92,11.11,15.35,17.5,1.0907,RED,-10.17
B,159612,国泰标普500ETF(QDII),317480707.0,Q4,4.0,11.708,16.742,OOS,ALL,240,10.69,13.44,16.94,1.2457,RED,-10.36
B,159632,华安纳斯达克100ETF(QDII),231937429.0,Q4,4.0,11.708,16.742,IS,L,157,10.61,11.42,13.17,1.466,RED,-10.57
B,159632,华安纳斯达克100ETF(QDII),231937429.0,Q4,4.0,11.708,16.742,IS,M,111,11.3,14.3,18.69,1.1708,RED,-10.28
B,159632,华安纳斯达克100ETF(QDII),231937429.0,Q4,4.0,11.708,16.742,IS,H,135,11.49,13.31,15.0,1.2579,RED,-10.38
B,159632,华安纳斯达克100ETF(QDII),231937429.0,Q4,4.0,11.708,16.742,IS,ALL,403,10.83,12.53,17.14,1.3362,RED,-10.46
B,159632,华安纳斯达克100ETF(QDII),231937429.0,Q4,4.0,11.708,16.742,OOS,L,21,11.61,14.18,16.76,1.1807,RED,-10.29
B,159632,华安纳斯达克100ETF(QDII),231937429.0,Q4,4.0,11.708,16.742,OOS,M,127,12.18,16.32,20.65,1.0259,RED,-10.08
B,159632,华安纳斯达克100ETF(QDII),231937429.0,Q4,4.0,11.708,16.742,OOS,H,93,14.28,19.25,24.88,0.8697,RED,-9.78
B,159632,华安纳斯达克100ETF(QDII),231937429.0,Q4,4.0,11.708,16.742,OOS,ALL,241,12.46,17.09,21.39,0.9796,RED,-10.0
B,159636,工银瑞信国证港股通科技ETF,379305482.0,Q4,4.0,11.708,16.742,IS,L,157,29.56,36.86,42.82,0.4542,YELLOW,-8.02
B,159636,工银瑞信国证港股通科技ETF,379305482.0,Q4,4.0,11.708,16.742,IS,M,111,37.92,44.25,57.87,0.3784,YELLOW,-7.28
B,159636,工银瑞信国证港股通科技ETF,379305482.0,Q4,4.0,11.708,16.742,IS,H,135,40.13,50.47,63.58,0.3317,YELLOW,-6.66
B,159636,工银瑞信国证港股通科技ETF,379305482.0,Q4,4.0,11.708,16.742,IS,ALL,403,34.45,42.31,54.9,0.3957,YELLOW,-7.48
B,159636,工银瑞信国证港股通科技ETF,379305482.0,Q4,4.0,11.708,16.742,OOS,L,21,30.35,40.9,44.31,0.4093,YELLOW,-7.62
B,159636,工银瑞信国证港股通科技ETF,379305482.0,Q4,4.0,11.708,16.742,OOS,M,127,38.78,44.51,53.21,0.3761,YELLOW,-7.26
B,159636,工银瑞信国证港股通科技ETF,379305482.0,Q4,4.0,11.708,16.742,OOS,H,92,38.18,51.65,58.54,0.3241,YELLOW,-6.54
B,159636,工银瑞信国证港股通科技ETF,379305482.0,Q4,4.0,11.708,16.742,OOS,ALL,240,38.36,44.85,54.76,0.3733,YELLOW,-7.22
B,159649,华安中债1-5年国开行债券ETF,531754761.0,Q5,2.34,8.388,11.995,IS,L,157,0.47,0.6,0.83,19.9917,RED,-8.33
B,159649,华安中债1-5年国开行债券ETF,531754761.0,Q5,2.34,8.388,11.995,IS,M,111,0.7,0.93,1.16,12.8978,RED,-8.29
B,159649,华安中债1-5年国开行债券ETF,531754761.0,Q5,2.34,8.388,11.995,IS,H,135,0.61,0.77,0.98,15.5779,RED,-8.31
B,159649,华安中债1-5年国开行债券ETF,531754761.0,Q5,2.34,8.388,11.995,IS,ALL,403,0.53,0.74,1.01,16.2095,RED,-8.31
B,159649,华安中债1-5年国开行债券ETF,531754761.0,Q5,2.34,8.388,11.995,OOS,L,21,0.32,0.69,0.92,17.3841,RED,-8.32
B,159649,华安中债1-5年国开行债券ETF,531754761.0,Q5,2.34,8.388,11.995,OOS,M,127,0.48,0.69,0.96,17.3841,RED,-8.32
B,159649,华安中债1-5年国开行债券ETF,531754761.0,Q5,2.34,8.388,11.995,OOS,H,92,0.41,0.64,0.91,18.7422,RED,-8.32
B,159649,华安中债1-5年国开行债券ETF,531754761.0,Q5,2.34,8.388,11.995,OOS,ALL,240,0.45,0.68,0.93,17.6397,RED,-8.32
B,159650,博时中债0-3年国开行债券ETF,807499059.0,Q5,2.34,8.388,11.995,IS,L,157,0.43,0.53,0.66,22.6321,RED,-8.33
B,159650,博时中债0-3年国开行债券ETF,807499059.0,Q5,2.34,8.388,11.995,IS,M,111,0.56,0.73,0.93,16.4315,RED,-8.31
B,159650,博时中债0-3年国开行债券ETF,807499059.0,Q5,2.34,8.388,11.995,IS,H,135,0.49,0.68,0.92,17.6397,RED,-8.32
B,159650,博时中债0-3年国开行债券ETF,807499059.0,Q5,2.34,8.388,11.995,IS,ALL,403,0.48,0.61,0.83,19.6639,RED,-8.33
B,159650,博时中债0-3年国开行债券ETF,807499059.0,Q5,2.34,8.388,11.995,OOS,L,21,0.19,0.37,0.56,32.4189,RED,-8.35
B,159650,博时中债0-3年国开行债券ETF,807499059.0,Q5,2.34,8.388,11.995,OOS,M,127,0.26,0.33,0.51,36.3485,RED,-8.36
B,159650,博时中债0-3年国开行债券ETF,807499059.0,Q5,2.34,8.388,11.995,OOS,H,93,0.19,0.28,0.47,42.8393,RED,-8.36
B,159650,博时中债0-3年国开行债券ETF,807499059.0,Q5,2.34,8.388,11.995,OOS,ALL,241,0.23,0.28,0.51,42.8393,RED,-8.36
B,159651,平安中债-0-3年国开行债券ETF,562469539.0,Q5,2.34,8.388,11.995,IS,L,157,0.29,0.38,0.53,31.5658,RED,-8.35
B,159651,平安中债-0-3年国开行债券ETF,562469539.0,Q5,2.34,8.388,11.995,IS,M,111,0.39,0.53,0.87,22.6321,RED,-8.33
B,159651,平安中债-0-3年国开行债券ETF,562469539.0,Q5,2.34,8.388,11.995,IS,H,135,0.38,0.57,0.74,21.0439,RED,-8.33
B,159651,平安中债-0-3年国开行债券ETF,562469539.0,Q5,2.34,8.388,11.995,IS,ALL,403,0.34,0.48,0.67,24.9896,RED,-8.34
B,159651,平安中债-0-3年国开行债券ETF,562469539.0,Q5,2.34,8.388,11.995,OOS,L,21,0.14,0.23,0.33,52.1522,RED,-8.37
B,159651,平安中债-0-3年国开行债券ETF,562469539.0,Q5,2.34,8.388,11.995,OOS,M,127,0.28,0.42,0.61,28.5595,RED,-8.35
B,159651,平安中债-0-3年国开行债券ETF,562469539.0,Q5,2.34,8.388,11.995,OOS,H,92,0.19,0.28,0.37,42.8393,RED,-8.36
B,159651,平安中债-0-3年国开行债券ETF,562469539.0,Q5,2.34,8.388,11.995,OOS,ALL,240,0.23,0.33,0.52,36.3485,RED,-8.36
B,159687,南方基金南方东英富时亚太精选ETF(QDII),222169049.0,Q4,4.0,11.708,16.742,IS,L,157,13.61,14.81,16.45,1.1305,RED,-10.23
B,159687,南方基金南方东英富时亚太精选ETF(QDII),222169049.0,Q4,4.0,11.708,16.742,IS,M,108,13.64,16.5,30.59,1.0147,RED,-10.06
B,159687,南方基金南方东英富时亚太精选ETF(QDII),222169049.0,Q4,4.0,11.708,16.742,IS,H,135,15.42,15.97,18.02,1.0483,RED,-10.11
B,159687,南方基金南方东英富时亚太精选ETF(QDII),222169049.0,Q4,4.0,11.708,16.742,IS,ALL,400,13.72,15.9,18.68,1.053,RED,-10.12
B,159687,南方基金南方东英富时亚太精选ETF(QDII),222169049.0,Q4,4.0,11.708,16.742,OOS,L,21,12.22,15.15,18.19,1.1051,RED,-10.19
B,159687,南方基金南方东英富时亚太精选ETF(QDII),222169049.0,Q4,4.0,11.708,16.742,OOS,M,127,13.1,18.4,24.5,0.9099,RED,-9.87
B,159687,南方基金南方东英富时亚太精选ETF(QDII),222169049.0,Q4,4.0,11.708,16.742,OOS,H,92,17.3,25.37,47.13,0.6599,RED,-9.17
B,159687,南方基金南方东英富时亚太精选ETF(QDII),222169049.0,Q4,4.0,11.708,16.742,OOS,ALL,240,13.19,19.56,29.74,0.8559,RED,-9.75
B,159700,南方中证AAA科技创新公司债ETF,7244322697.0,Q5,2.34,8.388,11.995,IS,L,24,0.83,1.6,2.03,7.4969,RED,-8.23
B,159700,南方中证AAA科技创新公司债ETF,7244322697.0,Q5,2.34,8.388,11.995,IS,M,8,1.41,1.73,2.1,6.9335,RED,-8.21
B,159700,南方中证AAA科技创新公司债ETF,7244322697.0,Q5,2.34,8.388,11.995,IS,ALL,32,1.0,1.65,2.03,7.2697,RED,-8.22
B,159700,南方中证AAA科技创新公司债ETF,7244322697.0,Q5,2.34,8.388,11.995,OOS,L,21,0.1,0.2,0.34,59.975,RED,-8.37
B,159700,南方中证AAA科技创新公司债ETF,7244322697.0,Q5,2.34,8.388,11.995,OOS,M,127,0.1,0.3,0.85,39.9833,RED,-8.36
B,159700,南方中证AAA科技创新公司债ETF,7244322697.0,Q5,2.34,8.388,11.995,OOS,H,92,0.2,0.55,0.95,21.8091,RED,-8.33
B,159700,南方中证AAA科技创新公司债ETF,7244322697.0,Q5,2.34,8.388,11.995,OOS,ALL,240,0.1,0.35,0.85,34.2714,RED,-8.35
B,159740,大成恒生科技ETF(QDII),1091380312.0,Q5,2.34,8.388,11.995,IS,L,157,35.54,41.67,43.57,0.2879,YELLOW,-4.22
B,159740,大成恒生科技ETF(QDII),1091380312.0,Q5,2.34,8.388,11.995,IS,M,111,42.64,46.3,59.18,0.2591,YELLOW,-3.76
B,159740,大成恒生科技ETF(QDII),1091380312.0,Q5,2.34,8.388,11.995,IS,H,135,46.46,52.04,67.69,0.2305,GREEN,-3.18
B,159740,大成恒生科技ETF(QDII),1091380312.0,Q5,2.34,8.388,11.995,IS,ALL,403,41.09,44.64,59.14,0.2687,YELLOW,-3.92
B,159740,大成恒生科技ETF(QDII),1091380312.0,Q5,2.34,8.388,11.995,OOS,L,21,27.84,37.38,40.21,0.3209,YELLOW,-4.65
B,159740,大成恒生科技ETF(QDII),1091380312.0,Q5,2.34,8.388,11.995,OOS,M,127,36.38,40.6,48.54,0.2954,YELLOW,-4.33
B,159740,大成恒生科技ETF(QDII),1091380312.0,Q5,2.34,8.388,11.995,OOS,H,92,34.65,48.24,51.3,0.2487,GREEN,-3.56
B,159740,大成恒生科技ETF(QDII),1091380312.0,Q5,2.34,8.388,11.995,OOS,ALL,240,35.54,40.72,49.38,0.2946,YELLOW,-4.32
B,159742,博时恒生科技ETF(QDII),225755268.0,Q4,4.0,11.708,16.742,IS,L,157,34.82,40.65,42.64,0.4119,YELLOW,-7.64
B,159742,博时恒生科技ETF(QDII),225755268.0,Q4,4.0,11.708,16.742,IS,M,111,41.62,46.55,61.56,0.3597,YELLOW,-7.05
B,159742,博时恒生科技ETF(QDII),225755268.0,Q4,4.0,11.708,16.742,IS,H,135,43.76,50.26,64.86,0.3331,YELLOW,-6.68
B,159742,博时恒生科技ETF(QDII),225755268.0,Q4,4.0,11.708,16.742,IS,ALL,403,39.75,43.24,57.03,0.3872,YELLOW,-7.38
B,159742,博时恒生科技ETF(QDII),225755268.0,Q4,4.0,11.708,16.742,OOS,L,21,33.04,36.56,39.55,0.4579,YELLOW,-8.05
B,159742,博时恒生科技ETF(QDII),225755268.0,Q4,4.0,11.708,16.742,OOS,M,127,33.81,39.55,47.05,0.4233,YELLOW,-7.75
B,159742,博时恒生科技ETF(QDII),225755268.0,Q4,4.0,11.708,16.742,OOS,H,92,33.13,44.51,49.93,0.3761,YELLOW,-7.26
B,159742,博时恒生科技ETF(QDII),225755268.0,Q4,4.0,11.708,16.742,OOS,ALL,240,33.14,39.53,48.08,0.4235,YELLOW,-7.75
B,159792,富国中证港股通互联网ETF,1471486389.0,Q5,2.34,8.388,11.995,IS,L,157,35.25,41.95,49.88,0.2859,YELLOW,-4.19
B,159792,富国中证港股通互联网ETF,1471486389.0,Q5,2.34,8.388,11.995,IS,M,111,41.83,52.16,56.9,0.23,GREEN,-3.17
B,159792,富国中证港股通互联网ETF,1471486389.0,Q5,2.34,8.388,11.995,IS,H,135,49.21,58.08,70.13,0.2065,GREEN,-2.58
B,159792,富国中证港股通互联网ETF,1471486389.0,Q5,2.34,8.388,11.995,IS,ALL,403,39.04,49.63,58.17,0.2417,GREEN,-3.42
B,159792,富国中证港股通互联网ETF,1471486389.0,Q5,2.34,8.388,11.995,OOS,L,21,33.37,37.35,40.92,0.3212,YELLOW,-4.65
B,159792,富国中证港股通互联网ETF,1471486389.0,Q5,2.34,8.388,11.995,OOS,M,127,35.37,41.47,48.09,0.2892,YELLOW,-4.24
B,159792,富国中证港股通互联网ETF,1471486389.0,Q5,2.34,8.388,11.995,OOS,H,92,41.9,48.48,56.24,0.2474,GREEN,-3.54
B,159792,富国中证港股通互联网ETF,1471486389.0,Q5,2.34,8.388,11.995,OOS,ALL,240,36.17,43.49,50.93,0.2758,YELLOW,-4.04
B,159816,鹏华中证0-4年期地方政府债ETF,662120557.0,Q5,2.34,8.388,11.995,IS,L,157,0.22,0.41,0.86,29.2561,RED,-8.35
B,159816,鹏华中证0-4年期地方政府债ETF,662120557.0,Q5,2.34,8.388,11.995,IS,M,111,0.27,0.63,0.91,19.0397,RED,-8.32
B,159816,鹏华中证0-4年期地方政府债ETF,662120557.0,Q5,2.34,8.388,11.995,IS,H,134,0.01,0.44,0.87,27.2614,RED,-8.34
B,159816,鹏华中证0-4年期地方政府债ETF,662120557.0,Q5,2.34,8.388,11.995,IS,ALL,402,0.18,0.49,0.89,24.4796,RED,-8.34
B,159816,鹏华中证0-4年期地方政府债ETF,662120557.0,Q5,2.34,8.388,11.995,OOS,L,21,0.22,0.48,1.14,24.9896,RED,-8.34
B,159816,鹏华中证0-4年期地方政府债ETF,662120557.0,Q5,2.34,8.388,11.995,OOS,M,127,0.29,0.48,0.7,24.9896,RED,-8.34
B,159816,鹏华中证0-4年期地方政府债ETF,662120557.0,Q5,2.34,8.388,11.995,OOS,H,92,0.26,0.44,0.66,27.2614,RED,-8.34
B,159816,鹏华中证0-4年期地方政府债ETF,662120557.0,Q5,2.34,8.388,11.995,OOS,ALL,240,0.26,0.46,0.7,26.0761,RED,-8.34
B,159866,工银瑞信大和日经225ETF(QDII),248822428.0,Q4,4.0,11.708,16.742,IS,L,157,16.77,18.34,19.63,0.9129,RED,-9.87
B,159866,工银瑞信大和日经225ETF(QDII),248822428.0,Q4,4.0,11.708,16.742,IS,M,111,18.43,20.95,30.67,0.7991,RED,-9.61
B,159866,工银瑞信大和日经225ETF(QDII),248822428.0,Q4,4.0,11.708,16.742,IS,H,135,18.64,19.29,29.32,0.8679,RED,-9.78
B,159866,工银瑞信大和日经225ETF(QDII),248822428.0,Q4,4.0,11.708,16.742,IS,ALL,403,17.84,18.98,28.36,0.8821,RED,-9.81
B,159866,工银瑞信大和日经225ETF(QDII),248822428.0,Q4,4.0,11.708,16.742,OOS,L,21,14.9,21.17,21.94,0.7908,RED,-9.59
B,159866,工银瑞信大和日经225ETF(QDII),248822428.0,Q4,4.0,11.708,16.742,OOS,M,127,21.16,26.75,30.25,0.6259,RED,-9.03
B,159866,工银瑞信大和日经225ETF(QDII),248822428.0,Q4,4.0,11.708,16.742,OOS,H,92,22.08,30.63,40.67,0.5466,RED,-8.64
B,159866,工银瑞信大和日经225ETF(QDII),248822428.0,Q4,4.0,11.708,16.742,OOS,ALL,240,20.9,26.73,33.64,0.6263,RED,-9.04
B,159892,华夏恒生生物科技ETF(QDII),619260508.0,Q5,2.34,8.388,11.995,IS,L,157,45.66,47.39,52.49,0.2531,YELLOW,-3.65
B,159892,华夏恒生生物科技ETF(QDII),619260508.0,Q5,2.34,8.388,11.995,IS,M,111,42.55,47.06,53.68,0.2549,YELLOW,-3.68
B,159892,华夏恒生生物科技ETF(QDII),619260508.0,Q5,2.34,8.388,11.995,IS,H,135,43.08,51.11,65.32,0.2347,GREEN,-3.28
B,159892,华夏恒生生物科技ETF(QDII),619260508.0,Q5,2.34,8.388,11.995,IS,ALL,403,43.36,47.96,58.1,0.2501,YELLOW,-3.59
B,159892,华夏恒生生物科技ETF(QDII),619260508.0,Q5,2.34,8.388,11.995,OOS,L,21,32.22,35.84,38.51,0.3347,YELLOW,-4.8
