universe,symbol,name,adv_yuan,tier,slip_bp,rt_bp,threshold_bp,window,bucket,n_days,amp_p25,amp_p50,amp_p75,req_cap,grade,net_at_10pct_bp
B,159892,华夏恒生生物科技ETF(QDII),619260508.0,Q5,2.34,8.388,11.995,OOS,M,127,37.05,44.35,52.36,0.2705,YELLOW,-3.95
B,159892,华夏恒生生物科技ETF(QDII),619260508.0,Q5,2.34,8.388,11.995,OOS,H,92,41.97,54.26,64.04,0.2211,GREEN,-2.96
B,159892,华夏恒生生物科技ETF(QDII),619260508.0,Q5,2.34,8.388,11.995,OOS,ALL,240,37.41,45.83,56.29,0.2617,YELLOW,-3.8
B,159920,华夏恒生ETF(QDII),839789553.0,Q5,2.34,8.388,11.995,IS,L,157,22.79,27.22,29.91,0.4407,YELLOW,-5.67
B,159920,华夏恒生ETF(QDII),839789553.0,Q5,2.34,8.388,11.995,IS,M,111,26.22,30.52,37.8,0.393,YELLOW,-5.34
B,159920,华夏恒生ETF(QDII),839789553.0,Q5,2.34,8.388,11.995,IS,H,135,30.87,35.97,42.88,0.3335,YELLOW,-4.79
B,159920,华夏恒生ETF(QDII),839789553.0,Q5,2.34,8.388,11.995,IS,ALL,403,26.0,30.27,36.97,0.3963,YELLOW,-5.36
B,159920,华夏恒生ETF(QDII),839789553.0,Q5,2.34,8.388,11.995,OOS,L,21,19.05,21.7,25.02,0.5528,RED,-6.22
B,159920,华夏恒生ETF(QDII),839789553.0,Q5,2.34,8.388,11.995,OOS,M,127,22.06,25.1,28.22,0.4779,YELLOW,-5.88
B,159920,华夏恒生ETF(QDII),839789553.0,Q5,2.34,8.388,11.995,OOS,H,92,20.25,25.76,30.8,0.4656,YELLOW,-5.81
B,159920,华夏恒生ETF(QDII),839789553.0,Q5,2.34,8.388,11.995,OOS,ALL,240,20.65,25.04,28.27,0.479,YELLOW,-5.88
B,159934,易方达黄金ETF,522165347.0,Q5,2.34,8.388,11.995,IS,L,157,8.17,10.04,13.82,1.1947,RED,-7.38
B,159934,易方达黄金ETF,522165347.0,Q5,2.34,8.388,11.995,IS,M,111,6.83,9.41,11.95,1.2747,RED,-7.45
B,159934,易方达黄金ETF,522165347.0,Q5,2.34,8.388,11.995,IS,H,135,8.34,10.28,13.8,1.1668,RED,-7.36
B,159934,易方达黄金ETF,522165347.0,Q5,2.34,8.388,11.995,IS,ALL,403,7.7,10.04,13.48,1.1947,RED,-7.38
B,159934,易方达黄金ETF,522165347.0,Q5,2.34,8.388,11.995,OOS,L,21,15.4,19.36,20.62,0.6196,RED,-6.45
B,159934,易方达黄金ETF,522165347.0,Q5,2.34,8.388,11.995,OOS,M,127,13.19,15.56,20.65,0.7709,RED,-6.83
B,159934,易方达黄金ETF,522165347.0,Q5,2.34,8.388,11.995,OOS,H,92,14.13,17.56,21.68,0.6831,RED,-6.63
B,159934,易方达黄金ETF,522165347.0,Q5,2.34,8.388,11.995,OOS,ALL,240,13.52,16.7,20.95,0.7183,RED,-6.72
B,159937,博时黄金ETF,366249573.0,Q4,4.0,11.708,16.742,IS,L,157,8.03,10.02,13.18,1.6709,RED,-10.71
B,159937,博时黄金ETF,366249573.0,Q4,4.0,11.708,16.742,IS,M,111,6.74,9.23,11.38,1.8139,RED,-10.79
B,159937,博时黄金ETF,366249573.0,Q4,4.0,11.708,16.742,IS,H,135,6.97,10.48,13.79,1.5975,RED,-10.66
B,159937,博时黄金ETF,366249573.0,Q4,4.0,11.708,16.742,IS,ALL,403,7.49,10.08,13.02,1.6609,RED,-10.7
B,159937,博时黄金ETF,366249573.0,Q4,4.0,11.708,16.742,OOS,L,21,14.97,19.13,21.39,0.8752,RED,-9.79
B,159937,博时黄金ETF,366249573.0,Q4,4.0,11.708,16.742,OOS,M,127,13.3,16.31,19.78,1.0265,RED,-10.08
B,159937,博时黄金ETF,366249573.0,Q4,4.0,11.708,16.742,OOS,H,92,14.23,17.26,21.95,0.97,RED,-9.98
B,159937,博时黄金ETF,366249573.0,Q4,4.0,11.708,16.742,OOS,ALL,240,13.65,16.86,20.82,0.993,RED,-10.02
B,159941,广发纳斯达克100ETF(QDII),1020567978.0,Q5,2.34,8.388,11.995,IS,L,157,13.94,16.84,18.68,0.7123,RED,-6.7
B,159941,广发纳斯达克100ETF(QDII),1020567978.0,Q5,2.34,8.388,11.995,IS,M,111,15.79,18.24,24.36,0.6576,RED,-6.56
B,159941,广发纳斯达克100ETF(QDII),1020567978.0,Q5,2.34,8.388,11.995,IS,H,135,12.98,18.19,20.7,0.6594,RED,-6.57
B,159941,广发纳斯达克100ETF(QDII),1020567978.0,Q5,2.34,8.388,11.995,IS,ALL,403,14.76,17.33,20.4,0.6922,RED,-6.66
B,159941,广发纳斯达克100ETF(QDII),1020567978.0,Q5,2.34,8.388,11.995,OOS,L,21,14.16,14.31,20.88,0.8382,RED,-6.96
B,159941,广发纳斯达克100ETF(QDII),1020567978.0,Q5,2.34,8.388,11.995,OOS,M,125,15.06,19.93,25.27,0.6019,RED,-6.39
B,159941,广发纳斯达克100ETF(QDII),1020567978.0,Q5,2.34,8.388,11.995,OOS,H,92,18.17,23.42,30.55,0.5122,RED,-6.05
B,159941,广发纳斯达克100ETF(QDII),1020567978.0,Q5,2.34,8.388,11.995,OOS,ALL,238,15.24,20.89,26.55,0.5742,RED,-6.3
B,159972,鹏华中证5年期地方政府债ETF,543276330.0,Q5,2.34,8.388,11.995,IS,L,157,0.79,1.12,1.46,10.7098,RED,-8.28
B,159972,鹏华中证5年期地方政府债ETF,543276330.0,Q5,2.34,8.388,11.995,IS,M,111,1.04,1.44,2.04,8.3299,RED,-8.24
B,159972,鹏华中证5年期地方政府债ETF,543276330.0,Q5,2.34,8.388,11.995,IS,H,135,1.14,1.59,2.03,7.544,RED,-8.23
B,159972,鹏华中证5年期地方政府债ETF,543276330.0,Q5,2.34,8.388,11.995,IS,ALL,403,0.95,1.34,1.83,8.9515,RED,-8.25
B,159972,鹏华中证5年期地方政府债ETF,543276330.0,Q5,2.34,8.388,11.995,OOS,L,21,0.47,0.64,1.06,18.7422,RED,-8.32
B,159972,鹏华中证5年期地方政府债ETF,543276330.0,Q5,2.34,8.388,11.995,OOS,M,126,0.51,0.74,1.12,16.2095,RED,-8.31
B,159972,鹏华中证5年期地方政府债ETF,543276330.0,Q5,2.34,8.388,11.995,OOS,H,92,0.34,0.59,0.88,20.3305,RED,-8.33
B,159972,鹏华中证5年期地方政府债ETF,543276330.0,Q5,2.34,8.388,11.995,OOS,ALL,239,0.43,0.68,1.03,17.6397,RED,-8.32
B,159985,华夏饲料豆粕期货ETF,304742681.0,Q4,4.0,11.708,16.742,IS,L,157,15.21,18.35,22.23,0.9124,RED,-9.87
B,159985,华夏饲料豆粕期货ETF,304742681.0,Q4,4.0,11.708,16.742,IS,M,111,18.15,21.55,25.44,0.7769,RED,-9.55
B,159985,华夏饲料豆粕期货ETF,304742681.0,Q4,4.0,11.708,16.742,IS,H,135,15.84,19.53,23.65,0.8572,RED,-9.75
B,159985,华夏饲料豆粕期货ETF,304742681.0,Q4,4.0,11.708,16.742,IS,ALL,403,15.58,19.97,23.54,0.8384,RED,-9.71
B,159985,华夏饲料豆粕期货ETF,304742681.0,Q4,4.0,11.708,16.742,OOS,L,21,10.21,14.73,28.17,1.1366,RED,-10.23
B,159985,华夏饲料豆粕期货ETF,304742681.0,Q4,4.0,11.708,16.742,OOS,M,127,14.06,18.56,29.77,0.902,RED,-9.85
B,159985,华夏饲料豆粕期货ETF,304742681.0,Q4,4.0,11.708,16.742,OOS,H,92,16.14,22.56,33.85,0.7421,RED,-9.45
B,159985,华夏饲料豆粕期货ETF,304742681.0,Q4,4.0,11.708,16.742,OOS,ALL,240,14.59,19.97,30.62,0.8384,RED,-9.71
B,510900,易方达恒生中国企业ETF(QDII),457280097.0,Q5,2.34,8.388,11.995,IS,L,157,25.82,27.54,36.05,0.4355,YELLOW,-5.63
B,510900,易方达恒生中国企业ETF(QDII),457280097.0,Q5,2.34,8.388,11.995,IS,M,111,31.38,35.6,40.76,0.3369,YELLOW,-4.83
B,510900,易方达恒生中国企业ETF(QDII),457280097.0,Q5,2.34,8.388,11.995,IS,H,135,33.07,42.08,47.97,0.2851,YELLOW,-4.18
B,510900,易方达恒生中国企业ETF(QDII),457280097.0,Q5,2.34,8.388,11.995,IS,ALL,403,27.51,35.24,42.06,0.3404,YELLOW,-4.86
B,510900,易方达恒生中国企业ETF(QDII),457280097.0,Q5,2.34,8.388,11.995,OOS,L,21,19.67,22.86,25.76,0.5247,RED,-6.1
B,510900,易方达恒生中国企业ETF(QDII),457280097.0,Q5,2.34,8.388,11.995,OOS,M,127,23.31,26.0,29.43,0.4613,YELLOW,-5.79
B,510900,易方达恒生中国企业ETF(QDII),457280097.0,Q5,2.34,8.388,11.995,OOS,H,105,24.57,28.28,36.49,0.4242,YELLOW,-5.56
B,510900,易方达恒生中国企业ETF(QDII),457280097.0,Q5,2.34,8.388,11.995,OOS,ALL,253,23.12,26.55,32.77,0.4518,YELLOW,-5.73
B,511010,国泰上证5年期国债ETF,735208438.0,Q5,2.34,8.388,11.995,IS,L,157,0.78,1.1,1.48,10.9045,RED,-8.28
B,511010,国泰上证5年期国债ETF,735208438.0,Q5,2.34,8.388,11.995,IS,M,111,1.23,1.7,2.19,7.0559,RED,-8.22
B,511010,国泰上证5年期国债ETF,735208438.0,Q5,2.34,8.388,11.995,IS,H,135,1.17,1.49,1.97,8.0503,RED,-8.24
B,511010,国泰上证5年期国债ETF,735208438.0,Q5,2.34,8.388,11.995,IS,ALL,403,1.03,1.41,1.86,8.5071,RED,-8.25
B,511010,国泰上证5年期国债ETF,735208438.0,Q5,2.34,8.388,11.995,OOS,L,21,0.6,1.04,1.46,11.5337,RED,-8.28
B,511010,国泰上证5年期国债ETF,735208438.0,Q5,2.34,8.388,11.995,OOS,M,126,0.78,1.07,1.35,11.2103,RED,-8.28
B,511010,国泰上证5年期国债ETF,735208438.0,Q5,2.34,8.388,11.995,OOS,H,92,0.85,1.04,1.24,11.5337,RED,-8.28
B,511010,国泰上证5年期国债ETF,735208438.0,Q5,2.34,8.388,11.995,OOS,ALL,239,0.81,1.06,1.32,11.316,RED,-8.28
B,511020,平安中证5-10年期国债活跃券ETF,406519914.0,Q4,4.0,11.708,16.742,IS,L,157,1.11,1.52,1.96,11.0145,RED,-11.56
B,511020,平安中证5-10年期国债活跃券ETF,406519914.0,Q4,4.0,11.708,16.742,IS,M,111,1.96,2.33,3.05,7.1854,RED,-11.47
B,511020,平安中证5-10年期国债活跃券ETF,406519914.0,Q4,4.0,11.708,16.742,IS,H,135,1.62,2.04,2.88,8.2069,RED,-11.5
B,511020,平安中证5-10年期国债活跃券ETF,406519914.0,Q4,4.0,11.708,16.742,IS,ALL,403,1.45,1.92,2.68,8.7198,RED,-11.52
B,511020,平安中证5-10年期国债活跃券ETF,406519914.0,Q4,4.0,11.708,16.742,OOS,L,21,0.82,1.34,1.55,12.494,RED,-11.57
B,511020,平安中证5-10年期国债活跃券ETF,406519914.0,Q4,4.0,11.708,16.742,OOS,M,127,0.89,1.35,1.83,12.4015,RED,-11.57
B,511020,平安中证5-10年期国债活跃券ETF,406519914.0,Q4,4.0,11.708,16.742,OOS,H,105,0.98,1.36,1.7,12.3103,RED,-11.57
B,511020,平安中证5-10年期国债活跃券ETF,406519914.0,Q4,4.0,11.708,16.742,OOS,ALL,253,0.89,1.36,1.75,12.3103,RED,-11.57
B,511030,平安中债-中高等级公司债利差因子ETF,842268514.0,Q5,2.34,8.388,11.995,IS,L,157,0.95,0.95,1.09,12.6263,RED,-8.29
B,511030,平安中债-中高等级公司债利差因子ETF,842268514.0,Q5,2.34,8.388,11.995,IS,M,111,0.95,0.95,1.47,12.6263,RED,-8.29
B,511030,平安中债-中高等级公司债利差因子ETF,842268514.0,Q5,2.34,8.388,11.995,IS,H,135,0.95,0.95,0.96,12.6263,RED,-8.29
B,511030,平安中债-中高等级公司债利差因子ETF,842268514.0,Q5,2.34,8.388,11.995,IS,ALL,403,0.95,0.95,1.09,12.6263,RED,-8.29
B,511030,平安中债-中高等级公司债利差因子ETF,842268514.0,Q5,2.34,8.388,11.995,OOS,L,21,0.47,0.89,1.55,13.4775,RED,-8.3
B,511030,平安中债-中高等级公司债利差因子ETF,842268514.0,Q5,2.34,8.388,11.995,OOS,M,126,0.65,1.03,1.44,11.6456,RED,-8.29
B,511030,平安中债-中高等级公司债利差因子ETF,842268514.0,Q5,2.34,8.388,11.995,OOS,H,92,0.59,0.74,1.07,16.2095,RED,-8.31
B,511030,平安中债-中高等级公司债利差因子ETF,842268514.0,Q5,2.34,8.388,11.995,OOS,ALL,239,0.6,0.89,1.35,13.4775,RED,-8.3
B,511060,海富通上证5年期地方政府债ETF,516236886.0,Q5,2.34,8.388,11.995,IS,L,157,1.0,1.38,1.78,8.692,RED,-8.25
B,511060,海富通上证5年期地方政府债ETF,516236886.0,Q5,2.34,8.388,11.995,IS,M,111,1.52,1.86,2.72,6.4489,RED,-8.2
B,511060,海富通上证5年期地方政府债ETF,516236886.0,Q5,2.34,8.388,11.995,IS,H,135,1.4,1.84,2.63,6.519,RED,-8.2
B,511060,海富通上证5年期地方政府债ETF,516236886.0,Q5,2.34,8.388,11.995,IS,ALL,403,1.26,1.65,2.3,7.2697,RED,-8.22
B,511060,海富通上证5年期地方政府债ETF,516236886.0,Q5,2.34,8.388,11.995,OOS,L,21,0.52,0.84,1.31,14.2798,RED,-8.3
B,511060,海富通上证5年期地方政府债ETF,516236886.0,Q5,2.34,8.388,11.995,OOS,M,126,0.79,1.13,1.8,10.615,RED,-8.28
B,511060,海富通上证5年期地方政府债ETF,516236886.0,Q5,2.34,8.388,11.995,OOS,H,105,0.79,1.02,1.29,11.7598,RED,-8.29
B,511060,海富通上证5年期地方政府债ETF,516236886.0,Q5,2.34,8.388,11.995,OOS,ALL,252,0.75,1.03,1.5,11.6456,RED,-8.29
B,511070,南方上证基准做市公司债ETF,5741384996.0,Q5,2.34,8.388,11.995,IS,L,79,0.67,1.0,1.63,11.995,RED,-8.29
B,511070,南方上证基准做市公司债ETF,5741384996.0,Q5,2.34,8.388,11.995,IS,M,48,0.34,0.7,1.23,17.1357,RED,-8.32
B,511070,南方上证基准做市公司债ETF,5741384996.0,Q5,2.34,8.388,11.995,IS,H,20,0.54,0.65,0.87,18.4538,RED,-8.32
B,511070,南方上证基准做市公司债ETF,5741384996.0,Q5,2.34,8.388,11.995,IS,ALL,147,0.51,0.85,1.39,14.1118,RED,-8.3
B,511070,南方上证基准做市公司债ETF,5741384996.0,Q5,2.34,8.388,11.995,OOS,L,21,0.34,0.94,1.34,12.7606,RED,-8.29
B,511070,南方上证基准做市公司债ETF,5741384996.0,Q5,2.34,8.388,11.995,OOS,M,127,0.49,1.0,1.52,11.995,RED,-8.29
B,511070,南方上证基准做市公司债ETF,5741384996.0,Q5,2.34,8.388,11.995,OOS,H,92,0.53,0.91,1.23,13.1813,RED,-8.3
B,511070,南方上证基准做市公司债ETF,5741384996.0,Q5,2.34,8.388,11.995,OOS,ALL,240,0.49,0.94,1.42,12.7606,RED,-8.29
B,511090,鹏扬中债-30年期国债ETF,4335405944.0,Q5,2.34,8.388,11.995,IS,L,157,4.69,5.79,7.84,2.0717,RED,-7.81
B,511090,鹏扬中债-30年期国债ETF,4335405944.0,Q5,2.34,8.388,11.995,IS,M,111,7.03,9.87,12.54,1.2153,RED,-7.4
B,511090,鹏扬中债-30年期国债ETF,4335405944.0,Q5,2.34,8.388,11.995,IS,H,135,6.72,8.45,11.2,1.4195,RED,-7.54
B,511090,鹏扬中债-30年期国债ETF,4335405944.0,Q5,2.34,8.388,11.995,IS,ALL,403,5.42,7.51,10.41,1.5972,RED,-7.64
B,511090,鹏扬中债-30年期国债ETF,4335405944.0,Q5,2.34,8.388,11.995,OOS,L,21,5.07,7.14,8.28,1.68,RED,-7.67
B,511090,鹏扬中债-30年期国债ETF,4335405944.0,Q5,2.34,8.388,11.995,OOS,M,126,5.99,7.26,9.0,1.6522,RED,-7.66
B,511090,鹏扬中债-30年期国债ETF,4335405944.0,Q5,2.34,8.388,11.995,OOS,H,105,5.22,6.09,7.3,1.9696,RED,-7.78
B,511090,鹏扬中债-30年期国债ETF,4335405944.0,Q5,2.34,8.388,11.995,OOS,ALL,252,5.48,6.67,8.51,1.7984,RED,-7.72
B,511100,华夏上证基准做市国债ETF,1357615301.0,Q5,2.34,8.388,11.995,IS,L,157,1.17,1.7,2.42,7.0559,RED,-8.22
B,511100,华夏上证基准做市国债ETF,1357615301.0,Q5,2.34,8.388,11.995,IS,M,111,1.76,2.71,3.82,4.4262,RED,-8.12
B,511100,华夏上证基准做市国债ETF,1357615301.0,Q5,2.34,8.388,11.995,IS,H,135,1.54,2.14,3.02,5.6051,RED,-8.17
B,511100,华夏上证基准做市国债ETF,1357615301.0,Q5,2.34,8.388,11.995,IS,ALL,403,1.42,2.08,2.96,5.7668,RED,-8.18
B,511100,华夏上证基准做市国债ETF,1357615301.0,Q5,2.34,8.388,11.995,OOS,L,21,1.35,1.77,2.51,6.7768,RED,-8.21
B,511100,华夏上证基准做市国债ETF,1357615301.0,Q5,2.34,8.388,11.995,OOS,M,126,1.77,2.16,2.68,5.5532,RED,-8.17
B,511100,华夏上证基准做市国债ETF,1357615301.0,Q5,2.34,8.388,11.995,OOS,H,92,1.99,2.4,2.78,4.9979,RED,-8.15
B,511100,华夏上证基准做市国债ETF,1357615301.0,Q5,2.34,8.388,11.995,OOS,ALL,239,1.8,2.23,2.74,5.3789,RED,-8.16
B,511110,易方达上证基准做市公司债ETF,3591871731.0,Q5,2.34,8.388,11.995,IS,L,79,0.82,1.2,1.59,9.9958,RED,-8.27
B,511110,易方达上证基准做市公司债ETF,3591871731.0,Q5,2.34,8.388,11.995,IS,M,46,0.4,0.88,1.26,13.6307,RED,-8.3
B,511110,易方达上证基准做市公司债ETF,3591871731.0,Q5,2.34,8.388,11.995,IS,H,20,0.89,1.0,1.27,11.995,RED,-8.29
B,511110,易方达上证基准做市公司债ETF,3591871731.0,Q5,2.34,8.388,11.995,IS,ALL,145,0.7,1.05,1.44,11.4238,RED,-8.28
B,511110,易方达上证基准做市公司债ETF,3591871731.0,Q5,2.34,8.388,11.995,OOS,L,21,0.54,1.04,1.83,11.5337,RED,-8.28
B,511110,易方达上证基准做市公司债ETF,3591871731.0,Q5,2.34,8.388,11.995,OOS,M,127,0.74,1.09,1.7,11.0046,RED,-8.28
B,511110,易方达上证基准做市公司债ETF,3591871731.0,Q5,2.34,8.388,11.995,OOS,H,105,0.58,0.83,1.38,14.4518,RED,-8.3
B,511110,易方达上证基准做市公司债ETF,3591871731.0,Q5,2.34,8.388,11.995,OOS,ALL,253,0.68,1.03,1.58,11.6456,RED,-8.29
B,511120,广发上证AAA科技创新公司债ETF,3478762799.0,Q5,2.34,8.388,11.995,IS,L,24,0.89,1.32,1.78,9.0871,RED,-8.26
B,511120,广发上证AAA科技创新公司债ETF,3478762799.0,Q5,2.34,8.388,11.995,IS,M,8,0.92,1.43,1.57,8.3881,RED,-8.24
B,511120,广发上证AAA科技创新公司债ETF,3478762799.0,Q5,2.34,8.388,11.995,IS,ALL,32,0.89,1.35,1.68,8.8852,RED,-8.25
B,511120,广发上证AAA科技创新公司债ETF,3478762799.0,Q5,2.34,8.388,11.995,OOS,L,21,0.15,0.4,0.9,29.9875,RED,-8.35
B,511120,广发上证AAA科技创新公司债ETF,3478762799.0,Q5,2.34,8.388,11.995,OOS,M,127,0.15,0.5,0.91,23.99,RED,-8.34
B,511120,广发上证AAA科技创新公司债ETF,3478762799.0,Q5,2.34,8.388,11.995,OOS,H,92,0.34,0.54,1.04,22.213,RED,-8.33
B,511120,广发上证AAA科技创新公司债ETF,3478762799.0,Q5,2.34,8.388,11.995,OOS,ALL,240,0.2,0.5,0.95,23.99,RED,-8.34
B,511130,博时上证30年期国债ETF,2073005094.0,Q5,2.34,8.388,11.995,IS,L,154,4.67,5.75,7.32,2.0861,RED,-7.81
B,511130,博时上证30年期国债ETF,2073005094.0,Q5,2.34,8.388,11.995,IS,M,96,7.31,9.72,11.93,1.2341,RED,-7.42
B,511130,博时上证30年期国债ETF,2073005094.0,Q5,2.34,8.388,11.995,IS,H,97,7.28,9.38,11.79,1.2788,RED,-7.45
B,511130,博时上证30年期国债ETF,2073005094.0,Q5,2.34,8.388,11.995,IS,ALL,347,5.65,7.49,10.45,1.6015,RED,-7.64
B,511130,博时上证30年期国债ETF,2073005094.0,Q5,2.34,8.388,11.995,OOS,L,21,5.5,7.06,7.88,1.699,RED,-7.68
B,511130,博时上证30年期国债ETF,2073005094.0,Q5,2.34,8.388,11.995,OOS,M,126,5.8,7.06,8.66,1.699,RED,-7.68
B,511130,博时上证30年期国债ETF,2073005094.0,Q5,2.34,8.388,11.995,OOS,H,105,5.49,6.09,7.45,1.9696,RED,-7.78
B,511130,博时上证30年期国债ETF,2073005094.0,Q5,2.34,8.388,11.995,OOS,ALL,252,5.55,6.59,8.16,1.8202,RED,-7.73
B,511160,东财中证1-3年国债ETF,404905857.0,Q4,4.0,11.708,16.742,IS,L,79,0.2,0.3,0.45,55.8067,RED,-11.68
B,511160,东财中证1-3年国债ETF,404905857.0,Q4,4.0,11.708,16.742,IS,M,57,0.35,0.5,0.75,33.484,RED,-11.66
B,511160,东财中证1-3年国债ETF,404905857.0,Q4,4.0,11.708,16.742,IS,H,23,0.38,0.6,0.7,27.9033,RED,-11.65
B,511160,东财中证1-3年国债ETF,404905857.0,Q4,4.0,11.708,16.742,IS,ALL,159,0.25,0.4,0.65,41.855,RED,-11.67
B,511160,东财中证1-3年国债ETF,404905857.0,Q4,4.0,11.708,16.742,OOS,L,21,0.3,0.45,0.54,37.2044,RED,-11.66
B,511160,东财中证1-3年国债ETF,404905857.0,Q4,4.0,11.708,16.742,OOS,M,126,0.35,0.47,0.59,35.6213,RED,-11.66
B,511160,东财中证1-3年国债ETF,404905857.0,Q4,4.0,11.708,16.742,OOS,H,92,0.29,0.44,0.55,38.05,RED,-11.66
B,511160,东财中证1-3年国债ETF,404905857.0,Q4,4.0,11.708,16.742,OOS,ALL,239,0.3,0.45,0.59,37.2044,RED,-11.66
B,511180,海富通上证投资级可转债及可交换债券ETF,586629268.0,Q5,2.34,8.388,11.995,IS,L,157,7.02,8.79,11.48,1.3646,RED,-7.51
B,511180,海富通上证投资级可转债及可交换债券ETF,586629268.0,Q5,2.34,8.388,11.995,IS,M,111,7.64,9.22,11.53,1.301,RED,-7.47
B,511180,海富通上证投资级可转债及可交换债券ETF,586629268.0,Q5,2.34,8.388,11.995,IS,H,135,8.78,10.85,15.48,1.1055,RED,-7.3
B,511180,海富通上证投资级可转债及可交换债券ETF,586629268.0,Q5,2.34,8.388,11.995,IS,ALL,403,7.47,9.74,12.56,1.2315,RED,-7.41
B,511180,海富通上证投资级可转债及可交换债券ETF,586629268.0,Q5,2.34,8.388,11.995,OOS,L,21,13.86,17.99,21.67,0.6668,RED,-6.59
B,511180,海富通上证投资级可转债及可交换债券ETF,586629268.0,Q5,2.34,8.388,11.995,OOS,M,127,14.1,17.48,21.22,0.6862,RED,-6.64
B,511180,海富通上证投资级可转债及可交换债券ETF,586629268.0,Q5,2.34,8.388,11.995,OOS,H,105,14.2,17.33,21.57,0.6922,RED,-6.66
B,511180,海富通上证投资级可转债及可交换债券ETF,586629268.0,Q5,2.34,8.388,11.995,OOS,ALL,253,14.13,17.42,21.5,0.6886,RED,-6.65
B,511190,海富通上证基准做市公司债ETF,3852740587.0,Q5,2.34,8.388,11.995,IS,L,79,0.6,1.09,1.84,11.0046,RED,-8.28
B,511190,海富通上证基准做市公司债ETF,3852740587.0,Q5,2.34,8.388,11.995,IS,M,44,0.38,0.68,1.32,17.6397,RED,-8.32
B,511190,海富通上证基准做市公司债ETF,3852740587.0,Q5,2.34,8.388,11.995,IS,H,20,0.8,1.0,1.3,11.995,RED,-8.29
B,511190,海富通上证基准做市公司债ETF,3852740587.0,Q5,2.34,8.388,11.995,IS,ALL,143,0.58,0.89,1.49,13.4775,RED,-8.3
B,511190,海富通上证基准做市公司债ETF,3852740587.0,Q5,2.34,8.388,11.995,OOS,L,21,0.44,0.9,2.09,13.3278,RED,-8.3
B,511190,海富通上证基准做市公司债ETF,3852740587.0,Q5,2.34,8.388,11.995,OOS,M,126,0.64,1.12,1.8,10.7098,RED,-8.28
B,511190,海富通上证基准做市公司债ETF,3852740587.0,Q5,2.34,8.388,11.995,OOS,H,92,0.63,0.93,1.7,12.8978,RED,-8.29
B,511190,海富通上证基准做市公司债ETF,3852740587.0,Q5,2.34,8.388,11.995,OOS,ALL,239,0.6,0.98,1.79,12.2398,RED,-8.29
B,511200,华夏上证基准做市公司债ETF,4430393511.0,Q5,2.34,8.388,11.995,IS,L,79,0.69,0.99,1.58,12.1162,RED,-8.29
B,511200,华夏上证基准做市公司债ETF,4430393511.0,Q5,2.34,8.388,11.995,IS,M,42,0.4,0.8,1.43,14.9937,RED,-8.31
B,511200,华夏上证基准做市公司债ETF,4430393511.0,Q5,2.34,8.388,11.995,IS,H,20,0.45,1.0,1.72,11.995,RED,-8.29
B,511200,华夏上证基准做市公司债ETF,4430393511.0,Q5,2.34,8.388,11.995,IS,ALL,141,0.55,0.99,1.58,12.1162,RED,-8.29
B,511200,华夏上证基准做市公司债ETF,4430393511.0,Q5,2.34,8.388,11.995,OOS,L,21,0.29,0.94,1.44,12.7606,RED,-8.29
B,511200,华夏上证基准做市公司债ETF,4430393511.0,Q5,2.34,8.388,11.995,OOS,M,127,0.67,1.18,1.58,10.1653,RED,-8.27
B,511200,华夏上证基准做市公司债ETF,4430393511.0,Q5,2.34,8.388,11.995,OOS,H,92,0.53,0.92,1.51,13.038,RED,-8.3
B,511200,华夏上证基准做市公司债ETF,4430393511.0,Q5,2.34,8.388,11.995,OOS,ALL,240,0.54,1.02,1.54,11.7598,RED,-8.29
B,511220,海富通上证城投债ETF,462333287.0,Q5,2.34,8.388,11.995,IS,L,157,0.98,1.94,1.95,6.183,RED,-8.19
B,511220,海富通上证城投债ETF,462333287.0,Q5,2.34,8.388,11.995,IS,M,111,1.93,1.94,2.45,6.183,RED,-8.19
B,511220,海富通上证城投债ETF,462333287.0,Q5,2.34,8.388,11.995,IS,H,135,0.99,1.96,2.9,6.1199,RED,-8.19
B,511220,海富通上证城投债ETF,462333287.0,Q5,2.34,8.388,11.995,IS,ALL,403,0.98,1.94,2.42,6.183,RED,-8.19
B,511220,海富通上证城投债ETF,462333287.0,Q5,2.34,8.388,11.995,OOS,L,21,1.44,1.95,1.96,6.1513,RED,-8.19
B,511220,海富通上证城投债ETF,462333287.0,Q5,2.34,8.388,11.995,OOS,M,127,0.98,1.95,1.97,6.1513,RED,-8.19
B,511220,海富通上证城投债ETF,462333287.0,Q5,2.34,8.388,11.995,OOS,H,92,0.97,1.92,1.94,6.2474,RED,-8.2
B,511220,海富通上证城投债ETF,462333287.0,Q5,2.34,8.388,11.995,OOS,ALL,240,0.97,1.94,1.96,6.183,RED,-8.19
B,511260,国泰上证10年期国债ETF,1390366857.0,Q5,2.34,8.388,11.995,IS,L,157,1.17,1.69,2.53,7.0976,RED,-8.22
B,511260,国泰上证10年期国债ETF,1390366857.0,Q5,2.34,8.388,11.995,IS,M,111,2.15,2.65,3.63,4.5264,RED,-8.12
B,511260,国泰上证10年期国债ETF,1390366857.0,Q5,2.34,8.388,11.995,IS,H,135,1.94,2.43,3.47,4.9362,RED,-8.14
B,511260,国泰上证10年期国债ETF,1390366857.0,Q5,2.34,8.388,11.995,IS,ALL,403,1.61,2.23,3.15,5.3789,RED,-8.16
