entry_id,name,factor_class,factor_key,dir,needs,proxy_note,horizon,ic_mean_overall,ic_ir_overall,ic_t_overall,n_days_overall,pct_pos_overall,ic_mean_risk_on,ic_ir_risk_on,ic_t_risk_on,ndays_risk_on,ic_mean_risk_off,ic_ir_risk_off,ic_t_risk_off,ndays_risk_off,ic_mean_neutral,ic_ir_neutral,ic_t_neutral,ndays_neutral
FCT-TECH-075,上方套牢盘压力,technical,f_te075_overhead250,-1,kline,"(250日最高-价)/价（压力深度,dir=-1）",10,-0.01787,-0.1324,-3.84,841,0.4471,-0.09034,-0.7914,-7.993,166.0,0.00616,0.049,0.569,181.0,-0.011,-0.0807,-1.983,867.0
FCT-TECH-075,上方套牢盘压力,technical,f_te075_overhead250,-1,kline,"(250日最高-价)/价（压力深度,dir=-1）",20,-0.02894,-0.2224,-6.36,818,0.3961,-0.09981,-0.73,-7.336,166.0,-0.00117,-0.0106,-0.121,181.0,-0.0229,-0.1775,-4.299,867.0
FCT-TECH-076,高位振幅加大,technical,f_te076_amp_expand_hi,-1,kline,"(5日|振幅|/60日)×250日位置（派发代理,dir=-1）",5,-0.02878,-0.2237,-6.511,847,0.4132,0.01508,0.1564,1.579,166.0,-0.05868,-0.428,-4.992,181.0,-0.02945,-0.2273,-5.609,867.0
FCT-TECH-076,高位振幅加大,technical,f_te076_amp_expand_hi,-1,kline,"(5日|振幅|/60日)×250日位置（派发代理,dir=-1）",10,-0.02858,-0.2226,-6.455,841,0.4269,0.03715,0.382,3.858,166.0,-0.07021,-0.5413,-6.289,181.0,-0.03038,-0.2363,-5.807,867.0
FCT-TECH-076,高位振幅加大,technical,f_te076_amp_expand_hi,-1,kline,"(5日|振幅|/60日)×250日位置（派发代理,dir=-1）",20,-0.02432,-0.1861,-5.323,818,0.4303,0.037,0.3694,3.712,166.0,-0.07725,-0.6223,-7.095,181.0,-0.02315,-0.1753,-4.248,867.0
FCT-TECH-077,加速见顶,technical,f_te077_accel,-1,kline,"mom5-mom20（加速代理,dir=-1）",5,0.01401,0.1207,3.99,1093,0.5563,0.01816,0.1791,2.165,166.0,0.04101,0.32,3.997,181.0,0.00792,0.0686,1.929,867.0
FCT-TECH-077,加速见顶,technical,f_te077_accel,-1,kline,"mom5-mom20（加速代理,dir=-1）",10,0.02149,0.1941,6.415,1092,0.5788,0.02067,0.2013,2.432,166.0,0.0475,0.3955,4.94,181.0,0.0165,0.1506,4.232,867.0
FCT-TECH-077,加速见顶,technical,f_te077_accel,-1,kline,"mom5-mom20（加速代理,dir=-1）",20,0.03419,0.3201,10.578,1092,0.6181,0.02035,0.187,2.259,166.0,0.0629,0.5636,7.039,181.0,0.03107,0.2971,8.35,867.0
FCT-TECH-078,下方缺口不回补,technical,f_te078_unfilled_upgap20,1,kline,20日内未回补向上缺口数,5,-0.02762,-0.3542,-11.715,1094,0.3729,-0.04458,-0.6143,-7.422,166.0,-0.03424,-0.3794,-4.739,181.0,-0.02319,-0.3056,-8.6,867.0
FCT-TECH-078,下方缺口不回补,technical,f_te078_unfilled_upgap20,1,kline,20日内未回补向上缺口数,10,-0.03403,-0.4528,-14.977,1094,0.308,-0.05324,-0.8082,-9.766,166.0,-0.04541,-0.5771,-7.208,181.0,-0.02825,-0.3752,-10.558,867.0
FCT-TECH-078,下方缺口不回补,technical,f_te078_unfilled_upgap20,1,kline,20日内未回补向上缺口数,20,-0.03913,-0.5528,-18.285,1094,0.266,-0.05512,-0.8704,-10.518,166.0,-0.05242,-0.7094,-8.86,181.0,-0.03357,-0.4744,-13.352,867.0
FCT-TECH-081,Wyckoff吸筹Spring,technical,f_te081_spring,1,kline,破60日低后快速收回=Spring 0/1,5,-0.00101,-0.0158,-0.474,897,0.4916,-0.01449,-0.2168,-2.395,166.0,-0.00243,-0.0439,-0.493,181.0,0.00181,0.0281,0.717,867.0
FCT-TECH-081,Wyckoff吸筹Spring,technical,f_te081_spring,1,kline,破60日低后快速收回=Spring 0/1,10,0.00109,0.0172,0.514,893,0.495,-0.01588,-0.2487,-2.724,166.0,0.00124,0.0228,0.256,181.0,0.00421,0.0654,1.664,867.0
FCT-TECH-081,Wyckoff吸筹Spring,technical,f_te081_spring,1,kline,破60日低后快速收回=Spring 0/1,20,0.00361,0.0556,1.66,892,0.5157,-0.00921,-0.1425,-1.555,166.0,0.00477,0.0783,0.879,181.0,0.00575,0.0876,2.227,867.0
FCT-TECH-082,Wyckoff派发UTAD,technical,f_te082_neg_upthrust,-1,kline,破60日高后收回下方=UT 0/1（dir=-1）,5,0.02378,0.3307,10.691,1045,0.6364,0.01953,0.2911,3.345,166.0,0.03776,0.5405,6.686,181.0,0.0217,0.2978,8.211,867.0
FCT-TECH-082,Wyckoff派发UTAD,technical,f_te082_neg_upthrust,-1,kline,破60日高后收回下方=UT 0/1（dir=-1）,10,0.01885,0.2629,8.491,1043,0.6194,0.01185,0.1674,1.916,166.0,0.02959,0.4288,5.304,181.0,0.0179,0.2477,6.824,867.0
FCT-TECH-082,Wyckoff派发UTAD,technical,f_te082_neg_upthrust,-1,kline,破60日高后收回下方=UT 0/1（dir=-1）,20,0.02177,0.3278,10.585,1043,0.6222,0.00935,0.1428,1.634,166.0,0.0353,0.5363,6.634,181.0,0.02119,0.3195,8.803,867.0
FCT-TECH-083,假突破统计,technical,f_te083_neg_fakebreak10,-1,kline,10日内假突破计数（dir=-1）,5,0.01924,0.2385,7.889,1094,0.6097,0.00403,0.059,0.713,166.0,0.03832,0.4178,5.218,181.0,0.01829,0.2291,6.446,867.0
FCT-TECH-083,假突破统计,technical,f_te083_neg_fakebreak10,-1,kline,10日内假突破计数（dir=-1）,10,0.02446,0.3298,10.909,1094,0.6426,0.0106,0.1409,1.703,166.0,0.03669,0.4335,5.414,181.0,0.02461,0.3447,9.702,867.0
FCT-TECH-083,假突破统计,technical,f_te083_neg_fakebreak10,-1,kline,10日内假突破计数（dir=-1）,20,0.03063,0.4186,13.846,1094,0.6773,0.02292,0.3289,3.975,166.0,0.04046,0.47,5.871,181.0,0.03011,0.4248,11.955,867.0
