entry_id,name,factor_class,factor_key,dir,needs,proxy_note,horizon,ic_mean_overall,ic_ir_overall,ic_t_overall,n_days_overall,pct_pos_overall,ic_mean_risk_on,ic_ir_risk_on,ic_t_risk_on,ndays_risk_on,ic_mean_risk_off,ic_ir_risk_off,ic_t_risk_off,ndays_risk_off,ic_mean_neutral,ic_ir_neutral,ic_t_neutral,ndays_neutral
FCT-TECH-064,ATR14,technical,f_te064_natr14,1,kline,ATR14/close（高波动代理）,20,-0.10644,-0.6377,-21.093,1094,0.2888,-0.07562,-0.5912,-7.144,166.0,-0.14116,-0.7565,-9.449,181.0,-0.10529,-0.6263,-17.625,867.0
FCT-TECH-065,整数关口关键位,technical,f_te065_round_dist,1,kline,"-|价-最近整数关|/价（距离代理,方向存疑）",5,-0.02121,-0.2026,-6.7,1094,0.4607,-0.01631,-0.1601,-1.934,166.0,-0.04592,-0.4293,-5.362,181.0,-0.01725,-0.1655,-4.657,867.0
FCT-TECH-065,整数关口关键位,technical,f_te065_round_dist,1,kline,"-|价-最近整数关|/价（距离代理,方向存疑）",10,-0.0277,-0.254,-8.401,1094,0.4287,-0.01257,-0.1227,-1.483,166.0,-0.06019,-0.5606,-7.002,181.0,-0.02409,-0.22,-6.191,867.0
FCT-TECH-065,整数关口关键位,technical,f_te065_round_dist,1,kline,"-|价-最近整数关|/价（距离代理,方向存疑）",20,-0.0361,-0.3218,-10.643,1094,0.4168,-0.00248,-0.0225,-0.271,166.0,-0.07786,-0.726,-9.068,181.0,-0.03407,-0.3066,-8.628,867.0
FCT-TECH-066,RSI极端超卖,technical,f_te066_neg_rsi6,1,kline,-RSI6（高=超卖看反弹）,5,0.02273,0.1947,6.44,1094,0.5676,0.01969,0.2089,2.524,166.0,0.02237,0.1706,2.131,181.0,0.02336,0.1986,5.59,867.0
FCT-TECH-066,RSI极端超卖,technical,f_te066_neg_rsi6,1,kline,-RSI6（高=超卖看反弹）,10,0.01757,0.1528,5.055,1094,0.5466,0.00961,0.0949,1.147,166.0,0.01756,0.1428,1.783,181.0,0.01904,0.1644,4.628,867.0
FCT-TECH-066,RSI极端超卖,technical,f_te066_neg_rsi6,1,kline,-RSI6（高=超卖看反弹）,20,0.0143,0.1266,4.188,1094,0.532,0.00038,0.0034,0.041,166.0,0.0089,0.0742,0.927,181.0,0.01793,0.1601,4.505,867.0
FCT-TECH-067,MACD零轴位置,technical,f_te067_macd_dif,1,kline,DIF/close（零轴上下代理）,5,-0.04148,-0.2984,-9.87,1094,0.383,-0.01991,-0.1472,-1.778,166.0,-0.07029,-0.503,-6.283,181.0,-0.03979,-0.2866,-8.066,867.0
FCT-TECH-067,MACD零轴位置,technical,f_te067_macd_dif,1,kline,DIF/close（零轴上下代理）,10,-0.04847,-0.3579,-11.838,1094,0.3803,-0.01041,-0.0758,-0.916,166.0,-0.07704,-0.5608,-7.004,181.0,-0.04986,-0.3742,-10.531,867.0
FCT-TECH-067,MACD零轴位置,technical,f_te067_macd_dif,1,kline,DIF/close（零轴上下代理）,20,-0.05924,-0.4207,-13.917,1094,0.3391,-0.00939,-0.0625,-0.755,166.0,-0.09012,-0.5712,-7.134,181.0,-0.06235,-0.4685,-13.184,867.0
FCT-TECH-068,区间位置百分位,technical,f_te068_pos_range20,1,kline,"20日高低区间位置[0,1]",5,-0.01746,-0.1484,-4.907,1094,0.4552,-0.01794,-0.1868,-2.257,166.0,-0.01444,-0.1135,-1.418,181.0,-0.01797,-0.1504,-4.232,867.0
FCT-TECH-068,区间位置百分位,technical,f_te068_pos_range20,1,kline,"20日高低区间位置[0,1]",10,-0.01365,-0.1192,-3.942,1094,0.4717,-0.0033,-0.032,-0.387,166.0,-0.00884,-0.0747,-0.934,181.0,-0.01651,-0.1426,-4.012,867.0
FCT-TECH-068,区间位置百分位,technical,f_te068_pos_range20,1,kline,"20日高低区间位置[0,1]",20,-0.01639,-0.1441,-4.765,1094,0.4717,0.00148,0.0146,0.177,166.0,-0.01382,-0.1065,-1.331,181.0,-0.02019,-0.1796,-5.055,867.0
FCT-TECH-070,量比五分位,technical_indicator,f_te070_liangbi,1,kline,当日量/5日均量,5,-0.01781,-0.2456,-8.125,1094,0.3958,-0.02593,-0.3745,-4.525,166.0,-0.0037,-0.0476,-0.594,181.0,-0.01909,-0.2662,-7.491,867.0
FCT-TECH-070,量比五分位,technical_indicator,f_te070_liangbi,1,kline,当日量/5日均量,10,-0.01407,-0.2004,-6.627,1094,0.4177,-0.01427,-0.2034,-2.458,166.0,-0.00334,-0.0453,-0.566,181.0,-0.01614,-0.2325,-6.544,867.0
FCT-TECH-070,量比五分位,technical_indicator,f_te070_liangbi,1,kline,当日量/5日均量,20,-0.01141,-0.1678,-5.549,1094,0.4232,-0.01276,-0.176,-2.127,166.0,-0.00141,-0.0214,-0.268,181.0,-0.01313,-0.1946,-5.475,867.0
FCT-TECH-071,波段浪型,technical,f_te071_wave_hl,1,kline,3日高低点抬升/降低计分,5,-0.01477,-0.1431,-4.733,1094,0.4543,-0.02374,-0.2463,-2.977,166.0,-0.00708,-0.0624,-0.78,181.0,-0.01463,-0.143,-4.024,867.0
FCT-TECH-071,波段浪型,technical,f_te071_wave_hl,1,kline,3日高低点抬升/降低计分,10,-0.0099,-0.0962,-3.181,1094,0.4726,-0.00817,-0.0807,-0.975,166.0,-0.00525,-0.0469,-0.585,181.0,-0.01114,-0.1097,-3.088,867.0
FCT-TECH-071,波段浪型,technical,f_te071_wave_hl,1,kline,3日高低点抬升/降低计分,20,-0.0072,-0.0724,-2.396,1094,0.4726,-0.00657,-0.0634,-0.766,166.0,-0.00173,-0.0172,-0.215,181.0,-0.00839,-0.0853,-2.4,867.0
FCT-TECH-072,布林收口,technical,f_te072_neg_bollbw,1,kline,-布林带宽（收口=压缩）,5,0.05686,0.4239,14.019,1094,0.6654,0.04955,0.4296,5.191,166.0,0.08282,0.5707,7.128,181.0,0.0531,0.3942,11.092,867.0
FCT-TECH-072,布林收口,technical,f_te072_neg_bollbw,1,kline,-布林带宽（收口=压缩）,10,0.06558,0.4889,16.171,1094,0.6965,0.05936,0.5276,6.375,166.0,0.09794,0.6506,8.126,181.0,0.06035,0.4516,12.71,867.0
FCT-TECH-072,布林收口,technical,f_te072_neg_bollbw,1,kline,-布林带宽（收口=压缩）,20,0.07446,0.5554,18.369,1094,0.6892,0.06182,0.5793,6.999,166.0,0.08734,0.566,7.069,181.0,0.07426,0.5531,15.566,867.0
FCT-TECH-073,缺口ATR分级,technical,f_te073_gap_atr,1,kline,(开-昨收)/ATR14,5,0.02034,0.3981,13.169,1094,0.6837,0.01731,0.325,3.926,166.0,0.02342,0.4108,5.131,181.0,0.02029,0.4103,11.547,867.0
FCT-TECH-073,缺口ATR分级,technical,f_te073_gap_atr,1,kline,(开-昨收)/ATR14,10,0.02133,0.4269,14.12,1094,0.691,0.01923,0.3354,4.053,166.0,0.01945,0.3643,4.55,181.0,0.02209,0.4619,13.0,867.0
FCT-TECH-073,缺口ATR分级,technical,f_te073_gap_atr,1,kline,(开-昨收)/ATR14,20,0.02387,0.4921,16.276,1094,0.7212,0.02357,0.4117,4.974,166.0,0.01645,0.3733,4.662,181.0,0.02538,0.5344,15.04,867.0
FCT-TECH-074,大级别底部突破,technical,f_te074_base_break500,1,kline,close/500日最高（脱离大底代理）,5,-0.02137,-0.1687,-4.511,715,0.4406,0.00527,0.0547,0.508,166.0,-0.05168,-0.468,-4.796,181.0,-0.01967,-0.148,-3.387,867.0
FCT-TECH-074,大级别底部突破,technical,f_te074_base_break500,1,kline,close/500日最高（脱离大底代理）,10,-0.03066,-0.2396,-6.407,715,0.4406,0.00108,0.0114,0.105,166.0,-0.0579,-0.5307,-5.438,181.0,-0.03042,-0.2254,-5.16,867.0
