panel,factor_key,origin,formula_note,bucket,horizon,window,note,ic_mean,ic_std,ic_ir,ic_t,n_days,pct_pos,n_days_bucket
B1_consensus_plain_counts,f_exp006_rating_chg60,FCT-EXP-006 评级动量(单腿),rating_score_mean-60日均值,overall,5,2019-01-01~2023-12-31,"plain 表 forecast_year 为固定标签(2026/27/28),按最小=FY1 取用并登记; 值类列平推快照 PIT 坏 SKIP(P3§5 先例)；004 未做市值回归(偏离登记)；003 代理=评级上调广度",-0.0023,0.0396,-0.0582,-1.924,1094,0.4817,
B1_consensus_plain_counts,f_exp006_rating_chg60,FCT-EXP-006 评级动量(单腿),rating_score_mean-60日均值,risk_off,5,2019-01-01~2023-12-31,"plain 表 forecast_year 为固定标签(2026/27/28),按最小=FY1 取用并登记; 值类列平推快照 PIT 坏 SKIP(P3§5 先例)；004 未做市值回归(偏离登记)；003 代理=评级上调广度",-0.00122,0.04107,-0.0297,-0.371,156,0.4744,181.0
B1_consensus_plain_counts,f_exp006_rating_chg60,FCT-EXP-006 评级动量(单腿),rating_score_mean-60日均值,risk_on,5,2019-01-01~2023-12-31,"plain 表 forecast_year 为固定标签(2026/27/28),按最小=FY1 取用并登记; 值类列平推快照 PIT 坏 SKIP(P3§5 先例)；004 未做市值回归(偏离登记)；003 代理=评级上调广度",-0.00357,0.03706,-0.0963,-1.164,146,0.4521,166.0
B1_consensus_plain_counts,f_exp006_rating_chg60,FCT-EXP-006 评级动量(单腿),rating_score_mean-60日均值,neutral,10,2019-01-01~2023-12-31,"plain 表 forecast_year 为固定标签(2026/27/28),按最小=FY1 取用并登记; 值类列平推快照 PIT 坏 SKIP(P3§5 先例)；004 未做市值回归(偏离登记)；003 代理=评级上调广度",-0.00435,0.03811,-0.1142,-3.215,792,0.4912,867.0
B1_consensus_plain_counts,f_exp006_rating_chg60,FCT-EXP-006 评级动量(单腿),rating_score_mean-60日均值,overall,10,2019-01-01~2023-12-31,"plain 表 forecast_year 为固定标签(2026/27/28),按最小=FY1 取用并登记; 值类列平推快照 PIT 坏 SKIP(P3§5 先例)；004 未做市值回归(偏离登记)；003 代理=评级上调广度",-0.00289,0.03829,-0.0754,-2.493,1094,0.4963,
B1_consensus_plain_counts,f_exp006_rating_chg60,FCT-EXP-006 评级动量(单腿),rating_score_mean-60日均值,risk_off,10,2019-01-01~2023-12-31,"plain 表 forecast_year 为固定标签(2026/27/28),按最小=FY1 取用并登记; 值类列平推快照 PIT 坏 SKIP(P3§5 先例)；004 未做市值回归(偏离登记)；003 代理=评级上调广度",-0.00015,0.04104,-0.0036,-0.046,156,0.4615,181.0
B1_consensus_plain_counts,f_exp006_rating_chg60,FCT-EXP-006 评级动量(单腿),rating_score_mean-60日均值,risk_on,10,2019-01-01~2023-12-31,"plain 表 forecast_year 为固定标签(2026/27/28),按最小=FY1 取用并登记; 值类列平推快照 PIT 坏 SKIP(P3§5 先例)；004 未做市值回归(偏离登记)；003 代理=评级上调广度",0.00215,0.0358,0.06,0.725,146,0.5616,166.0
B1_consensus_plain_counts,f_exp006_rating_chg60,FCT-EXP-006 评级动量(单腿),rating_score_mean-60日均值,neutral,20,2019-01-01~2023-12-31,"plain 表 forecast_year 为固定标签(2026/27/28),按最小=FY1 取用并登记; 值类列平推快照 PIT 坏 SKIP(P3§5 先例)；004 未做市值回归(偏离登记)；003 代理=评级上调广度",-0.00631,0.03932,-0.1604,-4.513,792,0.4596,867.0
B1_consensus_plain_counts,f_exp006_rating_chg60,FCT-EXP-006 评级动量(单腿),rating_score_mean-60日均值,overall,20,2019-01-01~2023-12-31,"plain 表 forecast_year 为固定标签(2026/27/28),按最小=FY1 取用并登记; 值类列平推快照 PIT 坏 SKIP(P3§5 先例)；004 未做市值回归(偏离登记)；003 代理=评级上调广度",-0.00507,0.03874,-0.1309,-4.328,1094,0.4717,
B1_consensus_plain_counts,f_exp006_rating_chg60,FCT-EXP-006 评级动量(单腿),rating_score_mean-60日均值,risk_off,20,2019-01-01~2023-12-31,"plain 表 forecast_year 为固定标签(2026/27/28),按最小=FY1 取用并登记; 值类列平推快照 PIT 坏 SKIP(P3§5 先例)；004 未做市值回归(偏离登记)；003 代理=评级上调广度",-0.00251,0.03173,-0.079,-0.987,156,0.4551,181.0
B1_consensus_plain_counts,f_exp006_rating_chg60,FCT-EXP-006 评级动量(单腿),rating_score_mean-60日均值,risk_on,20,2019-01-01~2023-12-31,"plain 表 forecast_year 为固定标签(2026/27/28),按最小=FY1 取用并登记; 值类列平推快照 PIT 坏 SKIP(P3§5 先例)；004 未做市值回归(偏离登记)；003 代理=评级上调广度",-0.0011,0.04207,-0.0261,-0.315,146,0.5548,166.0
B2_consensus_repaired_values,f_exp001_ep_cons,FCT-EXP-001 一致预期EP,"eps_fy1/close,repaired净段",neutral,5,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",-0.02434,0.16044,-0.1517,-2.645,304,0.4243,539.0
B2_consensus_repaired_values,f_exp001_ep_cons,FCT-EXP-001 一致预期EP,"eps_fy1/close,repaired净段",overall,5,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",-0.02513,0.16632,-0.1511,-3.081,416,0.4255,
B2_consensus_repaired_values,f_exp001_ep_cons,FCT-EXP-001 一致预期EP,"eps_fy1/close,repaired净段",risk_off,5,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",-0.03117,0.18148,-0.1718,-1.352,62,0.4516,109.0
B2_consensus_repaired_values,f_exp001_ep_cons,FCT-EXP-001 一致预期EP,"eps_fy1/close,repaired净段",risk_on,5,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",-0.02244,0.18454,-0.1216,-0.86,50,0.4,82.0
B2_consensus_repaired_values,f_exp001_ep_cons,FCT-EXP-001 一致预期EP,"eps_fy1/close,repaired净段",neutral,10,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",-0.03627,0.15917,-0.2279,-3.854,286,0.3776,539.0
B2_consensus_repaired_values,f_exp001_ep_cons,FCT-EXP-001 一致预期EP,"eps_fy1/close,repaired净段",overall,10,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",-0.03461,0.16162,-0.2141,-4.272,398,0.3995,
B2_consensus_repaired_values,f_exp001_ep_cons,FCT-EXP-001 一致预期EP,"eps_fy1/close,repaired净段",risk_off,10,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",-0.01,0.18862,-0.053,-0.417,62,0.5645,109.0
B2_consensus_repaired_values,f_exp001_ep_cons,FCT-EXP-001 一致预期EP,"eps_fy1/close,repaired净段",risk_on,10,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",-0.05562,0.13697,-0.406,-2.871,50,0.32,82.0
B2_consensus_repaired_values,f_exp001_ep_cons,FCT-EXP-001 一致预期EP,"eps_fy1/close,repaired净段",neutral,20,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",-0.0038,0.16501,-0.023,-0.345,225,0.4889,539.0
B2_consensus_repaired_values,f_exp001_ep_cons,FCT-EXP-001 一致预期EP,"eps_fy1/close,repaired净段",overall,20,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",-0.01457,0.17503,-0.0833,-1.501,325,0.5046,
B2_consensus_repaired_values,f_exp001_ep_cons,FCT-EXP-001 一致预期EP,"eps_fy1/close,repaired净段",risk_off,20,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",-0.01827,0.21591,-0.0846,-0.628,55,0.6364,109.0
B2_consensus_repaired_values,f_exp001_ep_cons,FCT-EXP-001 一致预期EP,"eps_fy1/close,repaired净段",risk_on,20,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",-0.06393,0.16328,-0.3915,-2.626,45,0.4222,82.0
B2_consensus_repaired_values,f_exp002_rev20_disp_adj,FCT-EXP-002 修正动量,20日EPS修正/分歧度调整,neutral,5,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",0.0098,0.07192,0.1363,1.874,189,0.5608,539.0
B2_consensus_repaired_values,f_exp002_rev20_disp_adj,FCT-EXP-002 修正动量,20日EPS修正/分歧度调整,overall,5,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",0.0104,0.06775,0.1534,2.581,283,0.5795,
B2_consensus_repaired_values,f_exp002_rev20_disp_adj,FCT-EXP-002 修正动量,20日EPS修正/分歧度调整,risk_off,5,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",0.00925,0.06793,0.1362,1.001,54,0.5926,109.0
B2_consensus_repaired_values,f_exp002_rev20_disp_adj,FCT-EXP-002 修正动量,20日EPS修正/分歧度调整,risk_on,5,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",0.01474,0.04436,0.3323,2.102,40,0.65,82.0
B2_consensus_repaired_values,f_exp002_rev20_disp_adj,FCT-EXP-002 修正动量,20日EPS修正/分歧度调整,neutral,10,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",0.00165,0.06657,0.0248,0.321,168,0.506,539.0
B2_consensus_repaired_values,f_exp002_rev20_disp_adj,FCT-EXP-002 修正动量,20日EPS修正/分歧度调整,overall,10,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",0.00538,0.06347,0.0848,1.372,262,0.5573,
B2_consensus_repaired_values,f_exp002_rev20_disp_adj,FCT-EXP-002 修正动量,20日EPS修正/分歧度调整,risk_off,10,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",0.00495,0.06527,0.0759,0.557,54,0.5741,109.0
B2_consensus_repaired_values,f_exp002_rev20_disp_adj,FCT-EXP-002 修正动量,20日EPS修正/分歧度调整,risk_on,10,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",0.02162,0.04315,0.501,3.168,40,0.75,82.0
B2_consensus_repaired_values,f_exp002_rev20_disp_adj,FCT-EXP-002 修正动量,20日EPS修正/分歧度调整,neutral,20,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",-0.00306,0.07645,-0.04,-0.485,147,0.4694,539.0
B2_consensus_repaired_values,f_exp002_rev20_disp_adj,FCT-EXP-002 修正动量,20日EPS修正/分歧度调整,overall,20,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",0.00718,0.07263,0.0989,1.476,223,0.5426,
B2_consensus_repaired_values,f_exp002_rev20_disp_adj,FCT-EXP-002 修正动量,20日EPS修正/分歧度调整,risk_off,20,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",0.01557,0.0606,0.2569,1.888,54,0.5926,109.0
B2_consensus_repaired_values,f_exp002_rev20_disp_adj,FCT-EXP-002 修正动量,20日EPS修正/分歧度调整,risk_on,20,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",0.05503,0.05048,1.0901,5.113,22,0.9091,82.0
B2_consensus_repaired_values,f_exp005_dispersion,FCT-EXP-005 分歧度,eps_std/|eps_mean|,neutral,5,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",0.01757,0.06076,0.2892,5.043,304,0.602,539.0
B2_consensus_repaired_values,f_exp005_dispersion,FCT-EXP-005 分歧度,eps_std/|eps_mean|,overall,5,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",0.01639,0.06189,0.2648,5.4,416,0.601,
B2_consensus_repaired_values,f_exp005_dispersion,FCT-EXP-005 分歧度,eps_std/|eps_mean|,risk_off,5,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",-0.00054,0.0633,-0.0086,-0.067,62,0.5,109.0
B2_consensus_repaired_values,f_exp005_dispersion,FCT-EXP-005 分歧度,eps_std/|eps_mean|,risk_on,5,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",0.03015,0.06369,0.4734,3.347,50,0.72,82.0
B2_consensus_repaired_values,f_exp005_dispersion,FCT-EXP-005 分歧度,eps_std/|eps_mean|,neutral,10,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",0.02738,0.05873,0.4662,7.884,286,0.7063,539.0
B2_consensus_repaired_values,f_exp005_dispersion,FCT-EXP-005 分歧度,eps_std/|eps_mean|,overall,10,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",0.0275,0.0606,0.4537,9.051,398,0.6884,
B2_consensus_repaired_values,f_exp005_dispersion,FCT-EXP-005 分歧度,eps_std/|eps_mean|,risk_off,10,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",0.01558,0.06943,0.2245,1.767,62,0.5323,109.0
B2_consensus_repaired_values,f_exp005_dispersion,FCT-EXP-005 分歧度,eps_std/|eps_mean|,risk_on,10,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",0.04294,0.0572,0.7508,5.309,50,0.78,82.0
B2_consensus_repaired_values,f_exp005_dispersion,FCT-EXP-005 分歧度,eps_std/|eps_mean|,neutral,20,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",0.0401,0.06093,0.6581,9.871,225,0.7244,539.0
B2_consensus_repaired_values,f_exp005_dispersion,FCT-EXP-005 分歧度,eps_std/|eps_mean|,overall,20,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",0.03708,0.06198,0.5983,10.785,325,0.7169,
B2_consensus_repaired_values,f_exp005_dispersion,FCT-EXP-005 分歧度,eps_std/|eps_mean|,risk_off,20,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",0.01714,0.07207,0.2378,1.764,55,0.6,109.0
B2_consensus_repaired_values,f_exp005_dispersion,FCT-EXP-005 分歧度,eps_std/|eps_mean|,risk_on,20,2019-01-01~2021-12-31,"repaired 净段值类(2022+ 断供)；forecast_year=真财年,FY1=当年；正式考归 P3 封闭族,本探针仅筛档",0.04636,0.04876,0.9507,6.377,45,0.8222,82.0
C_dragon_tiger_seat,f_dt_buy_seats,上榜买入席位数(拥挤),countIf(buy>0),neutral,5,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",-0.04726,0.16756,-0.282,-4.998,314,0.3981,328.0
C_dragon_tiger_seat,f_dt_buy_seats,上榜买入席位数(拥挤),countIf(buy>0),overall,5,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",-0.04367,0.16342,-0.2672,-5.719,458,0.4017,
C_dragon_tiger_seat,f_dt_buy_seats,上榜买入席位数(拥挤),countIf(buy>0),risk_off,5,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",-0.03589,0.15059,-0.2383,-2.008,71,0.4225,72.0
C_dragon_tiger_seat,f_dt_buy_seats,上榜买入席位数(拥挤),countIf(buy>0),risk_on,5,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",-0.0358,0.15879,-0.2254,-1.926,73,0.3973,84.0
C_dragon_tiger_seat,f_dt_buy_seats,上榜买入席位数(拥挤),countIf(buy>0),neutral,10,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",-0.06979,0.16463,-0.4239,-7.5,313,0.3642,328.0
C_dragon_tiger_seat,f_dt_buy_seats,上榜买入席位数(拥挤),countIf(buy>0),overall,10,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",-0.07217,0.16285,-0.4431,-9.473,457,0.3545,
C_dragon_tiger_seat,f_dt_buy_seats,上榜买入席位数(拥挤),countIf(buy>0),risk_off,10,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",-0.08163,0.15628,-0.5224,-4.402,71,0.338,72.0
C_dragon_tiger_seat,f_dt_buy_seats,上榜买入席位数(拥挤),countIf(buy>0),risk_on,10,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",-0.07312,0.16322,-0.448,-3.828,73,0.3288,84.0
C_dragon_tiger_seat,f_dt_buy_seats,上榜买入席位数(拥挤),countIf(buy>0),neutral,20,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",-0.07116,0.16208,-0.4391,-7.705,308,0.3409,328.0
C_dragon_tiger_seat,f_dt_buy_seats,上榜买入席位数(拥挤),countIf(buy>0),overall,20,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",-0.07922,0.165,-0.4801,-10.197,451,0.3304,
C_dragon_tiger_seat,f_dt_buy_seats,上榜买入席位数(拥挤),countIf(buy>0),risk_off,20,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",-0.1009,0.15553,-0.6487,-5.428,70,0.3,72.0
C_dragon_tiger_seat,f_dt_buy_seats,上榜买入席位数(拥挤),countIf(buy>0),risk_on,20,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",-0.09246,0.18453,-0.501,-4.281,73,0.3151,84.0
C_dragon_tiger_seat,f_dt_inst_pct,机构席位净买,sumIf(seat_type=机构)/成交额×1e4,neutral,5,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",-0.00015,0.15348,-0.001,-0.018,314,0.5064,328.0
C_dragon_tiger_seat,f_dt_inst_pct,机构席位净买,sumIf(seat_type=机构)/成交额×1e4,overall,5,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",-0.00258,0.15787,-0.0163,-0.35,458,0.5087,
C_dragon_tiger_seat,f_dt_inst_pct,机构席位净买,sumIf(seat_type=机构)/成交额×1e4,risk_off,5,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",0.0111,0.16391,0.0677,0.57,71,0.5493,72.0
C_dragon_tiger_seat,f_dt_inst_pct,机构席位净买,sumIf(seat_type=机构)/成交额×1e4,risk_on,5,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",-0.02632,0.16997,-0.1549,-1.323,73,0.4795,84.0
C_dragon_tiger_seat,f_dt_inst_pct,机构席位净买,sumIf(seat_type=机构)/成交额×1e4,neutral,10,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",-0.01208,0.16211,-0.0745,-1.318,313,0.4728,328.0
C_dragon_tiger_seat,f_dt_inst_pct,机构席位净买,sumIf(seat_type=机构)/成交额×1e4,overall,10,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",-0.01885,0.1596,-0.1181,-2.525,457,0.4661,
C_dragon_tiger_seat,f_dt_inst_pct,机构席位净买,sumIf(seat_type=机构)/成交额×1e4,risk_off,10,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",-0.01656,0.14952,-0.1107,-0.933,71,0.493,72.0
C_dragon_tiger_seat,f_dt_inst_pct,机构席位净买,sumIf(seat_type=机构)/成交额×1e4,risk_on,10,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",-0.05011,0.15658,-0.3201,-2.735,73,0.411,84.0
C_dragon_tiger_seat,f_dt_inst_pct,机构席位净买,sumIf(seat_type=机构)/成交额×1e4,neutral,20,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",-0.01999,0.1612,-0.124,-2.177,308,0.4188,328.0
C_dragon_tiger_seat,f_dt_inst_pct,机构席位净买,sumIf(seat_type=机构)/成交额×1e4,overall,20,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",-0.02756,0.16578,-0.1662,-3.53,451,0.4146,
C_dragon_tiger_seat,f_dt_inst_pct,机构席位净买,sumIf(seat_type=机构)/成交额×1e4,risk_off,20,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",-0.02977,0.17595,-0.1692,-1.416,70,0.4714,72.0
C_dragon_tiger_seat,f_dt_inst_pct,机构席位净买,sumIf(seat_type=机构)/成交额×1e4,risk_on,20,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",-0.05734,0.17368,-0.3302,-2.821,73,0.3425,84.0
C_dragon_tiger_seat,f_dt_net_pct,龙虎榜席位净买,"sum(net_amount)/成交额×1e4,个股×日聚合",neutral,5,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",0.07429,0.15667,0.4742,8.403,314,0.6943,328.0
C_dragon_tiger_seat,f_dt_net_pct,龙虎榜席位净买,"sum(net_amount)/成交额×1e4,个股×日聚合",overall,5,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",0.0793,0.16009,0.4953,10.6,458,0.7096,
C_dragon_tiger_seat,f_dt_net_pct,龙虎榜席位净买,"sum(net_amount)/成交额×1e4,个股×日聚合",risk_off,5,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",0.07329,0.1617,0.4533,3.819,71,0.7324,72.0
C_dragon_tiger_seat,f_dt_net_pct,龙虎榜席位净买,"sum(net_amount)/成交额×1e4,个股×日聚合",risk_on,5,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",0.10666,0.17217,0.6195,5.293,73,0.7534,84.0
C_dragon_tiger_seat,f_dt_net_pct,龙虎榜席位净买,"sum(net_amount)/成交额×1e4,个股×日聚合",neutral,10,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",0.05133,0.15994,0.3209,5.678,313,0.6262,328.0
C_dragon_tiger_seat,f_dt_net_pct,龙虎榜席位净买,"sum(net_amount)/成交额×1e4,个股×日聚合",overall,10,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",0.0538,0.16344,0.3292,7.037,457,0.6368,
C_dragon_tiger_seat,f_dt_net_pct,龙虎榜席位净买,"sum(net_amount)/成交额×1e4,个股×日聚合",risk_off,10,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",0.03442,0.16234,0.212,1.787,71,0.6197,72.0
C_dragon_tiger_seat,f_dt_net_pct,龙虎榜席位净买,"sum(net_amount)/成交额×1e4,个股×日聚合",risk_on,10,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",0.08323,0.17732,0.4694,4.01,73,0.6986,84.0
C_dragon_tiger_seat,f_dt_net_pct,龙虎榜席位净买,"sum(net_amount)/成交额×1e4,个股×日聚合",neutral,20,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",0.02304,0.16729,0.1377,2.417,308,0.5617,328.0
C_dragon_tiger_seat,f_dt_net_pct,龙虎榜席位净买,"sum(net_amount)/成交额×1e4,个股×日聚合",overall,20,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",0.03363,0.16915,0.1988,4.223,451,0.5876,
