panel,factor_key,origin,formula_note,bucket,horizon,window,note,ic_mean,ic_std,ic_ir,ic_t,n_days,pct_pos,n_days_bucket
C_dragon_tiger_seat,f_dt_net_pct,龙虎榜席位净买,"sum(net_amount)/成交额×1e4,个股×日聚合",risk_off,20,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",0.04061,0.17068,0.2379,1.991,70,0.6143,72.0
C_dragon_tiger_seat,f_dt_net_pct,龙虎榜席位净买,"sum(net_amount)/成交额×1e4,个股×日聚合",risk_on,20,2022-01-01~2023-12-31,"稀疏事件面板(上榜日才非零,日截面中位~57只,宽度门降为30,报告声明)；净买/成交额 万分位口径；2022 起数据可用",0.07165,0.17205,0.4165,3.558,73,0.6712,84.0
D_money_flow,f_mf_main_pct,主力净流入占比,main_net_inflow_pct,neutral,5,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,-0.01825,0.06791,-0.2687,-1.881,49,0.3878,66.0
D_money_flow,f_mf_main_pct,主力净流入占比,main_net_inflow_pct,overall,5,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,-0.01825,0.06791,-0.2687,-1.881,49,0.3878,
D_money_flow,f_mf_main_pct,主力净流入占比,main_net_inflow_pct,risk_off,5,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,,,,,0,,12.0
D_money_flow,f_mf_main_pct,主力净流入占比,main_net_inflow_pct,risk_on,5,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,,,,,0,,1.0
D_money_flow,f_mf_main_pct,主力净流入占比,main_net_inflow_pct,neutral,10,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,-0.01215,0.06996,-0.1737,-1.152,44,0.3864,66.0
D_money_flow,f_mf_main_pct,主力净流入占比,main_net_inflow_pct,overall,10,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,-0.01215,0.06996,-0.1737,-1.152,44,0.3864,
D_money_flow,f_mf_main_pct,主力净流入占比,main_net_inflow_pct,risk_off,10,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,,,,,0,,12.0
D_money_flow,f_mf_main_pct,主力净流入占比,main_net_inflow_pct,risk_on,10,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,,,,,0,,1.0
D_money_flow,f_mf_main_pct,主力净流入占比,main_net_inflow_pct,neutral,20,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,-0.0088,0.05595,-0.1572,-0.917,34,0.4118,66.0
D_money_flow,f_mf_main_pct,主力净流入占比,main_net_inflow_pct,overall,20,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,-0.0088,0.05595,-0.1572,-0.917,34,0.4118,
D_money_flow,f_mf_main_pct,主力净流入占比,main_net_inflow_pct,risk_off,20,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,,,,,0,,12.0
D_money_flow,f_mf_main_pct,主力净流入占比,main_net_inflow_pct,risk_on,20,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,,,,,0,,1.0
D_money_flow,f_mf_main_persist5,FCT-LIQ-040 持续流入,5日累计主力净流入占比,neutral,5,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,-0.00232,0.08362,-0.0277,-0.194,49,0.449,66.0
D_money_flow,f_mf_main_persist5,FCT-LIQ-040 持续流入,5日累计主力净流入占比,overall,5,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,-0.00232,0.08362,-0.0277,-0.194,49,0.449,
D_money_flow,f_mf_main_persist5,FCT-LIQ-040 持续流入,5日累计主力净流入占比,risk_off,5,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,,,,,0,,12.0
D_money_flow,f_mf_main_persist5,FCT-LIQ-040 持续流入,5日累计主力净流入占比,risk_on,5,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,,,,,0,,1.0
D_money_flow,f_mf_main_persist5,FCT-LIQ-040 持续流入,5日累计主力净流入占比,neutral,10,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,-0.00576,0.07571,-0.0761,-0.505,44,0.3636,66.0
D_money_flow,f_mf_main_persist5,FCT-LIQ-040 持续流入,5日累计主力净流入占比,overall,10,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,-0.00576,0.07571,-0.0761,-0.505,44,0.3636,
D_money_flow,f_mf_main_persist5,FCT-LIQ-040 持续流入,5日累计主力净流入占比,risk_off,10,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,,,,,0,,12.0
D_money_flow,f_mf_main_persist5,FCT-LIQ-040 持续流入,5日累计主力净流入占比,risk_on,10,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,,,,,0,,1.0
D_money_flow,f_mf_main_persist5,FCT-LIQ-040 持续流入,5日累计主力净流入占比,neutral,20,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,0.00269,0.0633,0.0425,0.248,34,0.4118,66.0
D_money_flow,f_mf_main_persist5,FCT-LIQ-040 持续流入,5日累计主力净流入占比,overall,20,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,0.00269,0.0633,0.0425,0.248,34,0.4118,
D_money_flow,f_mf_main_persist5,FCT-LIQ-040 持续流入,5日累计主力净流入占比,risk_off,20,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,,,,,0,,12.0
D_money_flow,f_mf_main_persist5,FCT-LIQ-040 持续流入,5日累计主力净流入占比,risk_on,20,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,,,,,0,,1.0
D_money_flow,f_mf_small_contrarian,FCT-LIQ-045 小单逆势,-small_net_inflow_pct,neutral,5,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,-0.01781,0.0922,-0.1932,-1.352,49,0.4286,66.0
D_money_flow,f_mf_small_contrarian,FCT-LIQ-045 小单逆势,-small_net_inflow_pct,overall,5,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,-0.01781,0.0922,-0.1932,-1.352,49,0.4286,
D_money_flow,f_mf_small_contrarian,FCT-LIQ-045 小单逆势,-small_net_inflow_pct,risk_off,5,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,,,,,0,,12.0
D_money_flow,f_mf_small_contrarian,FCT-LIQ-045 小单逆势,-small_net_inflow_pct,risk_on,5,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,,,,,0,,1.0
D_money_flow,f_mf_small_contrarian,FCT-LIQ-045 小单逆势,-small_net_inflow_pct,neutral,10,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,-0.00324,0.08869,-0.0365,-0.242,44,0.4091,66.0
D_money_flow,f_mf_small_contrarian,FCT-LIQ-045 小单逆势,-small_net_inflow_pct,overall,10,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,-0.00324,0.08869,-0.0365,-0.242,44,0.4091,
D_money_flow,f_mf_small_contrarian,FCT-LIQ-045 小单逆势,-small_net_inflow_pct,risk_off,10,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,,,,,0,,12.0
D_money_flow,f_mf_small_contrarian,FCT-LIQ-045 小单逆势,-small_net_inflow_pct,risk_on,10,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,,,,,0,,1.0
D_money_flow,f_mf_small_contrarian,FCT-LIQ-045 小单逆势,-small_net_inflow_pct,neutral,20,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,-0.00884,0.07299,-0.1211,-0.706,34,0.3529,66.0
D_money_flow,f_mf_small_contrarian,FCT-LIQ-045 小单逆势,-small_net_inflow_pct,overall,20,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,-0.00884,0.07299,-0.1211,-0.706,34,0.3529,
D_money_flow,f_mf_small_contrarian,FCT-LIQ-045 小单逆势,-small_net_inflow_pct,risk_off,20,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,,,,,0,,12.0
D_money_flow,f_mf_small_contrarian,FCT-LIQ-045 小单逆势,-small_net_inflow_pct,risk_on,20,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,,,,,0,,1.0
D_money_flow,f_mf_super_small_div,FCT-LIQ-056 大小单分歧,超大单-小单净流入占比,neutral,5,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,-0.00606,0.04837,-0.1252,-0.877,49,0.4286,66.0
D_money_flow,f_mf_super_small_div,FCT-LIQ-056 大小单分歧,超大单-小单净流入占比,overall,5,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,-0.00606,0.04837,-0.1252,-0.877,49,0.4286,
D_money_flow,f_mf_super_small_div,FCT-LIQ-056 大小单分歧,超大单-小单净流入占比,risk_off,5,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,,,,,0,,12.0
D_money_flow,f_mf_super_small_div,FCT-LIQ-056 大小单分歧,超大单-小单净流入占比,risk_on,5,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,,,,,0,,1.0
D_money_flow,f_mf_super_small_div,FCT-LIQ-056 大小单分歧,超大单-小单净流入占比,neutral,10,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,0.00185,0.0507,0.0365,0.242,44,0.5,66.0
D_money_flow,f_mf_super_small_div,FCT-LIQ-056 大小单分歧,超大单-小单净流入占比,overall,10,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,0.00185,0.0507,0.0365,0.242,44,0.5,
D_money_flow,f_mf_super_small_div,FCT-LIQ-056 大小单分歧,超大单-小单净流入占比,risk_off,10,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,,,,,0,,12.0
D_money_flow,f_mf_super_small_div,FCT-LIQ-056 大小单分歧,超大单-小单净流入占比,risk_on,10,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,,,,,0,,1.0
D_money_flow,f_mf_super_small_div,FCT-LIQ-056 大小单分歧,超大单-小单净流入占比,neutral,20,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,-0.00103,0.03782,-0.0272,-0.159,34,0.4706,66.0
D_money_flow,f_mf_super_small_div,FCT-LIQ-056 大小单分歧,超大单-小单净流入占比,overall,20,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,-0.00103,0.03782,-0.0272,-0.159,34,0.4706,
D_money_flow,f_mf_super_small_div,FCT-LIQ-056 大小单分歧,超大单-小单净流入占比,risk_off,20,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,,,,,0,,12.0
D_money_flow,f_mf_super_small_div,FCT-LIQ-056 大小单分歧,超大单-小单净流入占比,risk_on,20,2026-06-01~2026-09-18,仅 3.5 个月(2026-06-01..09-18)，统计功效低，OOS-only 探针；前瞻截尾使 h=20 有效日更少,,,,,0,,1.0
E_margin_trading,f_mg_buy_ratio,融资买入强度,margin_buy/成交额×1e4,neutral,5,2026-07-20~2026-09-17,"仅 2 个月，功效低；备选 news_sentiment_window 不做(NLP 处理超时间盒,登记 skip)",-0.00986,0.0516,-0.191,-1.208,40,0.45,43.0
E_margin_trading,f_mg_buy_ratio,融资买入强度,margin_buy/成交额×1e4,overall,5,2026-07-20~2026-09-17,"仅 2 个月，功效低；备选 news_sentiment_window 不做(NLP 处理超时间盒,登记 skip)",-0.00986,0.0516,-0.191,-1.208,40,0.45,
E_margin_trading,f_mg_buy_ratio,融资买入强度,margin_buy/成交额×1e4,risk_off,5,2026-07-20~2026-09-17,"仅 2 个月，功效低；备选 news_sentiment_window 不做(NLP 处理超时间盒,登记 skip)",,,,,0,,0.0
E_margin_trading,f_mg_buy_ratio,融资买入强度,margin_buy/成交额×1e4,risk_on,5,2026-07-20~2026-09-17,"仅 2 个月，功效低；备选 news_sentiment_window 不做(NLP 处理超时间盒,登记 skip)",,,,,0,,1.0
E_margin_trading,f_mg_buy_ratio,融资买入强度,margin_buy/成交额×1e4,neutral,10,2026-07-20~2026-09-17,"仅 2 个月，功效低；备选 news_sentiment_window 不做(NLP 处理超时间盒,登记 skip)",-0.00152,0.0436,-0.0349,-0.206,35,0.5143,43.0
E_margin_trading,f_mg_buy_ratio,融资买入强度,margin_buy/成交额×1e4,overall,10,2026-07-20~2026-09-17,"仅 2 个月，功效低；备选 news_sentiment_window 不做(NLP 处理超时间盒,登记 skip)",-0.00152,0.0436,-0.0349,-0.206,35,0.5143,
E_margin_trading,f_mg_buy_ratio,融资买入强度,margin_buy/成交额×1e4,risk_off,10,2026-07-20~2026-09-17,"仅 2 个月，功效低；备选 news_sentiment_window 不做(NLP 处理超时间盒,登记 skip)",,,,,0,,0.0
E_margin_trading,f_mg_buy_ratio,融资买入强度,margin_buy/成交额×1e4,risk_on,10,2026-07-20~2026-09-17,"仅 2 个月，功效低；备选 news_sentiment_window 不做(NLP 处理超时间盒,登记 skip)",,,,,0,,1.0
E_margin_trading,f_mg_buy_ratio,融资买入强度,margin_buy/成交额×1e4,neutral,20,2026-07-20~2026-09-17,"仅 2 个月，功效低；备选 news_sentiment_window 不做(NLP 处理超时间盒,登记 skip)",0.00649,0.05206,0.1246,0.623,25,0.6,43.0
E_margin_trading,f_mg_buy_ratio,融资买入强度,margin_buy/成交额×1e4,overall,20,2026-07-20~2026-09-17,"仅 2 个月，功效低；备选 news_sentiment_window 不做(NLP 处理超时间盒,登记 skip)",0.00649,0.05206,0.1246,0.623,25,0.6,
E_margin_trading,f_mg_buy_ratio,融资买入强度,margin_buy/成交额×1e4,risk_off,20,2026-07-20~2026-09-17,"仅 2 个月，功效低；备选 news_sentiment_window 不做(NLP 处理超时间盒,登记 skip)",,,,,0,,0.0
E_margin_trading,f_mg_buy_ratio,融资买入强度,margin_buy/成交额×1e4,risk_on,20,2026-07-20~2026-09-17,"仅 2 个月，功效低；备选 news_sentiment_window 不做(NLP 处理超时间盒,登记 skip)",,,,,0,,1.0
E_margin_trading,f_mg_delta_bal,FCT-LIQ-058 融资余额变动,Δmargin_balance/成交额×1e4,neutral,5,2026-07-20~2026-09-17,"仅 2 个月，功效低；备选 news_sentiment_window 不做(NLP 处理超时间盒,登记 skip)",-0.01978,0.04829,-0.4096,-2.558,39,0.3077,43.0
E_margin_trading,f_mg_delta_bal,FCT-LIQ-058 融资余额变动,Δmargin_balance/成交额×1e4,overall,5,2026-07-20~2026-09-17,"仅 2 个月，功效低；备选 news_sentiment_window 不做(NLP 处理超时间盒,登记 skip)",-0.01978,0.04829,-0.4096,-2.558,39,0.3077,
E_margin_trading,f_mg_delta_bal,FCT-LIQ-058 融资余额变动,Δmargin_balance/成交额×1e4,risk_off,5,2026-07-20~2026-09-17,"仅 2 个月，功效低；备选 news_sentiment_window 不做(NLP 处理超时间盒,登记 skip)",,,,,0,,0.0
E_margin_trading,f_mg_delta_bal,FCT-LIQ-058 融资余额变动,Δmargin_balance/成交额×1e4,risk_on,5,2026-07-20~2026-09-17,"仅 2 个月，功效低；备选 news_sentiment_window 不做(NLP 处理超时间盒,登记 skip)",,,,,0,,1.0
E_margin_trading,f_mg_delta_bal,FCT-LIQ-058 融资余额变动,Δmargin_balance/成交额×1e4,neutral,10,2026-07-20~2026-09-17,"仅 2 个月，功效低；备选 news_sentiment_window 不做(NLP 处理超时间盒,登记 skip)",-0.01161,0.0419,-0.2771,-1.616,34,0.3824,43.0
E_margin_trading,f_mg_delta_bal,FCT-LIQ-058 融资余额变动,Δmargin_balance/成交额×1e4,overall,10,2026-07-20~2026-09-17,"仅 2 个月，功效低；备选 news_sentiment_window 不做(NLP 处理超时间盒,登记 skip)",-0.01161,0.0419,-0.2771,-1.616,34,0.3824,
E_margin_trading,f_mg_delta_bal,FCT-LIQ-058 融资余额变动,Δmargin_balance/成交额×1e4,risk_off,10,2026-07-20~2026-09-17,"仅 2 个月，功效低；备选 news_sentiment_window 不做(NLP 处理超时间盒,登记 skip)",,,,,0,,0.0
E_margin_trading,f_mg_delta_bal,FCT-LIQ-058 融资余额变动,Δmargin_balance/成交额×1e4,risk_on,10,2026-07-20~2026-09-17,"仅 2 个月，功效低；备选 news_sentiment_window 不做(NLP 处理超时间盒,登记 skip)",,,,,0,,1.0
E_margin_trading,f_mg_delta_bal,FCT-LIQ-058 融资余额变动,Δmargin_balance/成交额×1e4,neutral,20,2026-07-20~2026-09-17,"仅 2 个月，功效低；备选 news_sentiment_window 不做(NLP 处理超时间盒,登记 skip)",-0.02253,0.04574,-0.4925,-2.413,24,0.3333,43.0
E_margin_trading,f_mg_delta_bal,FCT-LIQ-058 融资余额变动,Δmargin_balance/成交额×1e4,overall,20,2026-07-20~2026-09-17,"仅 2 个月，功效低；备选 news_sentiment_window 不做(NLP 处理超时间盒,登记 skip)",-0.02253,0.04574,-0.4925,-2.413,24,0.3333,
E_margin_trading,f_mg_delta_bal,FCT-LIQ-058 融资余额变动,Δmargin_balance/成交额×1e4,risk_off,20,2026-07-20~2026-09-17,"仅 2 个月，功效低；备选 news_sentiment_window 不做(NLP 处理超时间盒,登记 skip)",,,,,0,,0.0
E_margin_trading,f_mg_delta_bal,FCT-LIQ-058 融资余额变动,Δmargin_balance/成交额×1e4,risk_on,20,2026-07-20~2026-09-17,"仅 2 个月，功效低；备选 news_sentiment_window 不做(NLP 处理超时间盒,登记 skip)",,,,,0,,1.0
