因子ID,THS代码,因子名称,类别,频度,数据来源
FAC_0301,ths_publish_float_num_fwd_stock,Publish Float Num Fwd,股份变动,年频,THS_BD
FAC_0302,ths_state_owned_shares_stock,State Owned Shares,股份变动,年频,THS_BD
FAC_0303,ths_state_owned_lp_shares_stock,State Owned Lp Shares,股份变动,年频,THS_BD
FAC_0304,ths_state_owned_shares_ratio_stock,State Owned Shares Ratio,股份变动,年频,THS_BD
FAC_0305,ths_domestic_sponsor_shares_stock,Domestic Sponsor Shares,股份变动,年频,THS_BD
FAC_0306,ths_general_legal_person_shares_stock,General Legal Person Shares,股份变动,年频,THS_BD
FAC_0307,ths_raised_legal_person_shares_stock,Raised Legal Person Shares,股份变动,年频,THS_BD
FAC_0308,ths_strategic_investors_held_stock,Strategic Investors Held,其他,年频,THS_BD
FAC_0309,ths_fund_place_shares_stock,Fund Place Shares,股份变动,年频,THS_BD
FAC_0310,ths_total_domestic_lp_shares_stock,Total Domestic Lp Shares,股份变动,年频,THS_BD
FAC_0311,ths_natural_promoter_shares_stock,Natural Promoter Shares,股份变动,年频,THS_BD
FAC_0312,ths_employee_shares_stock,Employee Shares,股份变动,年频,THS_BD
FAC_0313,ths_unlisted_foreign_stock_stock,Unlisted Foreign,上市发行,年频,THS_BD
FAC_0314,ths_turn_allot_stock,Turn Allot,其他,年频,THS_BD
FAC_0315,ths_other_preferred_shares_stock,Other Preferred Shares,股份变动,年频,THS_BD
FAC_0316,ths_float_neeq_stock,Float Neeq,股份变动,年频,THS_BD
FAC_0317,ths_limited_neeq_stock,Limited Neeq,股份变动,年频,THS_BD
FAC_0318,ths_holder_name_stock,Holder Name,股东权益,年频,THS_BD
FAC_0319,ths_holder_held_num_stock,Holder Held Num,股东权益,年频,THS_BD
FAC_0320,ths_float_holder_held_mv_stock,Float Holder Held Mv,股东权益,年频,THS_BD
FAC_0321,ths_holder_held_ratio_stock,Holder Held Ratio,股东权益,年频,THS_BD
FAC_0322,ths_holder_held_shares_nature_stock,Holder Held Shares Nature,股东权益,年频,THS_BD
FAC_0323,ths_holder_nature_stock,Holder Nature,股东权益,年频,THS_BD
FAC_0324,ths_org_holder_type_stock,Org Holder Type,股东权益,年频,THS_BD
FAC_0325,ths_org_holder_name_stock,Org Holder Name,股东权益,年频,THS_BD
FAC_0326,ths_holder_held_ls_num_stock,Holder Held Ls Num,股东权益,年频,THS_BD
FAC_0327,ths_top10_hlolder_held_num_stock,Top10 Hlolder Held Num,员工信息,年频,THS_BD
FAC_0328,ths_top10_hlolder_held_ratio_stock,Top10 Hlolder Held Ratio,其他,年频,THS_BD
FAC_0329,ths_float_holder_name_stock,Float Holder Name,股东权益,年频,THS_BD
FAC_0330,ths_float_holder_held_num_stock,Float Holder Held Num,股东权益,年频,THS_BD
FAC_0331,ths_float_holder_held_ratio_stock,Float Holder Held Ratio,股东权益,年频,THS_BD
FAC_0332,ths_float_holder_held_share_nature_stock,Float Holder Held Share Nature,股东权益,年频,THS_BD
FAC_0333,ths_top10_float_hlolder_held_num_stock,Top10 Float Hlolder Held Num,股份变动,年频,THS_BD
FAC_0334,ths_top10_float_hlolder_held_ratio_stock,Top10 Float Hlolder Held Ratio,股份变动,年频,THS_BD
FAC_0335,ths_shareholders_numbers_byr_stock,Shareholders Numbers Byr,股东权益,年频,THS_BD
FAC_0336,ths_shareholders_yoy_change_byr_stock,Shareholders Yoy Change Byr,股东权益,年频,THS_BD
FAC_0337,ths_shareholders_qoq_change_byr_stock,Shareholders Qoq Change Byr,股东权益,年频,THS_BD
FAC_0338,ths_shareholders_numbers_enddate_stock,Shareholders Numbers Enddate,股东权益,年频,THS_BD
FAC_0339,ths_shareholders_change_enddate_stock,Shareholders Change Enddate,股东权益,年频,THS_BD
FAC_0340,ths_avg_held_num_stock,Avg Held Num,员工信息,年频,THS_BD
FAC_0341,ths_avg_held_ratio_stock,Avg Held Ratio,其他,年频,THS_BD
FAC_0342,ths_avg_held_ratio_chg_lrr_stock,Avg Held Ratio Chg Lrr,其他,年频,THS_BD
FAC_0343,ths_avg_held_num_growth_q_stock,Avg Held Num Growth Q,员工信息,年频,THS_BD
FAC_0344,ths_avg_held_ratio_growth_q_stock,Avg Held Ratio Growth Q,其他,年频,THS_BD
FAC_0345,ths_avg_held_num_growth_6m_stock,Avg Held Num Growth 6M,员工信息,年频,THS_BD
FAC_0346,ths_avg_held_ratio_growth_6m_stock,Avg Held Ratio Growth 6M,其他,年频,THS_BD
FAC_0347,ths_held_num_org_stock,Held Num Org,员工信息,年频,THS_BD
FAC_0348,ths_held_num_qfii_stock,Held Num Qfii,员工信息,年频,THS_BD
FAC_0349,ths_held_num_sif_stock,Held Num Sif,员工信息,年频,THS_BD
FAC_0350,ths_held_num_fund_stock,Held Num Fund,员工信息,年频,THS_BD
FAC_0351,ths_held_num_insurance_corp_stock,Held Num Insurance Corp,员工信息,年频,THS_BD
FAC_0352,ths_total_org_held_num_stock,Total Org Held Num,员工信息,年频,THS_BD
FAC_0353,ths_qfii_held_num_stock,Qfii Held Num,员工信息,年频,THS_BD
FAC_0354,ths_sif_held_num_stock,Sif Held Num,员工信息,年频,THS_BD
FAC_0355,ths_fund_held_num_stock,Fund Held Num,员工信息,年频,THS_BD
FAC_0356,ths_wm_product_held_num_stock,Wm Product Held Num,员工信息,年频,THS_BD
FAC_0357,ths_insurance_corp_held_num_stock,Insurance Corp Held Num,员工信息,年频,THS_BD
FAC_0358,ths_broker_held_num_stock,Broker Held Num,员工信息,年频,THS_BD
FAC_0359,ths_corp_annuity_held_num_stock,Corp Annuity Held Num,员工信息,年频,THS_BD
FAC_0360,ths_trust_corp_share_held_num_stock,Trust Corp Share Held Num,股份变动,年频,THS_BD
FAC_0361,ths_financial_corp_held_num_stock,Financial Corp Held Num,员工信息,年频,THS_BD
FAC_0362,ths_bank_held_num_stock,Bank Held Num,员工信息,年频,THS_BD
FAC_0363,ths_fund_manage_corp_held_num_stock,Fund Manage Corp Held Num,员工信息,年频,THS_BD
FAC_0364,ths_general_corp_held_num_stock,General Corp Held Num,员工信息,年频,THS_BD
FAC_0365,ths_sp_holding_num_stock,Sp Holding Num,员工信息,年频,THS_BD
FAC_0366,ths_total_org_held_ratio_stock,Total Org Held Ratio,其他,年频,THS_BD
FAC_0367,ths_qfii_held_ratio_stock,Qfii Held Ratio,其他,年频,THS_BD
FAC_0368,ths_sif_held_ratio_stock,Sif Held Ratio,其他,年频,THS_BD
FAC_0369,ths_fund_held_ratio_stock,Fund Held Ratio,其他,年频,THS_BD
FAC_0370,ths_wm_product_held_ratio_stock,Wm Product Held Ratio,其他,年频,THS_BD
FAC_0371,ths_insurance_corp_held_ratio_stock,Insurance Corp Held Ratio,其他,年频,THS_BD
FAC_0372,ths_broker_held_ratio_stock,Broker Held Ratio,其他,年频,THS_BD
FAC_0373,ths_corp_annuity_held_ratio_stock,Corp Annuity Held Ratio,其他,年频,THS_BD
FAC_0374,ths_trust_corp_share_held_ratio_stock,Trust Corp Share Held Ratio,股份变动,年频,THS_BD
FAC_0375,ths_financial_corp_held_ratio_stock,Financial Corp Held Ratio,其他,年频,THS_BD
FAC_0376,ths_bank_held_ratio_stock,Bank Held Ratio,其他,年频,THS_BD
FAC_0377,ths_fund_manage_corp_held_ratio_stock,Fund Manage Corp Held Ratio,其他,年频,THS_BD
FAC_0378,ths_general_corp_held_ratio_stock,General Corp Held Ratio,其他,年频,THS_BD
FAC_0379,ths_sp_holding_ratio_stock,Sp Holding Ratio,其他,年频,THS_BD
FAC_0380,ths_top10_fund_holded_name_stock,Top10 Fund Holded Name,其他,年频,THS_BD
FAC_0381,ths_fund_value_stock,Fund Value,其他,年频,THS_BD
FAC_0382,ths_pp_price_stock,Pp Price,其他,年频,THS_BD
FAC_0383,ths_manage_increase_held_price_stock,Manage Increase Held Price,其他,年频,THS_BD
FAC_0384,ths_ma_holder_increase_held_price_stock,Ma Holder Increase Held Price,股东权益,年频,THS_BD
FAC_0385,ths_staff_held_plan_buy_price_stock,Staff Held Plan Buy Price,员工信息,年频,THS_BD
FAC_0386,ths_ei_strike_price_stock,Ei Strike Price,其他,年频,THS_BD
FAC_0387,ths_hsgt_account_stock,Hsgt Account,其他,年频,THS_BD
FAC_0388,ths_hsgt_ratio_stock,Hsgt Ratio,其他,年频,THS_BD
FAC_0389,ths_shhk_to_float_shares_stock,Shhk To Float Shares,股份变动,年频,THS_BD
FAC_0390,ths_equity_pledge_ad_stock,Equity Pledge Ad,资产负债表,年频,THS_BD
FAC_0391,ths_equity_accum_pledge_num_stock,Equity Accum Pledge Num,资产负债表,年频,THS_BD
FAC_0392,ths_accum_pledge_num_ratio_stock,Accum Pledge Num Ratio,股份变动,年频,THS_BD
FAC_0393,ths_control_holder_name_stock,Control Holder Name,股东权益,年频,THS_BD
FAC_0394,ths_major_holder_pledge_ad_stock,Major Holder Pledge Ad,股东权益,年频,THS_BD
FAC_0395,ths_major_holder_latest_pledge_num_stock,Major Holder Latest Pledge Num,股东权益,年频,THS_BD
FAC_0396,ths_major_holder_accum_pledge_num_stock,Major Holder Accum Pledge Num,股东权益,年频,THS_BD
FAC_0397,ths_accum_pledge_num_to_held_stock,Accum Pledge Num To Held,股份变动,年频,THS_BD
FAC_0398,ths_ma_holder_pledge_stock,Ma Holder Pledge,股东权益,年频,THS_BD
FAC_0399,ths_ma_holder_pledge_to_held_stock,Ma Holder Pledge To Held,股东权益,年频,THS_BD
FAC_0400,ths_holder_freeze_stock,Holder Freeze,股东权益,年频,THS_BD
FAC_0401,ths_holder_freeze_to_held_stock,Holder Freeze To Held,股东权益,年频,THS_BD
FAC_0402,ths_total_pledge_share_num_stock,Total Pledge Share Num,股份变动,年频,THS_BD
FAC_0403,ths_pledge_ratio_stock,Pledge Ratio,股份变动,年频,THS_BD
FAC_0404,ths_unlimited_pledge_num_stock,Unlimited Pledge Num,股份变动,年频,THS_BD
FAC_0405,ths_unlimited_pledge_ratio_stock,Unlimited Pledge Ratio,股份变动,年频,THS_BD
FAC_0406,ths_limited_pledge_num_stock,Limited Pledge Num,股份变动,年频,THS_BD
FAC_0407,ths_limited_pledge_ratio_stock,Limited Pledge Ratio,股份变动,年频,THS_BD
FAC_0408,ths_orig_td_vol_stock,Orig Td Vol,其他,年频,THS_BD
FAC_0409,ths_redemp_td_vol_stock,Redemp Td Vol,其他,年频,THS_BD
FAC_0410,ths_to_repurchase_margin_stock,To Repurchase Margin,其他,年频,THS_BD
FAC_0411,ths_p20_lowest_close_price_baf_stock,P20 Lowest Close Price Baf,其他,年频,THS_BD
FAC_0412,ths_ipo_price_stock,Ipo Price,上市发行,年频,THS_BD
FAC_0413,ths_break_ipo_price_stock,Break Ipo Price,上市发行,年频,THS_BD
FAC_0414,ths_is_break_ip_stock,Is Break Ip,其他,年频,THS_BD
FAC_0415,ths_p20_lowest_pb_cy_stock,P20 Lowest Pb Cy,其他,年频,THS_BD
FAC_0416,ths_p20_lowest_pb_cp_stock,P20 Lowest Pb Cp,其他,年频,THS_BD
FAC_0417,ths_is_break_bps_stock,Is Break Bps,其他,年频,THS_BD
FAC_0418,ths_r3_accum_dividend_amt_stock,R3 Accum Dividend Amt,其他,年频,THS_BD
FAC_0419,ths_r3_avg_profit_30_stock,R3 Avg Profit 30,利润表,年频,THS_BD
FAC_0420,ths_is_dividend_r3_stock,Is Dividend R3,其他,年频,THS_BD
FAC_0421,ths_is_dividend_below30_stock,Is Dividend Below30,其他,年频,THS_BD
FAC_0422,ths_r3_accum_dividend_amt_exbb_stock,R3 Accum Dividend Amt Exbb,其他,年频,THS_BD
FAC_0423,ths_is_dividend_r3_exbb_stock,Is Dividend R3 Exbb,其他,年频,THS_BD
FAC_0424,ths_is_dividend_below30_exbb_stock,Is Dividend Below30 Exbb,其他,年频,THS_BD
FAC_0425,ths_cycle_stock,Cycle,其他,年频,THS_BD
FAC_0426,ths_profit_rfy_stock,Profit Rfy,利润表,年频,THS_BD
FAC_0427,ths_profit_or_lose_stock,Profit Or Lose,利润表,年频,THS_BD
FAC_0428,ths_listed_date_stock,Listed Date,上市发行,年频,THS_BD
FAC_0429,ths_is_restrict_ipo_days_stock,Is Restrict Ipo Days,上市发行,年频,THS_BD
FAC_0430,ths_listed_days_stock,Listed Days,上市发行,年频,THS_BD
FAC_0431,ths_is_sell_restrict_stock,Is Sell Restrict,其他,年频,THS_BD
FAC_0432,ths_regular_report_actual_dd_stock,Regular Report Actual Dd,其他,年频,THS_BD
FAC_0433,ths_periodic_report_fore_dd_stock,Periodic Report Fore Dd,其他,年频,THS_BD
FAC_0434,ths_upcom_periodic_report_fore_dd_stock,Upcom Periodic Report Fore Dd,其他,年频,THS_BD
FAC_0435,ths_regular_report_latest_rp_stock,Regular Report Latest Rp,其他,年频,THS_BD
FAC_0436,ths_statement_format_stock,Statement Format,其他,年频,THS_BD
FAC_0437,ths_currency_fund_stock,Currency Fund,其他,年频,THS_BD
FAC_0438,ths_settle_reserves_stock,Settle Reserves,资产负债表,年频,THS_BD
FAC_0439,ths_lending_fund_stock,Lending Fund,其他,年频,THS_BD
FAC_0440,ths_tradable_fnncl_assets_stock,Tradable Fnncl Assets,资产负债表,年频,THS_BD
FAC_0441,ths_derivative_fnncl_assets_stock,Derivative Fnncl Assets,资产负债表,年频,THS_BD
FAC_0442,ths_bill_receivable_stock,Bill Receivable,资产负债表,年频,THS_BD
FAC_0443,ths_account_receivable_stock,Account Receivable,资产负债表,年频,THS_BD
FAC_0444,ths_bill_and_account_receivable_stock,Bill And Account Receivable,资产负债表,年频,THS_BD
FAC_0445,ths_receivable_financing_stock,Receivable Financing,资产负债表,年频,THS_BD
FAC_0446,ths_prepays_stock,Prepays,其他,年频,THS_BD
FAC_0447,ths_premium_receivable_stock,Premium Receivable,资产负债表,年频,THS_BD
FAC_0448,ths_rein_account_receivable_stock,Rein Account Receivable,资产负债表,年频,THS_BD
FAC_0449,ths_rein_contract_reserve_stock,Rein Contract Reserve,资产负债表,年频,THS_BD
FAC_0450,ths_interest_receivable_stock,Interest Receivable,资产负债表,年频,THS_BD
FAC_0451,ths_dividend_receivable_stock,Dividend Receivable,资产负债表,年频,THS_BD
FAC_0452,ths_other_receivables_stock,Other Receivables,资产负债表,年频,THS_BD
FAC_0453,ths_other_receivables_sum_stock,Other Receivables Sum,资产负债表,年频,THS_BD
FAC_0454,ths_buy_resale_fnncl_assets_stock,Buy Resale Fnncl Assets,资产负债表,年频,THS_BD
FAC_0455,ths_inventory_stock,Inventory,其他,年频,THS_BD
FAC_0456,ths_inventory_data_assets_stock,Inventory Data Assets,资产负债表,年频,THS_BD
FAC_0457,ths_contract_asset_stock,Contract Asset,资产负债表,年频,THS_BD
FAC_0458,ths_divided_into_asset_for_sale_stock,Divided Into Asset For Sale,资产负债表,年频,THS_BD
FAC_0459,ths_noncurrent_asset_due_within1y_stock,Noncurrent Asset Due Within1Y,资产负债表,年频,THS_BD
FAC_0460,ths_other_cunrren_assets_stock,Other Cunrren Assets,资产负债表,年频,THS_BD
FAC_0461,ths_flow_assets_diff_sri_stock,Flow Assets Diff Sri,资产负债表,年频,THS_BD
FAC_0462,ths_flow_assets_diff_tbi_stock,Flow Assets Diff Tbi,资产负债表,年频,THS_BD
FAC_0463,ths_total_current_assets_stock,Total Current Assets,资产负债表,年频,THS_BD
FAC_0464,ths_loans_and_payments_stock,Loans And Payments,其他,年频,THS_BD
FAC_0465,ths_saleable_finacial_assets_stock,Saleable Finacial Assets,资产负债表,年频,THS_BD
FAC_0466,ths_held_to_maturity_invest_stock,Held To Maturity Invest,其他,年频,THS_BD
FAC_0467,ths_debt_right_invest_stock,Debt Right Invest,其他,年频,THS_BD
FAC_0468,ths_other_debt_right_invest_stock,Other Debt Right Invest,其他,年频,THS_BD
FAC_0469,ths_lt_receivable_stock,Lt Receivable,资产负债表,年频,THS_BD
FAC_0470,ths_lt_equity_invest_stock,Lt Equity Invest,资产负债表,年频,THS_BD
FAC_0471,ths_other_ei_invest_stock,Other Ei Invest,其他,年频,THS_BD
FAC_0472,ths_other_uncurrent_fa_stock,Other Uncurrent Fa,其他,年频,THS_BD
FAC_0473,ths_invest_property_stock,Invest Property,其他,年频,THS_BD
FAC_0474,ths_fixed_asset_stock,Fixed Asset,资产负债表,年频,THS_BD
FAC_0475,ths_fixed_assets_disposal_stock,Fixed Assets Disposal,资产负债表,年频,THS_BD
FAC_0476,ths_fixed_asset_sum_stock,Fixed Asset Sum,资产负债表,年频,THS_BD
FAC_0477,ths_construction_in_process_stock,Construction In Process,其他,年频,THS_BD
FAC_0478,ths_project_goods_and_material_stock,Project Goods And Material,其他,年频,THS_BD
FAC_0479,ths_construction_in_process_sum_stock,Construction In Process Sum,其他,年频,THS_BD
FAC_0480,ths_productive_biological_assets_stock,Productive Biological Assets,资产负债表,年频,THS_BD
FAC_0481,ths_oil_and_gas_asset_stock,Oil And Gas Asset,资产负债表,年频,THS_BD
FAC_0482,ths_right_of_use_assets_stock,Right Of Use Assets,资产负债表,年频,THS_BD
FAC_0483,ths_intangible_assets_stock,Intangible Assets,资产负债表,年频,THS_BD
FAC_0484,ths_intangible_asset_data_assets_stock,Intangible Asset Data Assets,资产负债表,年频,THS_BD
FAC_0485,ths_dev_expenditure_stock,Dev Expenditure,其他,年频,THS_BD
FAC_0486,ths_dev_expenditure_data_assets_stock,Dev Expenditure Data Assets,资产负债表,年频,THS_BD
FAC_0487,ths_goodwill_stock,Goodwill,其他,年频,THS_BD
FAC_0488,ths_lt_deferred_expense_stock,Lt Deferred Expense,利润表,年频,THS_BD
FAC_0489,ths_dt_assets_stock,Dt Assets,资产负债表,年频,THS_BD
FAC_0490,ths_othr_noncurrent_assets_stock,Othr Noncurrent Assets,资产负债表,年频,THS_BD
FAC_0491,ths_noncurrent_assets_diff_sri_stock,Noncurrent Assets Diff Sri,资产负债表,年频,THS_BD
FAC_0492,ths_noncurrent_assets_diff_tbi_stock,Noncurrent Assets Diff Tbi,资产负债表,年频,THS_BD
FAC_0493,ths_total_noncurrent_assets_stock,Total Noncurrent Assets,资产负债表,年频,THS_BD
FAC_0494,ths_asset_diff_sri_stock,Asset Diff Sri,资产负债表,年频,THS_BD
FAC_0495,ths_asset_diff_tbi_stock,Asset Diff Tbi,资产负债表,年频,THS_BD
FAC_0496,ths_total_assets_stock,Total Assets,资产负债表,年频,THS_BD
FAC_0497,ths_st_borrow_stock,St Borrow,资产负债表,年频,THS_BD
FAC_0498,ths_loan_from_central_bank_stock,Loan From Central Bank,其他,年频,THS_BD
FAC_0499,ths_saving_and_interbank_deposit_stock,Saving And Interbank Deposit,其他,年频,THS_BD
FAC_0500,ths_borrowing_funds_stock,Borrowing Funds,资产负债表,年频,THS_BD
FAC_0501,ths_tradable_fnncl_liab_stock,Tradable Fnncl Liab,资产负债表,年频,THS_BD
FAC_0502,ths_derivative_fnncl_liab_stock,Derivative Fnncl Liab,资产负债表,年频,THS_BD
FAC_0503,ths_bill_payable_stock,Bill Payable,资产负债表,年频,THS_BD
FAC_0504,ths_accounts_payable_stock,Accounts Payable,资产负债表,年频,THS_BD
FAC_0505,ths_bill_and_account_payable_stock,Bill And Account Payable,资产负债表,年频,THS_BD
FAC_0506,ths_advance_payment_stock,Advance Payment,其他,年频,THS_BD
FAC_0507,ths_contract_liab_stock,Contract Liab,资产负债表,年频,THS_BD
FAC_0508,ths_fnncl_assets_sold_for_repur_stock,Fnncl Assets Sold For Repur,资产负债表,年频,THS_BD
FAC_0509,ths_charge_and_commi_payable_stock,Charge And Commi Payable,资产负债表,年频,THS_BD
FAC_0510,ths_payroll_payable_stock,Payroll Payable,资产负债表,年频,THS_BD
FAC_0511,ths_tax_payable_stock,Tax Payable,利润表,年频,THS_BD
FAC_0512,ths_interest_payable_stock,Interest Payable,资产负债表,年频,THS_BD
FAC_0513,ths_dividend_payable_stock,Dividend Payable,资产负债表,年频,THS_BD
FAC_0514,ths_other_payables_stock,Other Payables,资产负债表,年频,THS_BD
FAC_0515,ths_other_payables_sum_stock,Other Payables Sum,资产负债表,年频,THS_BD
FAC_0516,ths_rein_payable_stock,Rein Payable,资产负债表,年频,THS_BD
FAC_0517,ths_insurance_contract_reserve_stock,Insurance Contract Reserve,资产负债表,年频,THS_BD
FAC_0518,ths_acting_td_sec_stock,Acting Td Sec,其他,年频,THS_BD
FAC_0519,ths_act_underwriting_sec_stock,Act Underwriting Sec,其他,年频,THS_BD
FAC_0520,ths_divided_into_liab_for_sale_stock,Divided Into Liab For Sale,资产负债表,年频,THS_BD
FAC_0521,ths_noncurrent_liab_due_in1y_stock,Noncurrent Liab Due In1Y,资产负债表,年频,THS_BD
FAC_0522,ths_differed_income_current_liab_stock,Differed Income Current Liab,利润表,年频,THS_BD
FAC_0523,ths_st_bond_payable_new_stock,St Bond Payable New,资产负债表,年频,THS_BD
FAC_0524,ths_other_current_liab_stock,Other Current Liab,资产负债表,年频,THS_BD
FAC_0525,ths_flow_debt_diff_sri_stock,Flow Debt Diff Sri,其他,年频,THS_BD
FAC_0526,ths_flow_debt_diff_tbi_stock,Flow Debt Diff Tbi,其他,年频,THS_BD
FAC_0527,ths_total_current_liab_stock,Total Current Liab,资产负债表,年频,THS_BD
FAC_0528,ths_lt_loan_stock,Lt Loan,其他,年频,THS_BD
FAC_0529,ths_bond_payable_stock,Bond Payable,资产负债表,年频,THS_BD
FAC_0530,ths_perpetual_capital_sec_stock,Perpetual Capital Sec,资产负债表,年频,THS_BD
FAC_0531,ths_preferred_stock,Preferred,其他,年频,THS_BD
FAC_0532,ths_lease_libilities_stock,Lease Libilities,其他,年频,THS_BD
FAC_0533,ths_lt_payable_stock,Lt Payable,资产负债表,年频,THS_BD
FAC_0534,ths_special_payable_stock,Special Payable,资产负债表,年频,THS_BD
FAC_0535,ths_lt_payable_sum_stock,Lt Payable Sum,资产负债表,年频,THS_BD
FAC_0536,ths_lt_staff_salary_payable_stock,Lt Staff Salary Payable,资产负债表,年频,THS_BD
FAC_0537,ths_estimated_liab_stock,Estimated Liab,资产负债表,年频,THS_BD
FAC_0538,ths_dt_liab_stock,Dt Liab,资产负债表,年频,THS_BD
FAC_0539,ths_differed_incomencl_stock,Differed Incomencl,利润表,年频,THS_BD
FAC_0540,ths_othr_noncurrent_liab_stock,Othr Noncurrent Liab,资产负债表,年频,THS_BD
