factor,h,window,grp,n_days,ic_mean,ic_std,ic_ir,t_stat,avg_n,pos_share,avg_base_width,prior_coverage
aroonosc,10,OOS,HIGH,238,-0.0748358469316558,0.15739246087902378,-0.475472881697788,-7.335238358277097,5199.638655462185,0.35294117647058826,5351.710084033613,none
aroonosc,20,IS,total,713,-0.032543766997927465,0.11322486706889193,-0.2874259678143507,-7.674865393769036,4367.072931276297,0.40813464235624125,4650.807854137447,none
aroonosc,20,IS,LOW,280,-0.024679538007685478,0.11710476630101221,-0.21074751085919,-3.5264803605488058,4489.867857142857,0.46785714285714286,4738.15,none
aroonosc,20,IS,MID,270,-0.03164764151602722,0.11083726434118789,-0.2855325030272038,-4.691777784267349,4276.625925925926,0.3925925925925926,4612.874074074074,none
aroonosc,20,IS,HIGH,163,-0.047537251644435584,0.10951236544844256,-0.43408113275405136,-5.541976908967194,4305.957055214724,0.3312883435582822,4563.60736196319,none
aroonosc,20,OOS,total,639,-0.06095719732489137,0.12862819320958288,-0.4739023055821795,-11.979515414067105,4924.953051643192,0.3161189358372457,5346.245696400626,none
aroonosc,20,OOS,LOW,167,-0.048722881479572634,0.08017982755128017,-0.6076700707345774,-7.852827948116307,4601.652694610779,0.31736526946107785,5329.209580838324,none
aroonosc,20,OOS,MID,236,-0.027477029347532513,0.10220134506635638,-0.2688519346755414,-4.130181789678567,5067.902542372882,0.4025423728813559,5353.771186440678,none
aroonosc,20,OOS,HIGH,236,-0.10309469897245459,0.16406399380401118,-0.6283810151276108,-9.653372324777614,5010.779661016949,0.2288135593220339,5350.775423728814,none
atr_14,5,IS,total,714,-0.07077122746685661,0.18401121567606604,-0.3846027928615097,-10.27688601229417,4577.046218487395,0.3865546218487395,4649.802521008403,f_screened
atr_14,5,IS,LOW,280,-0.05037850211183214,0.1811676463666272,-0.27807670476593627,-4.653113263759531,4675.767857142857,0.4107142857142857,4738.15,f_screened
atr_14,5,IS,MID,271,-0.07894334217324483,0.18083384693791854,-0.4365518043773443,-7.186549694553444,4514.39852398524,0.3874538745387454,4610.365313653137,f_screened
atr_14,5,IS,HIGH,163,-0.0922149085341919,0.19158664846185897,-0.4813222073382114,-6.145110573955467,4511.619631901841,0.34355828220858897,4563.60736196319,f_screened
atr_14,5,OOS,total,654,-0.05016847161628298,0.21181491951074363,-0.23685050954939152,-6.05707843547278,5174.567278287462,0.41437308868501527,5348.909785932722,f_screened
atr_14,5,OOS,LOW,167,-0.05246448786516648,0.18648849195160908,-0.2813282863522764,-3.635562677938411,5123.976047904192,0.40718562874251496,5329.209580838324,f_screened
atr_14,5,OOS,MID,249,-0.05977254470946995,0.1854964061351076,-0.32223020356488313,-5.084706846837587,5112.128514056225,0.3855421686746988,5359.44578313253,f_screened
atr_14,5,OOS,HIGH,238,-0.038509442566841384,0.25102707777042077,-0.15340752443471684,-2.3666560197161735,5275.390756302521,0.4495798319327731,5351.710084033613,f_screened
atr_14,10,IS,total,714,-0.09091407482956862,0.1905898406987751,-0.4770142757674959,-12.74619277157677,4506.5392156862745,0.3543417366946779,4649.802521008403,f_screened
atr_14,10,IS,LOW,280,-0.07669892755947795,0.18388197253538188,-0.41710955403591743,-6.979577810946142,4614.564285714286,0.35714285714285715,4738.15,f_screened
atr_14,10,IS,MID,271,-0.08560283811515232,0.19318117923896666,-0.4431220393849078,-7.294709413316022,4426.970479704797,0.3874538745387454,4610.365313653137,f_screened
atr_14,10,IS,HIGH,163,-0.12416307105798713,0.19476335974965045,-0.6375073382261777,-8.139148839137471,4453.263803680981,0.294478527607362,4563.60736196319,f_screened
atr_14,10,OOS,total,649,-0.05311583342334266,0.21881860913744722,-0.24273910538376034,-6.18389483742632,5108.187981510016,0.4221879815100154,5348.050847457627,f_screened
atr_14,10,OOS,LOW,167,-0.03393661290186728,0.18912807835647538,-0.17943720042405514,-2.318839663632603,4928.934131736527,0.4550898203592814,5329.209580838324,f_screened
atr_14,10,OOS,MID,244,-0.07575742428922427,0.19835898853691755,-0.3819208035290253,-5.965793663969158,5141.672131147541,0.35655737704918034,5357.377049180328,f_screened
atr_14,10,OOS,HIGH,238,-0.04336113449817993,0.25424025853405063,-0.17055180303937795,-2.631145068170111,5199.638655462185,0.46638655462184875,5351.710084033613,f_screened
atr_14,20,IS,total,714,-0.11763202008027492,0.1959250956927455,-0.6003928167770213,-16.042963429127933,4366.480392156863,0.3277310924369748,4649.802521008403,f_screened
atr_14,20,IS,LOW,280,-0.12106045112241073,0.18627460697093723,-0.6499031354354097,-10.874959490759375,4489.875,0.30714285714285716,4738.15,f_screened
atr_14,20,IS,MID,271,-0.11037815820290282,0.20586592126799222,-0.5361652745779847,-8.826394374304291,4275.3726937269375,0.35793357933579334,4610.365313653137,f_screened
atr_14,20,IS,HIGH,163,-0.12380279233162349,0.19598285234759266,-0.6317021660244461,-8.065033361944401,4305.98773006135,0.3128834355828221,4563.60736196319,f_screened
atr_14,20,OOS,total,639,-0.05399371901425547,0.218264615474118,-0.2473773355198662,-6.253315438739079,4924.953051643192,0.41784037558685444,5346.245696400626,f_screened
atr_14,20,OOS,LOW,167,-0.0316792734427066,0.17856998713764413,-0.1774053633004285,-2.2925825413571097,4601.652694610779,0.41916167664670656,5329.209580838324,f_screened
atr_14,20,OOS,MID,236,-0.03969776334700199,0.2181593576010746,-0.18196681445859944,-2.795427246263734,5067.902542372882,0.461864406779661,5353.771186440678,f_screened
atr_14,20,OOS,HIGH,236,-0.08407998150544398,0.2403118360194069,-0.34987865307913474,-5.374937856737583,5010.779661016949,0.3728813559322034,5350.775423728814,f_screened
bbi,5,IS,total,704,-0.04894102236930322,0.1792239711031142,-0.273071855667932,-7.24541508845292,4585.816761363636,0.4275568181818182,4659.802556818182,none
bbi,5,IS,LOW,280,-0.02560890151745398,0.17407019644768823,-0.14711824332978216,-2.4617590673588423,4675.646428571428,0.4928571428571429,4738.15,none
bbi,5,IS,MID,261,-0.06138227981319548,0.17841564713347297,-0.34404089999614956,-5.558150840622437,4536.0421455938695,0.39080459770114945,4635.827586206897,none
bbi,5,IS,HIGH,163,-0.0690994619132413,0.1857913220735506,-0.3719197492221213,-4.748353491202569,4511.208588957055,0.37423312883435583,4563.60736196319,none
bbi,5,OOS,total,654,-0.025380895720494366,0.19071704853852472,-0.13308142043403864,-3.4033475520347385,5174.567278287462,0.44648318042813456,5348.909785932722,none
bbi,5,OOS,LOW,167,-0.014316228506939045,0.18093603880864317,-0.07912314540100991,-1.022496379979383,5123.976047904192,0.47305389221556887,5329.209580838324,none
bbi,5,OOS,MID,249,-0.03240180377520835,0.16353868422677326,-0.19812929233475993,-3.1264274985655938,5112.128514056225,0.42971887550200805,5359.44578313253,none
bbi,5,OOS,HIGH,238,-0.025799355044191653,0.22172686835571845,-0.11635646701509134,-1.7950601452496517,5275.390756302521,0.44537815126050423,5351.710084033613,none
bbi,10,IS,total,704,-0.06540983348267133,0.1824110882948146,-0.3585847444589296,-9.514328423325937,4514.3125,0.3678977272727273,4659.802556818182,none
bbi,10,IS,LOW,280,-0.04934486874642015,0.17440106480220052,-0.282939033671528,-4.734475588382926,4614.442857142857,0.38571428571428573,4738.15,none
bbi,10,IS,MID,261,-0.06436114713370919,0.18274576029230388,-0.3521895502843011,-5.689796314894638,4445.283524904215,0.38697318007662834,4635.827586206897,none
bbi,10,IS,HIGH,163,-0.09468527681536733,0.19261493097532914,-0.49157807411874516,-6.276048715676927,4452.840490797546,0.3067484662576687,4563.60736196319,none
bbi,10,OOS,total,649,-0.028343080506481492,0.2003838914467372,-0.14144390700195175,-3.60335119844804,5108.187981510016,0.4437596302003082,5348.050847457627,none
bbi,10,OOS,LOW,167,0.0044162241232080235,0.19327688680237406,0.022849209733617138,0.2952768639265319,4928.934131736527,0.5329341317365269,5329.209580838324,none
bbi,10,OOS,MID,244,-0.04536136187160115,0.1702804453129795,-0.2663920791857567,-4.161177300249312,5141.672131147541,0.38114754098360654,5357.377049180328,none
bbi,10,OOS,HIGH,238,-0.033882337733661984,0.22979932554438987,-0.14744315568984123,-2.2746422202243903,5199.638655462185,0.44537815126050423,5351.710084033613,none
bbi,20,IS,total,704,-0.08555264459012638,0.18217614274570207,-0.4696149742809545,-12.460293324978618,4372.330965909091,0.3565340909090909,4659.802556818182,none
bbi,20,IS,LOW,280,-0.08782225737103436,0.16781232465628976,-0.5233361587172477,-8.757088888772273,4489.746428571429,0.30357142857142855,4738.15,none
bbi,20,IS,MID,261,-0.08181783637078327,0.18786346770948,-0.43551754563218126,-7.036001278884053,4288.057471264367,0.39080459770114945,4635.827586206897,none
bbi,20,IS,HIGH,163,-0.08763419898641055,0.19708474518689884,-0.44465236973721906,-5.676941427899948,4305.576687116564,0.39263803680981596,4563.60736196319,none
bbi,20,OOS,total,639,-0.028094211501131373,0.20203006311955599,-0.139059559093965,-3.515210016952853,4924.953051643192,0.4616588419405321,5346.245696400626,none
bbi,20,OOS,LOW,167,-0.00230227062186002,0.17976829565293437,-0.012806877950853175,-0.16550133689980942,4601.652694610779,0.48502994011976047,5329.209580838324,none
bbi,20,OOS,MID,236,-0.009352165282588755,0.19041678375549986,-0.049114185725335956,-0.7545064376883867,5067.902542372882,0.5127118644067796,5353.771186440678,none
bbi,20,OOS,HIGH,236,-0.06508733452831092,0.22254260701489237,-0.2924713402137656,-4.493029982512797,5010.779661016949,0.3940677966101695,5350.775423728814,none
bear_power_13,5,IS,total,727,-0.0061868293190183,0.13922065027122205,-0.044439020410876245,-1.198206531029566,4565.486932599725,0.49105914718019256,4636.7716643741405,none
bear_power_13,5,IS,LOW,282,-0.015013920128702072,0.1337624094940614,-0.11224319437344345,-1.8848837578613697,4670.41134751773,0.4716312056737589,4732.301418439716,none
bear_power_13,5,IS,MID,282,0.009945192733011723,0.13573223860938216,0.07327067493252326,1.230423865596337,4491.464539007092,0.5354609929078015,4583.531914893617,none
bear_power_13,5,IS,HIGH,163,-0.018824808523568243,0.15205444119605613,-0.12380308247159903,-1.5806119468115938,4512.0245398773,0.44785276073619634,4563.60736196319,none
bear_power_13,5,OOS,total,654,-0.02669911511733904,0.16932870233990577,-0.1576762518603844,-4.032321597055913,5244.957186544342,0.44495412844036697,5348.909785932722,none
bear_power_13,5,OOS,LOW,167,-0.021023362942519594,0.13688100176199966,-0.15358861107017419,-1.9848022728291335,5123.976047904192,0.4251497005988024,5329.209580838324,none
bear_power_13,5,OOS,MID,249,-0.014415782724110477,0.1392545243297763,-0.10352110851329806,-1.6335355389607187,5297.008032128514,0.4899598393574297,5359.44578313253,none
bear_power_13,5,OOS,HIGH,238,-0.04353273015561114,0.21241176659375868,-0.20494500306505273,-3.1617375158222107,5275.390756302521,0.4117647058823529,5351.710084033613,none
bear_power_13,10,IS,total,727,-0.0028471513969178055,0.13953484754973983,-0.02040459030066224,-0.5501676935086596,4496.235213204952,0.5034387895460798,4636.7716643741405,none
bear_power_13,10,IS,LOW,282,-0.0060730436899799544,0.1356044615880313,-0.04478498434977727,-0.7520677762975636,4609.641843971631,0.48936170212765956,4732.301418439716,none
bear_power_13,10,IS,MID,282,-0.0032633771508076186,0.1384991660305891,-0.023562431777292184,-0.39568051498044815,4407.436170212766,0.5319148936170213,4583.531914893617,none
bear_power_13,10,IS,HIGH,163,0.003453936267134068,0.14841571217878285,0.023272039169097043,0.2971175063091064,4453.662576687117,0.4785276073619632,4563.60736196319,none
bear_power_13,10,OOS,total,649,-0.031223288636167447,0.16136906783860805,-0.1934899237776794,-4.929248374921518,5139.269645608629,0.42989214175654855,5348.050847457627,none
bear_power_13,10,OOS,LOW,167,-0.02782341559586397,0.11731071877545544,-0.23717709588942845,-3.0650035553044153,4928.934131736527,0.40718562874251496,5329.209580838324,none
bear_power_13,10,OOS,MID,244,-0.009211010284054992,0.1408157307450293,-0.06541179906052602,-1.021764964825889,5224.3442622950815,0.47540983606557374,5357.377049180328,none
bear_power_13,10,OOS,HIGH,238,-0.05617612357585702,0.20023860642870014,-0.280545917581882,-4.3280516200136425,5199.638655462185,0.39915966386554624,5351.710084033613,none
bear_power_13,20,IS,total,727,0.0004675345594750485,0.13166162376006485,0.003551031394896555,0.09574623765142048,4358.66712517194,0.53232462173315,4636.7716643741405,none
bear_power_13,20,IS,LOW,282,-0.0012728267790703385,0.12626060730399502,-0.010080949286152094,-0.16928792591266412,4485.812056737589,0.4858156028368794,4732.301418439716,none
bear_power_13,20,IS,MID,282,0.006746583861163038,0.13488440367299273,0.050017523727347545,0.8399370546106705,4261.741134751773,0.5921985815602837,4583.531914893617,none
bear_power_13,20,IS,HIGH,163,-0.007384674063875958,0.13542211993295133,-0.05453078173294122,-0.6962024156049196,4306.386503067484,0.50920245398773,4563.60736196319,none
bear_power_13,20,OOS,total,639,-0.04355122322540366,0.1474325285029506,-0.29539765523679573,-7.467194657011064,4924.953051643192,0.4303599374021909,5346.245696400626,none
bear_power_13,20,OOS,LOW,167,-0.019411805326674515,0.1064795353867358,-0.18230550364603348,-2.355906310140296,4601.652694610779,0.46706586826347307,5329.209580838324,none
bear_power_13,20,OOS,MID,236,-0.02902683747433292,0.1465991078741482,-0.19800146054948548,-3.0417561535429085,5067.902542372882,0.5042372881355932,5353.771186440678,none
bear_power_13,20,OOS,HIGH,236,-0.07515731570989712,0.1669806535563786,-0.45009594889698606,-6.914505168005942,5010.779661016949,0.3305084745762712,5350.775423728814,none
beta_30,5,IS,total,698,-0.011588563556827252,0.11199143234401382,-0.10347723316217311,-2.7338363836307615,4591.031518624642,0.4828080229226361,4665.766475644699,l1_pending
beta_30,5,IS,LOW,280,0.00069851838963069,0.11390166282047802,0.006132644355961989,0.10261876779166412,4675.525,0.5357142857142857,4738.15,l1_pending
beta_30,5,IS,MID,255,-0.00639557367801267,0.10986789644192352,-0.05821148747844998,-0.9295629107197121,4549.635294117647,0.49019607843137253,4651.588235294118,l1_pending
beta_30,5,IS,HIGH,163,-0.04081920996238518,0.10737483525371073,-0.3801562057435103,-4.853509528654934,4510.650306748466,0.3803680981595092,4563.60736196319,l1_pending
beta_30,5,OOS,total,654,-0.011501887610633064,0.1386286264262549,-0.0829690656767174,-2.121803070966038,5174.567278287462,0.45565749235474007,5348.909785932722,l1_pending
beta_30,5,OOS,LOW,167,-0.007551127235900532,0.10755360175077346,-0.07020803685773572,-0.9072877875198523,5123.976047904192,0.4311377245508982,5329.209580838324,l1_pending
beta_30,5,OOS,MID,249,-0.008263271548295776,0.1336487673074031,-0.06182826609458788,-0.9756335826413152,5112.128514056225,0.4819277108433735,5359.44578313253,l1_pending
beta_30,5,OOS,HIGH,238,-0.01766235980434028,0.16154593492071448,-0.10933335966026525,-1.6867129219979962,5275.390756302521,0.44537815126050423,5351.710084033613,l1_pending
beta_30,10,IS,total,698,-0.013930258296004035,0.11568605198691564,-0.12041432875226461,-3.181309192307973,4518.921203438395,0.4283667621776504,4665.766475644699,l1_pending
beta_30,10,IS,LOW,280,-0.0003405393349625704,0.11382473729807614,-0.0029917866980952493,-0.05006216676425331,4614.332142857143,0.4642857142857143,4738.15,l1_pending
beta_30,10,IS,MID,255,-0.00437498098595662,0.12289186037603315,-0.03560025027344973,-0.5684904079935963,4456.733333333334,0.5019607843137255,4651.588235294118,l1_pending
beta_30,10,IS,HIGH,163,-0.05222300076933964,0.09823670633963008,-0.5316037427882712,-6.787062244703464,4452.312883435583,0.25153374233128833,4563.60736196319,l1_pending
beta_30,10,OOS,total,649,-0.012196401901109478,0.1428022580133526,-0.08540762639739956,-2.1758001419702406,5108.187981510016,0.4560862865947612,5348.050847457627,l1_pending
beta_30,10,OOS,LOW,167,0.005245310393558558,0.10695098171834634,0.04904406027213473,0.6337889353815851,4928.934131736527,0.49101796407185627,5329.209580838324,l1_pending
beta_30,10,OOS,MID,244,-0.01727371027279425,0.13636646475855416,-0.1266712479741885,-1.9786681468741942,5141.672131147541,0.430327868852459,5357.377049180328,l1_pending
beta_30,10,OOS,HIGH,238,-0.0192296065671535,0.16848653719499965,-0.11413141303330317,-1.7607336842784798,5199.638655462185,0.4579831932773109,5351.710084033613,l1_pending
beta_30,20,IS,total,698,-0.017210539939923393,0.12838424897411532,-0.13405491777572623,-3.5416893206406446,4375.809455587392,0.4584527220630373,4665.766475644699,l1_pending
beta_30,20,IS,LOW,280,-6.262722641682578e-05,0.13694378420285228,-0.00045732069389916403,-0.007652438877845128,4489.642857142857,0.4785714285714286,4738.15,l1_pending
beta_30,20,IS,MID,255,-0.0038029309677686213,0.12696418435367843,-0.02995278540265314,-0.4783076260224529,4295.980392156863,0.5215686274509804,4651.588235294118,l1_pending
beta_30,20,IS,HIGH,163,-0.06764217090729337,0.09996490583935758,-0.6766591769314877,-8.639006054012958,4305.1533742331285,0.32515337423312884,4563.60736196319,l1_pending
beta_30,20,OOS,total,639,-0.008198041678577201,0.13674051821576713,-0.05995327343751364,-1.5155257841300573,4924.953051643192,0.48200312989045385,5346.245696400626,l1_pending
beta_30,20,OOS,LOW,167,0.0026013225978996266,0.10951812739773073,0.02375243861185237,0.30694915341411055,4601.652694610779,0.46107784431137727,5329.209580838324,l1_pending
beta_30,20,OOS,MID,236,0.007762781763041223,0.1337280581392813,0.058049012832864746,0.8917658561782585,5067.902542372882,0.5084745762711864,5353.771186440678,l1_pending
beta_30,20,OOS,HIGH,236,-0.0318007881463466,0.1533268396933642,-0.20740522800798913,-3.1862195703985696,5010.779661016949,0.4703389830508475,5350.775423728814,l1_pending
bias_12,5,IS,total,716,-0.03471653041414985,0.12175346513789664,-0.2851379250260375,-7.629770873513726,4575.27374301676,0.3854748603351955,4647.79748603352,f_screened
bias_12,5,IS,LOW,280,-0.03680128166600084,0.11182477990387223,-0.3290977339516007,-5.506858376405008,4675.782142857143,0.375,4738.15,f_screened
bias_12,5,IS,MID,273,-0.02149203290250645,0.12325503112475111,-0.17437043101918934,-2.88107235059661,4510.153846153846,0.4542124542124542,4605.395604395604,f_screened
bias_12,5,IS,HIGH,163,-0.05328436765439754,0.13316959481741492,-0.4001241253865362,-5.108442860771127,4511.687116564417,0.2883435582822086,4563.60736196319,f_screened
bias_12,5,OOS,total,654,-0.04290381021165584,0.16550954259468115,-0.2592225773756359,-6.629208805152314,5174.567278287462,0.3730886850152905,5348.909785932722,f_screened
bias_12,5,OOS,LOW,167,-0.0419425974435929,0.1199037279555543,-0.34980228020216436,-4.520441691271308,5123.976047904192,0.3592814371257485,5329.209580838324,f_screened
bias_12,5,OOS,MID,249,-0.041687618756206045,0.13211527914585258,-0.3155397242902069,-4.979132864634143,5112.128514056225,0.37751004016064255,5359.44578313253,f_screened
bias_12,5,OOS,HIGH,238,-0.04485067661784704,0.2171079790838363,-0.20658235043737358,-3.1869972808131948,5275.390756302521,0.37815126050420167,5351.710084033613,f_screened
bias_12,10,IS,total,716,-0.03372642177149311,0.12464621417715246,-0.2705771851486777,-7.240152028518114,4504.965083798883,0.41480446927374304,4647.79748603352,f_screened
bias_12,10,IS,LOW,280,-0.032955238578313874,0.11345410525537808,-0.2904719798735682,-4.8605258877685005,4614.575,0.4,4738.15,f_screened
bias_12,10,IS,MID,273,-0.030503615562963528,0.12998912109489985,-0.2346628341358971,-3.8772663414886517,4423.377289377289,0.4468864468864469,4605.395604395604,f_screened
bias_12,10,IS,HIGH,163,-0.040448859740933346,0.1340509559055218,-0.3017424192740664,-3.8523893205472803,4453.325153374233,0.38650306748466257,4563.60736196319,f_screened
bias_12,10,OOS,total,649,-0.04435392584334657,0.15362804045535047,-0.2887098326053135,-7.355021106053966,5108.187981510016,0.362095531587057,5348.050847457627,f_screened
bias_12,10,OOS,LOW,167,-0.04381141805213369,0.104083093717299,-0.42092732342420824,-5.439579812636851,4928.934131736527,0.31736526946107785,5329.209580838324,f_screened
bias_12,10,OOS,MID,244,-0.03801561534040976,0.12894473110074506,-0.2948210059913809,-4.6052513329893126,5141.672131147541,0.38114754098360654,5357.377049180328,f_screened
bias_12,10,OOS,HIGH,238,-0.051232692918342926,0.19951504875685783,-0.2567861083039328,-3.9615031351060703,5199.638655462185,0.3739495798319328,5351.710084033613,f_screened
bias_12,20,IS,total,716,-0.03592855590008987,0.11926903481290953,-0.30123959631641967,-8.060622232956815,4365.296089385475,0.3994413407821229,4647.79748603352,f_screened
bias_12,20,IS,LOW,280,-0.035429276163301014,0.11503937775191689,-0.3079752068870232,-5.153410895318684,4489.8892857142855,0.37142857142857144,4738.15,f_screened
bias_12,20,IS,MID,273,-0.029907687815973576,0.12449313268323083,-0.2402356432950629,-3.9693442602606543,4272.882783882784,0.45787545787545786,4605.395604395604,f_screened
bias_12,20,IS,HIGH,163,-0.046870244938523174,0.11741985622835134,-0.39916796395468784,-5.096235408807186,4306.049079754601,0.3496932515337423,4563.60736196319,f_screened
bias_12,20,OOS,total,639,-0.05748607216449392,0.14791347428810103,-0.38864662223080787,-9.82438394326764,4924.953051643192,0.3411580594679186,5346.245696400626,f_screened
bias_12,20,OOS,LOW,167,-0.044033270214894546,0.11152600403797597,-0.394825140510734,-5.102265270813208,4601.652694610779,0.3532934131736527,5329.209580838324,f_screened
bias_12,20,OOS,MID,236,-0.04126189334468047,0.12489870450714805,-0.330362860907969,-5.075130568633909,5067.902542372882,0.3940677966101695,5353.771186440678,f_screened
bias_12,20,OOS,HIGH,236,-0.08322981846559167,0.1842641850122928,-0.4516874424622407,-6.938954156068973,5010.779661016949,0.2796610169491525,5350.775423728814,f_screened
bias_24,5,IS,total,704,-0.042082740869494,0.12593602361925704,-0.33415967616003933,-8.86625812711615,4585.816761363636,0.3693181818181818,4659.802556818182,f_screened
bias_24,5,IS,LOW,280,-0.038133315066929664,0.12344170838458925,-0.3089175900589716,-5.169179981911638,4675.646428571428,0.4,4738.15,f_screened
bias_24,5,IS,MID,261,-0.0397139350174865,0.1226463233801484,-0.3238086061038387,-5.231288129513013,4536.0421455938695,0.34099616858237547,4635.827586206897,f_screened
bias_24,5,IS,HIGH,163,-0.052660026465150264,0.13524362625183672,-0.3893715949843891,-4.971163742410021,4511.208588957055,0.3619631901840491,4563.60736196319,f_screened
bias_24,5,OOS,total,654,-0.06031451532884556,0.16968566278417863,-0.3554485060152604,-9.090035249669075,5174.567278287462,0.3287461773700306,5348.909785932722,f_screened
bias_24,5,OOS,LOW,167,-0.05714026759436661,0.10688801044506151,-0.5345807013943409,-6.908305138935695,5123.976047904192,0.31137724550898205,5329.209580838324,f_screened
bias_24,5,OOS,MID,249,-0.052897464866923705,0.13694027215195817,-0.38628128917565685,-6.095415929814359,5112.128514056225,0.2971887550200803,5359.44578313253,f_screened
bias_24,5,OOS,HIGH,238,-0.07030167892832677,0.22703039442704884,-0.3096575641589551,-4.777164229511485,5275.390756302521,0.3739495798319328,5351.710084033613,f_screened
bias_24,10,IS,total,704,-0.04377466712487318,0.12799254728636897,-0.3420095001854465,-9.074537494816893,4514.3125,0.3877840909090909,4659.802556818182,f_screened
bias_24,10,IS,LOW,280,-0.03787259354951183,0.12559640256749344,-0.30154202489326654,-5.045763170966785,4614.442857142857,0.37857142857142856,4738.15,f_screened
bias_24,10,IS,MID,261,-0.04591158190761038,0.1284023653787869,-0.35756025032849853,-5.7765626294977,4445.283524904215,0.3831417624521073,4635.827586206897,f_screened
bias_24,10,IS,HIGH,163,-0.05049151278626439,0.1317164590155297,-0.3833348782957437,-4.89409210310105,4452.840490797546,0.4110429447852761,4563.60736196319,f_screened
bias_24,10,OOS,total,649,-0.06947585224402149,0.15765627782644073,-0.44067926251884154,-11.226515036144715,5108.187981510016,0.31124807395993837,5348.050847457627,f_screened
bias_24,10,OOS,LOW,167,-0.06502559504454343,0.0954240329953195,-0.6814383442348627,-8.806124132552474,4928.934131736527,0.2155688622754491,5329.209580838324,f_screened
bias_24,10,OOS,MID,244,-0.054361214991474366,0.13351467591419508,-0.4071553529172351,-6.359969926330989,5141.672131147541,0.3114754098360656,5357.377049180328,f_screened
bias_24,10,OOS,HIGH,238,-0.0880941902353422,0.2066561357303563,-0.42628393260138664,-6.576388211183753,5199.638655462185,0.37815126050420167,5351.710084033613,f_screened
bias_24,20,IS,total,704,-0.053032568816465855,0.12723917133479434,-0.41679435868790327,-11.058804020036645,4372.330965909091,0.3721590909090909,4659.802556818182,f_screened
bias_24,20,IS,LOW,280,-0.0453546334476995,0.1292814334204599,-0.3508209357502509,-5.870357068270283,4489.746428571429,0.37142857142857144,4738.15,f_screened
bias_24,20,IS,MID,261,-0.04793638975217742,0.13145682945943077,-0.3646549970001459,-5.891181769772771,4288.057471264367,0.39846743295019155,4635.827586206897,f_screened
bias_24,20,IS,HIGH,163,-0.07438179973078402,0.11460353165857781,-0.6490358425635543,-8.286334929505674,4305.576687116564,0.3312883435582822,4563.60736196319,f_screened
bias_24,20,OOS,total,639,-0.08216692798491278,0.15506938718832097,-0.5298720106833644,-13.394342767896397,4924.953051643192,0.28325508607198746,5346.245696400626,f_screened
bias_24,20,OOS,LOW,167,-0.06099094536832517,0.09922568653080967,-0.6146689179055206,-7.943272986164896,4601.652694610779,0.25748502994011974,5329.209580838324,f_screened
bias_24,20,OOS,MID,236,-0.0573896292654327,0.14180303915877604,-0.40471367613760284,-6.217329465137242,5067.902542372882,0.3728813559322034,5353.771186440678,f_screened
bias_24,20,OOS,HIGH,236,-0.12192892626782559,0.18893869275330633,-0.6453359261198334,-9.913838609724417,5010.779661016949,0.211864406779661,5350.775423728814,f_screened
bias_6,5,IS,total,722,-0.028965743154527122,0.12401927776264503,-0.23355839251026253,-6.275727479587368,4569.943213296399,0.407202216066482,4641.783933518005,f_screened
bias_6,5,IS,LOW,280,-0.0295222130255898,0.1154705839841781,-0.2556686907345594,-4.278155471478176,4675.810714285714,0.41785714285714287,4738.15,f_screened
bias_6,5,IS,MID,279,-0.019794704171166976,0.1295565035470159,-0.1527881937936331,-2.5520659813960727,4497.612903225807,0.43727598566308246,4590.745519713261,f_screened
bias_6,5,IS,HIGH,163,-0.04370751194262485,0.12776170016314076,-0.34210183401452937,-4.36766383416639,4511.889570552147,0.3374233128834356,4563.60736196319,f_screened
bias_6,5,OOS,total,654,-0.03258220658599801,0.15733277556283112,-0.20709103026652095,-5.296026662529118,5205.851681957187,0.40214067278287463,5348.909785932722,f_screened
bias_6,5,OOS,LOW,167,-0.03961753064446281,0.126182296954345,-0.3139705933455716,-4.057394249037631,5123.976047904192,0.3652694610778443,5329.209580838324,f_screened
bias_6,5,OOS,MID,249,-0.03129880165404029,0.12764037841518514,-0.24521081841541084,-3.869361448807922,5194.29718875502,0.39357429718875503,5359.44578313253,f_screened
bias_6,5,OOS,HIGH,238,-0.028988377637652853,0.19988258846635296,-0.14502702741681067,-2.2373680086572283,5275.390756302521,0.4369747899159664,5351.710084033613,f_screened
bias_6,10,IS,total,722,-0.025903411105222544,0.1246724228834023,-0.20777177908420258,-5.582839689326051,4500.214681440443,0.44321329639889195,4641.783933518005,f_screened
bias_6,10,IS,LOW,280,-0.025262393216690063,0.10935952371099615,-0.23100313863336547,-3.8654218419689257,4614.603571428572,0.4142857142857143,4738.15,f_screened
bias_6,10,IS,MID,279,-0.020224067479599556,0.13238088666731873,-0.15277180859517792,-2.551792294623963,4412.691756272401,0.4874551971326165,4590.745519713261,f_screened
bias_6,10,IS,HIGH,163,-0.036725631229994976,0.13539798214933693,-0.27124208682437023,-3.4629871434021795,4453.527607361963,0.4171779141104294,4563.60736196319,f_screened
bias_6,10,OOS,total,649,-0.029265282619301964,0.14974507835373932,-0.1954340198758938,-4.978775153090211,5108.187981510016,0.4036979969183359,5348.050847457627,f_screened
bias_6,10,OOS,LOW,167,-0.035230118171107265,0.1098258086171588,-0.320781778114794,-4.145414154396597,4928.934131736527,0.3772455089820359,5329.209580838324,f_screened
