rank_h10_is,column_name,prior_coverage,f_entry_id,factor_nature,horizon,window,bucket,ic_mean,ic_std,ic_ir,ic_t,n_days,pct_pos,n_days_bucket,top10_pool
37,rvgi_sig,none,,oscillator,5,IS,vol_low,-0.04041,0.11725,-0.3446,-5.684,272,0.3787,274.0,
37,rvgi_sig,none,,oscillator,5,IS,vol_mid,-0.03233,0.10191,-0.3172,-5.27,276,0.3406,289.0,
37,rvgi_sig,none,,oscillator,5,OOS,overall,-0.04473,0.14728,-0.3037,-7.713,645,0.3721,,
37,rvgi_sig,none,,oscillator,5,OOS,vol_high,-0.06197,0.1947,-0.3183,-4.962,243,0.3457,243.0,
37,rvgi_sig,none,,oscillator,5,OOS,vol_low,-0.03062,0.09263,-0.3305,-4.233,164,0.3902,168.0,
37,rvgi_sig,none,,oscillator,5,OOS,vol_mid,-0.03684,0.11759,-0.3133,-4.834,238,0.3866,248.0,
37,rvgi_sig,none,,oscillator,10,IS,overall,-0.03257,0.11458,-0.2843,-7.585,712,0.3933,,
37,rvgi_sig,none,,oscillator,10,IS,vol_high,-0.02129,0.1206,-0.1766,-2.261,164,0.4024,164.0,
37,rvgi_sig,none,,oscillator,10,IS,vol_low,-0.04073,0.11862,-0.3433,-5.662,272,0.3713,274.0,
37,rvgi_sig,none,,oscillator,10,IS,vol_mid,-0.03123,0.10637,-0.2936,-4.878,276,0.4094,289.0,
37,rvgi_sig,none,,oscillator,10,OOS,overall,-0.05551,0.13608,-0.4079,-10.359,645,0.3271,,
37,rvgi_sig,none,,oscillator,10,OOS,vol_high,-0.07781,0.17948,-0.4335,-6.758,243,0.3086,243.0,
37,rvgi_sig,none,,oscillator,10,OOS,vol_low,-0.04772,0.08946,-0.5335,-6.832,164,0.311,168.0,
37,rvgi_sig,none,,oscillator,10,OOS,vol_mid,-0.0381,0.1052,-0.3622,-5.587,238,0.3571,248.0,
37,rvgi_sig,none,,oscillator,20,IS,overall,-0.04487,0.12333,-0.3638,-9.708,712,0.3933,,
37,rvgi_sig,none,,oscillator,20,IS,vol_high,-0.05284,0.12931,-0.4086,-5.233,164,0.3232,164.0,
37,rvgi_sig,none,,oscillator,20,IS,vol_low,-0.04494,0.12712,-0.3536,-5.831,272,0.4338,274.0,
37,rvgi_sig,none,,oscillator,20,IS,vol_mid,-0.04006,0.11588,-0.3457,-5.744,276,0.3949,289.0,
37,rvgi_sig,none,,oscillator,20,OOS,overall,-0.06763,0.13687,-0.4941,-12.49,639,0.3192,,
37,rvgi_sig,none,,oscillator,20,OOS,vol_high,-0.10074,0.17793,-0.5662,-8.789,241,0.2697,243.0,
37,rvgi_sig,none,,oscillator,20,OOS,vol_low,-0.05717,0.08785,-0.6507,-8.334,164,0.2927,168.0,
37,rvgi_sig,none,,oscillator,20,OOS,vol_mid,-0.04085,0.10658,-0.3833,-5.864,234,0.3889,248.0,
38,vim_14,none,,oscillator,5,IS,overall,0.0328,0.11934,0.2748,7.338,713,0.5989,,
38,vim_14,none,,oscillator,5,IS,vol_high,0.03619,0.12167,0.2974,3.809,164,0.622,164.0,
38,vim_14,none,,oscillator,5,IS,vol_low,0.03744,0.12228,0.3062,5.05,272,0.5846,274.0,
38,vim_14,none,,oscillator,5,IS,vol_mid,0.02623,0.11509,0.2279,3.793,277,0.5993,289.0,
38,vim_14,none,,oscillator,5,OOS,overall,0.05437,0.15038,0.3616,9.183,645,0.6651,,
38,vim_14,none,,oscillator,5,OOS,vol_high,0.07391,0.19741,0.3744,5.837,243,0.6708,243.0,
38,vim_14,none,,oscillator,5,OOS,vol_low,0.04778,0.09428,0.5068,6.491,164,0.6829,168.0,
38,vim_14,none,,oscillator,5,OOS,vol_mid,0.03896,0.12199,0.3194,4.927,238,0.6471,248.0,
38,vim_14,none,,oscillator,10,IS,overall,0.03122,0.12319,0.2534,6.767,713,0.568,,
38,vim_14,none,,oscillator,10,IS,vol_high,0.0305,0.12556,0.2429,3.111,164,0.5671,164.0,
38,vim_14,none,,oscillator,10,IS,vol_low,0.03492,0.12245,0.2852,4.704,272,0.5772,274.0,
38,vim_14,none,,oscillator,10,IS,vol_mid,0.02801,0.12286,0.228,3.795,277,0.5596,289.0,
38,vim_14,none,,oscillator,10,OOS,overall,0.06371,0.14372,0.4433,11.259,645,0.7008,,
38,vim_14,none,,oscillator,10,OOS,vol_high,0.09131,0.18709,0.4881,7.608,243,0.7284,243.0,
38,vim_14,none,,oscillator,10,OOS,vol_low,0.06007,0.0871,0.6896,8.831,164,0.7805,168.0,
38,vim_14,none,,oscillator,10,OOS,vol_mid,0.03805,0.11713,0.3248,5.011,238,0.6176,248.0,
38,vim_14,none,,oscillator,20,IS,overall,0.04192,0.12635,0.3318,8.86,713,0.6129,,
38,vim_14,none,,oscillator,20,IS,vol_high,0.05936,0.12186,0.4871,6.238,164,0.7012,164.0,
38,vim_14,none,,oscillator,20,IS,vol_low,0.03621,0.12863,0.2815,4.642,272,0.5735,274.0,
38,vim_14,none,,oscillator,20,IS,vol_mid,0.03721,0.12621,0.2948,4.907,277,0.5993,289.0,
38,vim_14,none,,oscillator,20,OOS,overall,0.07357,0.14419,0.5102,12.897,639,0.7027,,
38,vim_14,none,,oscillator,20,OOS,vol_high,0.11868,0.18404,0.6449,10.011,241,0.7801,243.0,
38,vim_14,none,,oscillator,20,OOS,vol_low,0.05914,0.08654,0.6833,8.751,164,0.7439,168.0,
38,vim_14,none,,oscillator,20,OOS,vol_mid,0.03722,0.115,0.3236,4.95,234,0.594,248.0,
39,rsi_6,f_screened,FCT-TECH-066,oscillator,5,IS,overall,-0.03177,0.12345,-0.2573,-6.934,726,0.4091,,
39,rsi_6,f_screened,FCT-TECH-066,oscillator,5,IS,vol_high,-0.03988,0.12691,-0.3142,-4.024,164,0.3415,164.0,
39,rsi_6,f_screened,FCT-TECH-066,oscillator,5,IS,vol_low,-0.03907,0.11936,-0.3274,-5.409,273,0.3919,274.0,
39,rsi_6,f_screened,FCT-TECH-066,oscillator,5,IS,vol_mid,-0.02027,0.12479,-0.1624,-2.761,289,0.4637,289.0,
39,rsi_6,f_screened,FCT-TECH-066,oscillator,5,OOS,overall,-0.04753,0.14914,-0.3187,-8.144,653,0.3645,,
39,rsi_6,f_screened,FCT-TECH-066,oscillator,5,OOS,vol_high,-0.06748,0.19369,-0.3484,-5.431,243,0.358,243.0,
39,rsi_6,f_screened,FCT-TECH-066,oscillator,5,OOS,vol_low,-0.03822,0.10703,-0.3571,-4.573,164,0.3659,168.0,
39,rsi_6,f_screened,FCT-TECH-066,oscillator,5,OOS,vol_mid,-0.03402,0.1178,-0.2888,-4.53,246,0.3699,248.0,
39,rsi_6,f_screened,FCT-TECH-066,oscillator,10,IS,overall,-0.02731,0.12644,-0.216,-5.819,726,0.4366,,
39,rsi_6,f_screened,FCT-TECH-066,oscillator,10,IS,vol_high,-0.02839,0.13305,-0.2134,-2.733,164,0.4024,164.0,
39,rsi_6,f_screened,FCT-TECH-066,oscillator,10,IS,vol_low,-0.03454,0.1187,-0.291,-4.808,273,0.3883,274.0,
39,rsi_6,f_screened,FCT-TECH-066,oscillator,10,IS,vol_mid,-0.01987,0.12967,-0.1532,-2.604,289,0.5017,289.0,
39,rsi_6,f_screened,FCT-TECH-066,oscillator,10,OOS,overall,-0.04989,0.14398,-0.3465,-8.821,648,0.3565,,
39,rsi_6,f_screened,FCT-TECH-066,oscillator,10,OOS,vol_high,-0.07465,0.18313,-0.4076,-6.354,243,0.3416,243.0,
39,rsi_6,f_screened,FCT-TECH-066,oscillator,10,OOS,vol_low,-0.03884,0.0997,-0.3896,-4.989,164,0.372,168.0,
39,rsi_6,f_screened,FCT-TECH-066,oscillator,10,OOS,vol_mid,-0.03245,0.11963,-0.2713,-4.211,241,0.361,248.0,
39,rsi_6,f_screened,FCT-TECH-066,oscillator,20,IS,overall,-0.02962,0.12692,-0.2334,-6.289,726,0.4435,,
39,rsi_6,f_screened,FCT-TECH-066,oscillator,20,IS,vol_high,-0.04199,0.12201,-0.3442,-4.408,164,0.378,164.0,
39,rsi_6,f_screened,FCT-TECH-066,oscillator,20,IS,vol_low,-0.03661,0.1264,-0.2897,-4.786,273,0.4212,274.0,
39,rsi_6,f_screened,FCT-TECH-066,oscillator,20,IS,vol_mid,-0.016,0.12929,-0.1237,-2.104,289,0.5017,289.0,
39,rsi_6,f_screened,FCT-TECH-066,oscillator,20,OOS,overall,-0.05655,0.14102,-0.401,-10.137,639,0.3599,,
39,rsi_6,f_screened,FCT-TECH-066,oscillator,20,OOS,vol_high,-0.09899,0.17855,-0.5544,-8.606,241,0.2822,243.0,
39,rsi_6,f_screened,FCT-TECH-066,oscillator,20,OOS,vol_low,-0.03773,0.1055,-0.3576,-4.58,164,0.372,168.0,
39,rsi_6,f_screened,FCT-TECH-066,oscillator,20,OOS,vol_mid,-0.02604,0.10384,-0.2507,-3.836,234,0.4316,248.0,
40,uos,none,,oscillator,5,IS,overall,-0.02255,0.10608,-0.2125,-5.623,700,0.4143,,
40,uos,none,,oscillator,5,IS,vol_high,-0.02915,0.11352,-0.2568,-3.289,164,0.3659,164.0,
40,uos,none,,oscillator,5,IS,vol_low,-0.02904,0.10596,-0.2741,-4.52,272,0.4007,274.0,
40,uos,none,,oscillator,5,IS,vol_mid,-0.01175,0.10081,-0.1165,-1.894,264,0.4583,289.0,
40,uos,none,,oscillator,5,OOS,overall,-0.02314,0.15065,-0.1536,-3.901,645,0.4527,,
40,uos,none,,oscillator,5,OOS,vol_high,-0.03758,0.19877,-0.189,-2.947,243,0.4568,243.0,
40,uos,none,,oscillator,5,OOS,vol_low,-0.02378,0.10233,-0.2323,-2.975,164,0.4085,168.0,
40,uos,none,,oscillator,5,OOS,vol_mid,-0.00797,0.11695,-0.0681,-1.051,238,0.479,248.0,
40,uos,none,,oscillator,10,IS,overall,-0.02149,0.1055,-0.2037,-5.388,700,0.4257,,
40,uos,none,,oscillator,10,IS,vol_high,-0.02107,0.11503,-0.1832,-2.346,164,0.4085,164.0,
40,uos,none,,oscillator,10,IS,vol_low,-0.02865,0.10253,-0.2794,-4.608,272,0.4118,274.0,
40,uos,none,,oscillator,10,IS,vol_mid,-0.01437,0.1022,-0.1406,-2.284,264,0.4508,289.0,
40,uos,none,,oscillator,10,OOS,overall,-0.02724,0.1413,-0.1928,-4.895,645,0.4264,,
40,uos,none,,oscillator,10,OOS,vol_high,-0.04271,0.18417,-0.2319,-3.615,243,0.4074,243.0,
40,uos,none,,oscillator,10,OOS,vol_low,-0.02878,0.10452,-0.2754,-3.527,164,0.4207,168.0,
40,uos,none,,oscillator,10,OOS,vol_mid,-0.01037,0.10758,-0.0964,-1.487,238,0.4496,248.0,
40,uos,none,,oscillator,20,IS,overall,-0.02149,0.11077,-0.194,-5.133,700,0.4529,,
40,uos,none,,oscillator,20,IS,vol_high,-0.02655,0.11032,-0.2407,-3.082,164,0.4024,164.0,
40,uos,none,,oscillator,20,IS,vol_low,-0.03161,0.11258,-0.2808,-4.631,272,0.4191,274.0,
40,uos,none,,oscillator,20,IS,vol_mid,-0.00791,0.10817,-0.0732,-1.189,264,0.5189,289.0,
40,uos,none,,oscillator,20,OOS,overall,-0.03752,0.13145,-0.2854,-7.215,639,0.4241,,
40,uos,none,,oscillator,20,OOS,vol_high,-0.05963,0.16408,-0.3634,-5.642,241,0.3942,243.0,
40,uos,none,,oscillator,20,OOS,vol_low,-0.04337,0.11029,-0.3933,-5.036,164,0.3537,168.0,
40,uos,none,,oscillator,20,OOS,vol_mid,-0.01064,0.0991,-0.1074,-1.643,234,0.5043,248.0,
41,psy_12,none,,oscillator,5,IS,overall,-0.01863,0.09177,-0.203,-5.429,715,0.4406,,
41,psy_12,none,,oscillator,5,IS,vol_high,-0.01124,0.09039,-0.1243,-1.592,164,0.4329,164.0,
41,psy_12,none,,oscillator,5,IS,vol_low,-0.02415,0.09712,-0.2487,-4.101,272,0.4522,274.0,
41,psy_12,none,,oscillator,5,IS,vol_mid,-0.0176,0.08707,-0.2021,-3.376,279,0.4337,289.0,
41,psy_12,none,,oscillator,5,OOS,overall,-0.02362,0.11833,-0.1997,-5.071,645,0.4124,,
41,psy_12,none,,oscillator,5,OOS,vol_high,-0.02659,0.16138,-0.1647,-2.568,243,0.4362,243.0,
41,psy_12,none,,oscillator,5,OOS,vol_low,-0.02265,0.07174,-0.3157,-4.043,164,0.3902,168.0,
41,psy_12,none,,oscillator,5,OOS,vol_mid,-0.02127,0.08888,-0.2394,-3.693,238,0.4034,248.0,
41,psy_12,none,,oscillator,10,IS,overall,-0.01558,0.09501,-0.164,-4.386,715,0.4727,,
41,psy_12,none,,oscillator,10,IS,vol_high,-0.00388,0.09899,-0.0392,-0.503,164,0.5061,164.0,
41,psy_12,none,,oscillator,10,IS,vol_low,-0.02328,0.09328,-0.2496,-4.116,272,0.4412,274.0,
41,psy_12,none,,oscillator,10,IS,vol_mid,-0.01496,0.0939,-0.1593,-2.66,279,0.4839,289.0,
41,psy_12,none,,oscillator,10,OOS,overall,-0.02488,0.11858,-0.2098,-5.328,645,0.3953,,
41,psy_12,none,,oscillator,10,OOS,vol_high,-0.02584,0.16019,-0.1613,-2.515,243,0.4115,243.0,
41,psy_12,none,,oscillator,10,OOS,vol_low,-0.02976,0.07441,-0.4,-5.122,164,0.3659,168.0,
41,psy_12,none,,oscillator,10,OOS,vol_mid,-0.02053,0.09034,-0.2272,-3.505,238,0.3992,248.0,
41,psy_12,none,,oscillator,20,IS,overall,-0.02057,0.10218,-0.2013,-5.382,715,0.4503,,
41,psy_12,none,,oscillator,20,IS,vol_high,-0.01759,0.10311,-0.1706,-2.184,164,0.439,164.0,
41,psy_12,none,,oscillator,20,IS,vol_low,-0.02029,0.09936,-0.2042,-3.368,272,0.4632,274.0,
41,psy_12,none,,oscillator,20,IS,vol_mid,-0.02259,0.10464,-0.2159,-3.605,279,0.4444,289.0,
41,psy_12,none,,oscillator,20,OOS,overall,-0.0356,0.11586,-0.3073,-7.767,639,0.4163,,
41,psy_12,none,,oscillator,20,OOS,vol_high,-0.04945,0.15722,-0.3145,-4.883,241,0.4108,243.0,
41,psy_12,none,,oscillator,20,OOS,vol_low,-0.02626,0.07079,-0.371,-4.751,164,0.3659,168.0,
41,psy_12,none,,oscillator,20,OOS,vol_mid,-0.02788,0.08644,-0.3225,-4.934,234,0.4573,248.0,
42,rsi_divergence,none,,signal,5,IS,overall,-0.00266,0.03281,-0.0809,-2.167,717,0.4589,,
42,rsi_divergence,none,,signal,5,IS,vol_high,-0.00176,0.03135,-0.0562,-0.72,164,0.4695,164.0,
42,rsi_divergence,none,,signal,5,IS,vol_low,-0.00384,0.03518,-0.1091,-1.799,272,0.4485,274.0,
42,rsi_divergence,none,,signal,5,IS,vol_mid,-0.00203,0.03131,-0.0649,-1.088,281,0.4626,289.0,
42,rsi_divergence,none,,signal,5,OOS,overall,-0.00316,0.03654,-0.0866,-2.209,651,0.4547,,
42,rsi_divergence,none,,signal,5,OOS,vol_high,-0.00486,0.04474,-0.1085,-1.685,241,0.4191,243.0,
42,rsi_divergence,none,,signal,5,OOS,vol_low,0.00161,0.03198,0.0503,0.644,164,0.5427,168.0,
42,rsi_divergence,none,,signal,5,OOS,vol_mid,-0.00469,0.02968,-0.1579,-2.477,246,0.4309,248.0,
42,rsi_divergence,none,,signal,10,IS,overall,-0.00454,0.03238,-0.1402,-3.754,717,0.4351,,
42,rsi_divergence,none,,signal,10,IS,vol_high,-0.00521,0.0282,-0.1847,-2.365,164,0.439,164.0,
42,rsi_divergence,none,,signal,10,IS,vol_low,-0.00446,0.03515,-0.127,-2.094,272,0.4338,274.0,
42,rsi_divergence,none,,signal,10,IS,vol_mid,-0.00422,0.03196,-0.1321,-2.214,281,0.4342,289.0,
42,rsi_divergence,none,,signal,10,OOS,overall,-0.00527,0.03633,-0.145,-3.689,647,0.4405,,
42,rsi_divergence,none,,signal,10,OOS,vol_high,-0.00823,0.04635,-0.1776,-2.758,241,0.4025,243.0,
42,rsi_divergence,none,,signal,10,OOS,vol_low,-0.00111,0.03041,-0.0364,-0.466,164,0.5244,168.0,
42,rsi_divergence,none,,signal,10,OOS,vol_mid,-0.00514,0.02744,-0.1873,-2.913,242,0.4215,248.0,
42,rsi_divergence,none,,signal,20,IS,overall,-0.0065,0.03322,-0.1955,-5.236,717,0.4086,,
42,rsi_divergence,none,,signal,20,IS,vol_high,-0.01046,0.02733,-0.3826,-4.9,164,0.3415,164.0,
42,rsi_divergence,none,,signal,20,IS,vol_low,-0.00455,0.03478,-0.1309,-2.159,272,0.4191,274.0,
42,rsi_divergence,none,,signal,20,IS,vol_mid,-0.00606,0.03469,-0.1748,-2.93,281,0.4377,289.0,
42,rsi_divergence,none,,signal,20,OOS,overall,-0.00615,0.0358,-0.1717,-4.333,637,0.416,,
42,rsi_divergence,none,,signal,20,OOS,vol_high,-0.00993,0.04449,-0.2233,-3.451,239,0.3598,243.0,
42,rsi_divergence,none,,signal,20,OOS,vol_low,-0.00349,0.02968,-0.1177,-1.507,164,0.4634,168.0,
42,rsi_divergence,none,,signal,20,OOS,vol_mid,-0.00414,0.02891,-0.1431,-2.189,234,0.4402,248.0,
43,wr_14,f_screened,FCT-TECH-063,oscillator,5,IS,overall,0.02124,0.12028,0.1766,4.719,714,0.5616,,
43,wr_14,f_screened,FCT-TECH-063,oscillator,5,IS,vol_high,0.02663,0.12705,0.2096,2.684,164,0.5976,164.0,
43,wr_14,f_screened,FCT-TECH-063,oscillator,5,IS,vol_low,0.02988,0.11564,0.2584,4.261,272,0.5846,274.0,
43,wr_14,f_screened,FCT-TECH-063,oscillator,5,IS,vol_mid,0.00962,0.12012,0.0801,1.335,278,0.518,289.0,
43,wr_14,f_screened,FCT-TECH-063,oscillator,5,OOS,overall,0.02815,0.14541,0.1936,4.917,645,0.5783,,
43,wr_14,f_screened,FCT-TECH-063,oscillator,5,OOS,vol_high,0.0448,0.18867,0.2374,3.701,243,0.6091,243.0,
43,wr_14,f_screened,FCT-TECH-063,oscillator,5,OOS,vol_low,0.01827,0.10939,0.1671,2.139,164,0.5427,168.0,
43,wr_14,f_screened,FCT-TECH-063,oscillator,5,OOS,vol_mid,0.01796,0.11144,0.1611,2.486,238,0.5714,248.0,
43,wr_14,f_screened,FCT-TECH-063,oscillator,10,IS,overall,0.01645,0.12323,0.1335,3.567,714,0.5322,,
43,wr_14,f_screened,FCT-TECH-063,oscillator,10,IS,vol_high,0.01328,0.13277,0.1,1.281,164,0.561,164.0,
43,wr_14,f_screened,FCT-TECH-063,oscillator,10,IS,vol_low,0.02567,0.11295,0.2273,3.748,272,0.5735,274.0,
43,wr_14,f_screened,FCT-TECH-063,oscillator,10,IS,vol_mid,0.0093,0.12685,0.0733,1.222,278,0.4748,289.0,
43,wr_14,f_screened,FCT-TECH-063,oscillator,10,OOS,overall,0.03061,0.13699,0.2234,5.675,645,0.5845,,
43,wr_14,f_screened,FCT-TECH-063,oscillator,10,OOS,vol_high,0.05216,0.17421,0.2994,4.667,243,0.6049,243.0,
43,wr_14,f_screened,FCT-TECH-063,oscillator,10,OOS,vol_low,0.02262,0.10167,0.2225,2.849,164,0.561,168.0,
43,wr_14,f_screened,FCT-TECH-063,oscillator,10,OOS,vol_mid,0.01412,0.11001,0.1283,1.98,238,0.5798,248.0,
43,wr_14,f_screened,FCT-TECH-063,oscillator,20,IS,overall,0.01964,0.12089,0.1625,4.342,714,0.5406,,
43,wr_14,f_screened,FCT-TECH-063,oscillator,20,IS,vol_high,0.02378,0.12297,0.1934,2.477,164,0.5976,164.0,
43,wr_14,f_screened,FCT-TECH-063,oscillator,20,IS,vol_low,0.02625,0.11746,0.2235,3.686,272,0.5699,274.0,
43,wr_14,f_screened,FCT-TECH-063,oscillator,20,IS,vol_mid,0.01074,0.12284,0.0874,1.457,278,0.4784,289.0,
43,wr_14,f_screened,FCT-TECH-063,oscillator,20,OOS,overall,0.0422,0.13246,0.3185,8.052,639,0.6072,,
43,wr_14,f_screened,FCT-TECH-063,oscillator,20,OOS,vol_high,0.07948,0.16303,0.4875,7.568,241,0.6971,243.0,
43,wr_14,f_screened,FCT-TECH-063,oscillator,20,OOS,vol_low,0.02814,0.10698,0.263,3.368,164,0.6098,168.0,
43,wr_14,f_screened,FCT-TECH-063,oscillator,20,OOS,vol_mid,0.01365,0.10133,0.1347,2.061,234,0.5128,248.0,
44,vip_14,none,,oscillator,5,IS,overall,-0.019,0.12107,-0.1569,-4.191,713,0.4446,,
44,vip_14,none,,oscillator,5,IS,vol_high,-0.01375,0.1251,-0.1099,-1.407,164,0.4207,164.0,
44,vip_14,none,,oscillator,5,IS,vol_low,-0.02834,0.12407,-0.2284,-3.767,272,0.4559,274.0,
44,vip_14,none,,oscillator,5,IS,vol_mid,-0.01294,0.1154,-0.1121,-1.866,277,0.4477,289.0,
44,vip_14,none,,oscillator,5,OOS,overall,-0.03754,0.15542,-0.2415,-6.134,645,0.4,,
44,vip_14,none,,oscillator,5,OOS,vol_high,-0.05976,0.20409,-0.2928,-4.564,243,0.3704,243.0,
44,vip_14,none,,oscillator,5,OOS,vol_low,-0.02398,0.10074,-0.2381,-3.049,164,0.4512,168.0,
44,vip_14,none,,oscillator,5,OOS,vol_mid,-0.02419,0.12375,-0.1955,-3.016,238,0.395,248.0,
44,vip_14,none,,oscillator,10,IS,overall,-0.01652,0.12485,-0.1323,-3.534,713,0.4797,,
44,vip_14,none,,oscillator,10,IS,vol_high,-0.00818,0.1306,-0.0626,-0.802,164,0.4878,164.0,
44,vip_14,none,,oscillator,10,IS,vol_low,-0.02368,0.12254,-0.1933,-3.188,272,0.4669,274.0,
44,vip_14,none,,oscillator,10,IS,vol_mid,-0.01443,0.12369,-0.1167,-1.942,277,0.4874,289.0,
44,vip_14,none,,oscillator,10,OOS,overall,-0.04472,0.1511,-0.296,-7.517,645,0.3845,,
44,vip_14,none,,oscillator,10,OOS,vol_high,-0.07597,0.19502,-0.3895,-6.072,243,0.3539,243.0,
44,vip_14,none,,oscillator,10,OOS,vol_low,-0.03682,0.0991,-0.3715,-4.758,164,0.3598,168.0,
44,vip_14,none,,oscillator,10,OOS,vol_mid,-0.01826,0.12126,-0.1506,-2.323,238,0.4328,248.0,
44,vip_14,none,,oscillator,20,IS,overall,-0.02703,0.12918,-0.2092,-5.586,713,0.4446,,
44,vip_14,none,,oscillator,20,IS,vol_high,-0.04115,0.13056,-0.3151,-4.036,164,0.3537,164.0,
44,vip_14,none,,oscillator,20,IS,vol_low,-0.02326,0.13159,-0.1768,-2.915,272,0.4743,274.0,
44,vip_14,none,,oscillator,20,IS,vol_mid,-0.02236,0.12578,-0.1778,-2.959,277,0.4693,289.0,
44,vip_14,none,,oscillator,20,OOS,overall,-0.05613,0.14935,-0.3758,-9.499,639,0.3693,,
44,vip_14,none,,oscillator,20,OOS,vol_high,-0.1042,0.19192,-0.5429,-8.428,241,0.3112,243.0,
44,vip_14,none,,oscillator,20,OOS,vol_low,-0.03989,0.09221,-0.4326,-5.54,164,0.3476,168.0,
44,vip_14,none,,oscillator,20,OOS,vol_mid,-0.01799,0.11469,-0.1569,-2.399,234,0.4444,248.0,
45,squeeze_on,none,,signal,5,IS,overall,-0.00546,0.04704,-0.116,-3.087,708,0.4364,,
45,squeeze_on,none,,signal,5,IS,vol_high,-0.01264,0.0472,-0.2678,-3.43,164,0.3537,164.0,
45,squeeze_on,none,,signal,5,IS,vol_low,-0.00319,0.04755,-0.0672,-1.108,272,0.4853,274.0,
45,squeeze_on,none,,signal,5,IS,vol_mid,-0.00339,0.04616,-0.0734,-1.211,272,0.4375,289.0,
45,squeeze_on,none,,signal,5,OOS,overall,0.00302,0.06031,0.0501,1.281,654,0.5321,,
45,squeeze_on,none,,signal,5,OOS,vol_high,-0.00651,0.06733,-0.0966,-1.506,243,0.4938,243.0,
45,squeeze_on,none,,signal,5,OOS,vol_low,0.02928,0.04402,0.6652,8.518,164,0.7256,168.0,
45,squeeze_on,none,,signal,5,OOS,vol_mid,-0.00504,0.05741,-0.0878,-1.38,247,0.4413,248.0,
45,squeeze_on,none,,signal,10,IS,overall,-0.00598,0.04806,-0.1244,-3.311,708,0.4421,,
45,squeeze_on,none,,signal,10,IS,vol_high,-0.02125,0.05066,-0.4194,-5.371,164,0.3232,164.0,
45,squeeze_on,none,,signal,10,IS,vol_low,0.00249,0.0475,0.0524,0.864,272,0.5,274.0,
45,squeeze_on,none,,signal,10,IS,vol_mid,-0.00524,0.04486,-0.1169,-1.927,272,0.4559,289.0,
45,squeeze_on,none,,signal,10,OOS,overall,0.00209,0.05699,0.0367,0.936,649,0.547,,
45,squeeze_on,none,,signal,10,OOS,vol_high,-0.01565,0.06009,-0.2605,-4.061,243,0.4156,243.0,
45,squeeze_on,none,,signal,10,OOS,vol_low,0.02778,0.04066,0.6832,8.749,164,0.7683,168.0,
45,squeeze_on,none,,signal,10,OOS,vol_mid,0.00251,0.05677,0.0442,0.688,242,0.5289,248.0,
45,squeeze_on,none,,signal,20,IS,overall,-0.0074,0.04807,-0.154,-4.097,708,0.4251,,
45,squeeze_on,none,,signal,20,IS,vol_high,-0.02627,0.05148,-0.5103,-6.535,164,0.3171,164.0,
45,squeeze_on,none,,signal,20,IS,vol_low,0.00427,0.0466,0.0916,1.511,272,0.5221,274.0,
45,squeeze_on,none,,signal,20,IS,vol_mid,-0.0077,0.04372,-0.1761,-2.904,272,0.3934,289.0,
45,squeeze_on,none,,signal,20,OOS,overall,0.00017,0.05617,0.0031,0.077,639,0.4664,,
45,squeeze_on,none,,signal,20,OOS,vol_high,-0.0218,0.04716,-0.4622,-7.176,241,0.3237,243.0,
45,squeeze_on,none,,signal,20,OOS,vol_low,0.02586,0.04772,0.5419,6.94,164,0.6463,168.0,
45,squeeze_on,none,,signal,20,OOS,vol_mid,0.0048,0.06139,0.0781,1.195,234,0.4872,248.0,
46,psy_ma6,none,,oscillator,5,IS,overall,-0.01203,0.09505,-0.1266,-3.373,710,0.4662,,
46,psy_ma6,none,,oscillator,5,IS,vol_high,-0.00208,0.09785,-0.0212,-0.272,164,0.4756,164.0,
46,psy_ma6,none,,oscillator,5,IS,vol_low,-0.01718,0.09965,-0.1724,-2.844,272,0.4559,274.0,
46,psy_ma6,none,,oscillator,5,IS,vol_mid,-0.01288,0.08832,-0.1458,-2.414,274,0.4708,289.0,
46,psy_ma6,none,,oscillator,5,OOS,overall,-0.01878,0.12131,-0.1548,-3.931,645,0.4186,,
46,psy_ma6,none,,oscillator,5,OOS,vol_high,-0.02189,0.1628,-0.1345,-2.096,243,0.4444,243.0,
46,psy_ma6,none,,oscillator,5,OOS,vol_low,-0.01949,0.0742,-0.2627,-3.364,164,0.3598,168.0,
46,psy_ma6,none,,oscillator,5,OOS,vol_mid,-0.0151,0.09546,-0.1582,-2.44,238,0.4328,248.0,
46,psy_ma6,none,,oscillator,10,IS,overall,-0.01179,0.09594,-0.1229,-3.275,710,0.507,,
46,psy_ma6,none,,oscillator,10,IS,vol_high,0.00075,0.10077,0.0075,0.096,164,0.5427,164.0,
46,psy_ma6,none,,oscillator,10,IS,vol_low,-0.01657,0.09556,-0.1734,-2.86,272,0.4963,274.0,
46,psy_ma6,none,,oscillator,10,IS,vol_mid,-0.01456,0.093,-0.1565,-2.591,274,0.4964,289.0,
46,psy_ma6,none,,oscillator,10,OOS,overall,-0.02502,0.11923,-0.2099,-5.331,645,0.4062,,
46,psy_ma6,none,,oscillator,10,OOS,vol_high,-0.02971,0.15824,-0.1877,-2.927,243,0.428,243.0,
46,psy_ma6,none,,oscillator,10,OOS,vol_low,-0.03016,0.07944,-0.3797,-4.862,164,0.3415,168.0,
46,psy_ma6,none,,oscillator,10,OOS,vol_mid,-0.0167,0.09278,-0.18,-2.777,238,0.4286,248.0,
