col,prior_coverage,norm_class,window,bucket,horizon,ic_mean,ic_std,ic_ir,ic_t,n_days,pct_pos,median_xsec_n
gmma_l60,none,PX,IS,overall,10,0.06121,0.14036,0.4361,11.751,726,0.6653,4581
gmma_l60,none,PX,IS,overall,20,0.07533,0.14305,0.5266,14.189,726,0.6763,4581
gmma_l60,none,PX,IS,vol_high,5,0.05915,0.15013,0.394,5.03,163,0.6319,4581
gmma_l60,none,PX,IS,vol_high,10,0.06833,0.13689,0.4992,6.373,163,0.6687,4581
gmma_l60,none,PX,IS,vol_high,20,0.10303,0.12389,0.8317,10.618,163,0.773,4581
gmma_l60,none,PX,IS,vol_low,5,0.05496,0.12684,0.4333,7.159,273,0.6703,4581
gmma_l60,none,PX,IS,vol_low,10,0.06122,0.134,0.4568,7.548,273,0.6813,4581
gmma_l60,none,PX,IS,vol_low,20,0.07941,0.13853,0.5733,9.472,273,0.707,4581
gmma_l60,none,PX,IS,vol_mid,5,0.04649,0.14742,0.3154,5.371,290,0.5931,4581
gmma_l60,none,PX,IS,vol_mid,10,0.05721,0.14823,0.3859,6.572,290,0.6483,4581
gmma_l60,none,PX,IS,vol_mid,20,0.05592,0.15442,0.3621,6.167,290,0.5931,4581
gmma_l60,none,PX,OOS,overall,5,0.07426,0.17459,0.4254,10.878,654,0.6575,4581
gmma_l60,none,PX,OOS,overall,10,0.08679,0.17063,0.5087,12.958,649,0.6826,4581
gmma_l60,none,PX,OOS,overall,20,0.10211,0.17033,0.5994,15.153,639,0.7387,4581
gmma_l60,none,PX,OOS,vol_high,5,0.09584,0.22595,0.4242,6.544,238,0.6303,4581
gmma_l60,none,PX,OOS,vol_high,10,0.11938,0.21985,0.543,8.377,238,0.6765,4581
gmma_l60,none,PX,OOS,vol_high,20,0.15919,0.21503,0.7403,11.373,236,0.7966,4581
gmma_l60,none,PX,OOS,vol_low,5,0.04872,0.13745,0.3545,4.54,164,0.6463,4581
gmma_l60,none,PX,OOS,vol_low,10,0.05656,0.12617,0.4483,5.741,164,0.6585,4581
gmma_l60,none,PX,OOS,vol_low,20,0.0769,0.11823,0.6504,8.33,164,0.75,4581
gmma_l60,none,PX,OOS,vol_mid,5,0.0705,0.13395,0.5263,8.355,252,0.6905,4581
gmma_l60,none,PX,OOS,vol_mid,10,0.07546,0.13347,0.5654,8.886,247,0.7045,4581
gmma_l60,none,PX,OOS,vol_mid,20,0.06304,0.13171,0.4786,7.399,239,0.6736,4581
gmma_s10,none,PX,IS,overall,5,0.03616,0.12537,0.2884,7.772,726,0.6074,4581
gmma_s10,none,PX,IS,overall,10,0.0352,0.12642,0.2784,7.501,726,0.5923,4581
gmma_s10,none,PX,IS,overall,20,0.0371,0.12145,0.3055,8.231,726,0.5964,4581
gmma_s10,none,PX,IS,vol_high,5,0.05394,0.13369,0.4035,5.152,163,0.7055,4581
gmma_s10,none,PX,IS,vol_high,10,0.04412,0.13683,0.3224,4.117,163,0.6135,4581
gmma_s10,none,PX,IS,vol_high,20,0.05248,0.11679,0.4494,5.737,163,0.6442,4581
gmma_s10,none,PX,IS,vol_low,5,0.03803,0.11523,0.33,5.453,273,0.6227,4581
gmma_s10,none,PX,IS,vol_low,10,0.03556,0.11425,0.3112,5.143,273,0.619,4581
gmma_s10,none,PX,IS,vol_low,20,0.03929,0.11577,0.3394,5.608,273,0.641,4581
gmma_s10,none,PX,IS,vol_mid,5,0.02441,0.12882,0.1895,3.227,290,0.5379,4581
gmma_s10,none,PX,IS,vol_mid,10,0.02984,0.13131,0.2272,3.87,290,0.5552,4581
gmma_s10,none,PX,IS,vol_mid,20,0.02639,0.12841,0.2055,3.5,290,0.5276,4581
gmma_s10,none,PX,OOS,overall,5,0.04567,0.16356,0.2792,7.141,654,0.6391,4581
gmma_s10,none,PX,OOS,overall,10,0.04751,0.15347,0.3096,7.887,649,0.6518,4581
gmma_s10,none,PX,OOS,overall,20,0.05958,0.14843,0.4014,10.147,639,0.651,4581
gmma_s10,none,PX,OOS,vol_high,5,0.04941,0.21411,0.2308,3.56,238,0.6134,4581
gmma_s10,none,PX,OOS,vol_high,10,0.05667,0.19782,0.2865,4.42,238,0.6176,4581
gmma_s10,none,PX,OOS,vol_high,20,0.08706,0.18184,0.4788,7.355,236,0.7246,4581
gmma_s10,none,PX,OOS,vol_low,5,0.04861,0.12094,0.4019,5.147,164,0.6646,4581
gmma_s10,none,PX,OOS,vol_low,10,0.0491,0.10536,0.466,5.968,164,0.6951,4581
gmma_s10,none,PX,OOS,vol_low,20,0.04582,0.11403,0.4018,5.146,164,0.6524,4581
gmma_s10,none,PX,OOS,vol_mid,5,0.04023,0.12949,0.3107,4.932,252,0.6468,4581
gmma_s10,none,PX,OOS,vol_mid,10,0.03763,0.12964,0.2903,4.562,247,0.6559,4581
gmma_s10,none,PX,OOS,vol_mid,20,0.0419,0.12772,0.3281,5.072,239,0.5774,4581
gmma_s12,none,PX,IS,overall,5,0.03787,0.12622,0.3,8.084,726,0.6116,4581
gmma_s12,none,PX,IS,overall,10,0.03771,0.12732,0.2962,7.98,726,0.5937,4581
gmma_s12,none,PX,IS,overall,20,0.04121,0.12288,0.3354,9.036,726,0.6074,4581
gmma_s12,none,PX,IS,vol_high,5,0.05534,0.13492,0.4102,5.237,163,0.7055,4581
gmma_s12,none,PX,IS,vol_high,10,0.04633,0.13657,0.3392,4.331,163,0.6074,4581
gmma_s12,none,PX,IS,vol_high,20,0.05835,0.11641,0.5012,6.399,163,0.6748,4581
gmma_s12,none,PX,IS,vol_low,5,0.03939,0.11693,0.3369,5.566,273,0.619,4581
gmma_s12,none,PX,IS,vol_low,10,0.03773,0.11692,0.3227,5.332,273,0.6117,4581
gmma_s12,none,PX,IS,vol_low,20,0.04228,0.11879,0.356,5.881,273,0.6484,4581
gmma_s12,none,PX,IS,vol_mid,5,0.02662,0.12881,0.2066,3.519,290,0.5517,4581
gmma_s12,none,PX,IS,vol_mid,10,0.03285,0.13147,0.2499,4.255,290,0.569,4581
gmma_s12,none,PX,IS,vol_mid,20,0.03057,0.12933,0.2364,4.025,290,0.531,4581
gmma_s12,none,PX,OOS,overall,5,0.0496,0.16465,0.3012,7.703,654,0.6468,4581
gmma_s12,none,PX,OOS,overall,10,0.05281,0.15456,0.3417,8.705,649,0.6579,4581
gmma_s12,none,PX,OOS,overall,20,0.06577,0.14943,0.4402,11.127,639,0.6604,4581
gmma_s12,none,PX,OOS,vol_high,5,0.05545,0.21747,0.255,3.934,238,0.6303,4581
gmma_s12,none,PX,OOS,vol_high,10,0.06497,0.20047,0.3241,5.0,238,0.6261,4581
gmma_s12,none,PX,OOS,vol_high,20,0.09699,0.18257,0.5312,8.161,236,0.7415,4581
gmma_s12,none,PX,OOS,vol_low,5,0.05078,0.11804,0.4302,5.51,164,0.6646,4581
gmma_s12,none,PX,OOS,vol_low,10,0.0523,0.10362,0.5047,6.463,164,0.7073,4581
gmma_s12,none,PX,OOS,vol_low,20,0.0496,0.11252,0.4408,5.645,164,0.6524,4581
gmma_s12,none,PX,OOS,vol_mid,5,0.04329,0.12942,0.3345,5.31,252,0.6508,4581
gmma_s12,none,PX,OOS,vol_mid,10,0.04144,0.1297,0.3195,5.021,247,0.6559,4581
gmma_s12,none,PX,OOS,vol_mid,20,0.04604,0.12936,0.3559,5.503,239,0.5858,4581
gmma_s15,none,PX,IS,overall,5,0.04007,0.12782,0.3135,8.446,726,0.6171,4581
gmma_s15,none,PX,IS,overall,10,0.04106,0.12896,0.3184,8.579,726,0.5978,4581
gmma_s15,none,PX,IS,overall,20,0.0466,0.12528,0.372,10.022,726,0.6281,4581
gmma_s15,none,PX,IS,vol_high,5,0.05678,0.13679,0.4151,5.299,163,0.6994,4581
gmma_s15,none,PX,IS,vol_high,10,0.04953,0.1363,0.3634,4.639,163,0.6135,4581
gmma_s15,none,PX,IS,vol_high,20,0.06607,0.11587,0.5702,7.28,163,0.6871,4581
gmma_s15,none,PX,IS,vol_low,5,0.0411,0.11956,0.3437,5.68,273,0.6081,4581
gmma_s15,none,PX,IS,vol_low,10,0.04059,0.12074,0.3362,5.555,273,0.619,4581
gmma_s15,none,PX,IS,vol_low,20,0.04653,0.123,0.3783,6.25,273,0.6593,4581
gmma_s15,none,PX,IS,vol_mid,5,0.0297,0.12953,0.2293,3.905,290,0.5793,4581
gmma_s15,none,PX,IS,vol_mid,10,0.03675,0.13239,0.2776,4.727,290,0.569,4581
gmma_s15,none,PX,IS,vol_mid,20,0.03572,0.13143,0.2718,4.628,290,0.5655,4581
gmma_s15,none,PX,OOS,overall,5,0.05429,0.16567,0.3277,8.381,654,0.656,4581
gmma_s15,none,PX,OOS,overall,10,0.05924,0.15623,0.3792,9.659,649,0.6749,4581
gmma_s15,none,PX,OOS,overall,20,0.07321,0.15116,0.4843,12.242,639,0.6808,4581
gmma_s15,none,PX,OOS,vol_high,5,0.06267,0.22068,0.284,4.381,238,0.6345,4581
gmma_s15,none,PX,OOS,vol_high,10,0.0747,0.20398,0.3662,5.65,238,0.6261,4581
gmma_s15,none,PX,OOS,vol_high,20,0.10865,0.18444,0.5891,9.05,236,0.7415,4581
gmma_s15,none,PX,OOS,vol_low,5,0.05296,0.1147,0.4617,5.913,164,0.6646,4581
gmma_s15,none,PX,OOS,vol_low,10,0.05576,0.10193,0.547,7.005,164,0.7378,4581
gmma_s15,none,PX,OOS,vol_low,20,0.05426,0.11075,0.49,6.275,164,0.6829,4581
gmma_s15,none,PX,OOS,vol_mid,5,0.04725,0.12947,0.3649,5.793,252,0.6706,4581
gmma_s15,none,PX,OOS,vol_mid,10,0.04665,0.13011,0.3586,5.635,247,0.6802,4581
gmma_s15,none,PX,OOS,vol_mid,20,0.0512,0.13148,0.3894,6.02,239,0.6192,4581
gmma_s3,none,PX,IS,overall,5,0.02388,0.12514,0.1908,5.142,726,0.5661,4581
gmma_s3,none,PX,IS,overall,10,0.02028,0.12435,0.1631,4.395,726,0.5344,4581
gmma_s3,none,PX,IS,overall,20,0.01619,0.11974,0.1352,3.644,726,0.5386,4581
gmma_s3,none,PX,IS,vol_high,5,0.0367,0.12409,0.2958,3.776,163,0.638,4581
gmma_s3,none,PX,IS,vol_high,10,0.03253,0.13306,0.2445,3.121,163,0.5828,4581
gmma_s3,none,PX,IS,vol_high,20,0.02468,0.11939,0.2067,2.64,163,0.5828,4581
gmma_s3,none,PX,IS,vol_low,5,0.02327,0.11883,0.1959,3.236,273,0.5568,4581
gmma_s3,none,PX,IS,vol_low,10,0.01928,0.11285,0.1709,2.823,273,0.5495,4581
gmma_s3,none,PX,IS,vol_low,20,0.02018,0.11091,0.182,3.006,273,0.5495,4581
gmma_s3,none,PX,IS,vol_mid,5,0.01724,0.13125,0.1314,2.237,290,0.5345,4581
gmma_s3,none,PX,IS,vol_mid,10,0.01434,0.12946,0.1108,1.886,290,0.4931,4581
gmma_s3,none,PX,IS,vol_mid,20,0.00767,0.12756,0.0601,1.023,290,0.5034,4581
gmma_s3,none,PX,OOS,overall,5,0.02229,0.15913,0.1401,3.582,654,0.5612,4581
gmma_s3,none,PX,OOS,overall,10,0.01885,0.15315,0.1231,3.136,649,0.5639,4581
gmma_s3,none,PX,OOS,overall,20,0.02371,0.14797,0.1603,4.051,639,0.5493,4581
gmma_s3,none,PX,OOS,vol_high,5,0.01588,0.19787,0.0803,1.238,238,0.5462,4581
gmma_s3,none,PX,OOS,vol_high,10,0.01226,0.19282,0.0636,0.981,238,0.5588,4581
gmma_s3,none,PX,OOS,vol_high,20,0.02802,0.18251,0.1535,2.358,236,0.5678,4581
gmma_s3,none,PX,OOS,vol_low,5,0.03414,0.13152,0.2596,3.324,164,0.6037,4581
gmma_s3,none,PX,OOS,vol_low,10,0.03126,0.11339,0.2757,3.531,164,0.5976,4581
gmma_s3,none,PX,OOS,vol_low,20,0.02582,0.11805,0.2187,2.801,164,0.5793,4581
gmma_s3,none,PX,OOS,vol_mid,5,0.02062,0.13245,0.1557,2.472,252,0.5476,4581
gmma_s3,none,PX,OOS,vol_mid,10,0.01696,0.13153,0.129,2.027,247,0.5466,4581
gmma_s3,none,PX,OOS,vol_mid,20,0.01801,0.12729,0.1415,2.188,239,0.5105,4581
gmma_s5,none,PX,IS,overall,5,0.02934,0.1251,0.2346,6.32,726,0.5826,4581
gmma_s5,none,PX,IS,overall,10,0.02656,0.12534,0.2119,5.709,726,0.5537,4581
gmma_s5,none,PX,IS,overall,20,0.0239,0.11964,0.1998,5.383,726,0.5702,4581
gmma_s5,none,PX,IS,vol_high,5,0.04534,0.1288,0.352,4.494,163,0.6442,4581
gmma_s5,none,PX,IS,vol_high,10,0.03756,0.13623,0.2757,3.52,163,0.5951,4581
gmma_s5,none,PX,IS,vol_high,20,0.0347,0.11838,0.2931,3.742,163,0.6196,4581
gmma_s5,none,PX,IS,vol_low,5,0.03079,0.11572,0.2661,4.397,273,0.5897,4581
gmma_s5,none,PX,IS,vol_low,10,0.02693,0.11096,0.2427,4.01,273,0.5751,4581
gmma_s5,none,PX,IS,vol_low,20,0.02888,0.11021,0.2621,4.33,273,0.6117,4581
gmma_s5,none,PX,IS,vol_mid,5,0.01899,0.13078,0.1452,2.473,290,0.5414,4581
gmma_s5,none,PX,IS,vol_mid,10,0.02002,0.13156,0.1522,2.591,290,0.5103,4581
gmma_s5,none,PX,IS,vol_mid,20,0.01314,0.12812,0.1026,1.747,290,0.5034,4581
gmma_s5,none,PX,OOS,overall,5,0.03162,0.15906,0.1988,5.084,654,0.5826,4581
gmma_s5,none,PX,OOS,overall,10,0.02962,0.15211,0.1947,4.961,649,0.5871,4581
gmma_s5,none,PX,OOS,overall,20,0.03748,0.14788,0.2534,6.406,639,0.59,4581
gmma_s5,none,PX,OOS,vol_high,5,0.02813,0.201,0.1399,2.159,238,0.5462,4581
gmma_s5,none,PX,OOS,vol_high,10,0.02814,0.19265,0.146,2.253,238,0.5756,4581
gmma_s5,none,PX,OOS,vol_high,20,0.05045,0.18339,0.2751,4.226,236,0.6483,4581
gmma_s5,none,PX,OOS,vol_low,5,0.04038,0.12832,0.3147,4.03,164,0.6341,4581
gmma_s5,none,PX,OOS,vol_low,10,0.03771,0.11052,0.3413,4.37,164,0.6098,4581
gmma_s5,none,PX,OOS,vol_low,20,0.03332,0.11729,0.2841,3.638,164,0.5976,4581
gmma_s5,none,PX,OOS,vol_mid,5,0.02922,0.13005,0.2247,3.567,252,0.5833,4581
gmma_s5,none,PX,OOS,vol_mid,10,0.02568,0.13053,0.1967,3.092,247,0.583,4581
gmma_s5,none,PX,OOS,vol_mid,20,0.02752,0.12537,0.2195,3.393,239,0.5272,4581
gmma_s8,none,PX,IS,overall,5,0.03407,0.12486,0.2729,7.353,726,0.6129,4581
gmma_s8,none,PX,IS,overall,10,0.03232,0.12582,0.2569,6.922,726,0.5868,4581
gmma_s8,none,PX,IS,overall,20,0.03246,0.12034,0.2698,7.269,726,0.5882,4581
gmma_s8,none,PX,IS,vol_high,5,0.05175,0.13227,0.3912,4.995,163,0.6994,4581
gmma_s8,none,PX,IS,vol_high,10,0.04181,0.13706,0.3051,3.895,163,0.6074,4581
gmma_s8,none,PX,IS,vol_high,20,0.04594,0.11729,0.3917,5.001,163,0.6258,4581
gmma_s8,none,PX,IS,vol_low,5,0.03619,0.11417,0.317,5.238,273,0.6374,4581
gmma_s8,none,PX,IS,vol_low,10,0.03296,0.11199,0.2943,4.863,273,0.6081,4581
gmma_s8,none,PX,IS,vol_low,20,0.03602,0.1129,0.319,5.271,273,0.652,4581
gmma_s8,none,PX,IS,vol_mid,5,0.02214,0.12927,0.1713,2.917,290,0.5414,4581
gmma_s8,none,PX,IS,vol_mid,10,0.02639,0.1315,0.2007,3.418,290,0.5552,4581
gmma_s8,none,PX,IS,vol_mid,20,0.02154,0.12801,0.1683,2.866,290,0.5069,4581
gmma_s8,none,PX,OOS,overall,5,0.04088,0.16183,0.2526,6.46,654,0.6116,4581
gmma_s8,none,PX,OOS,overall,10,0.04121,0.15254,0.2701,6.882,649,0.6225,4581
gmma_s8,none,PX,OOS,overall,20,0.05209,0.14775,0.3526,8.912,639,0.6307,4581
gmma_s8,none,PX,OOS,vol_high,5,0.04207,0.20919,0.2011,3.102,238,0.5882,4581
gmma_s8,none,PX,OOS,vol_high,10,0.04662,0.1952,0.2388,3.685,238,0.6092,4581
gmma_s8,none,PX,OOS,vol_high,20,0.07477,0.18176,0.4114,6.32,236,0.6992,4581
gmma_s8,none,PX,OOS,vol_low,5,0.04575,0.12404,0.3688,4.723,164,0.6402,4581
gmma_s8,none,PX,OOS,vol_low,10,0.04505,0.10736,0.4196,5.374,164,0.6463,4581
gmma_s8,none,PX,OOS,vol_low,20,0.04142,0.11563,0.3582,4.587,164,0.6463,4581
gmma_s8,none,PX,OOS,vol_mid,5,0.03659,0.12955,0.2825,4.484,252,0.6151,4581
gmma_s8,none,PX,OOS,vol_mid,10,0.03343,0.12978,0.2576,4.049,247,0.6194,4581
gmma_s8,none,PX,OOS,vol_mid,20,0.03701,0.12618,0.2933,4.535,239,0.5523,4581
histvol_20,none,RAW,IS,overall,5,-0.08188,0.14348,-0.5707,-15.174,707,0.3027,4581
histvol_20,none,RAW,IS,overall,10,-0.09703,0.14521,-0.6682,-17.767,707,0.2786,4581
histvol_20,none,RAW,IS,overall,20,-0.11659,0.15146,-0.7698,-20.467,707,0.2362,4581
histvol_20,none,RAW,IS,vol_high,5,-0.08875,0.13703,-0.6477,-8.269,163,0.2638,4581
histvol_20,none,RAW,IS,vol_high,10,-0.11944,0.12512,-0.9547,-12.188,163,0.1902,4581
histvol_20,none,RAW,IS,vol_high,20,-0.14187,0.11121,-1.2757,-16.287,163,0.0736,4581
histvol_20,none,RAW,IS,vol_low,5,-0.0858,0.15261,-0.5622,-9.273,272,0.3088,4581
histvol_20,none,RAW,IS,vol_low,10,-0.10555,0.14381,-0.7339,-12.104,272,0.2647,4581
histvol_20,none,RAW,IS,vol_low,20,-0.13802,0.15415,-0.8953,-14.766,272,0.2206,4581
histvol_20,none,RAW,IS,vol_mid,5,-0.07384,0.13787,-0.5356,-8.833,272,0.3199,4581
histvol_20,none,RAW,IS,vol_mid,10,-0.07507,0.15502,-0.4843,-7.987,272,0.3456,4581
histvol_20,none,RAW,IS,vol_mid,20,-0.08001,0.16255,-0.4922,-8.118,272,0.3493,4581
histvol_20,none,RAW,OOS,overall,5,-0.0671,0.22567,-0.2973,-7.551,645,0.3628,4581
histvol_20,none,RAW,OOS,overall,10,-0.07073,0.2215,-0.3193,-8.11,645,0.3535,4581
histvol_20,none,RAW,OOS,overall,20,-0.07967,0.22118,-0.3602,-9.106,639,0.3365,4581
histvol_20,none,RAW,OOS,vol_high,5,-0.03574,0.28622,-0.1249,-1.926,238,0.4454,4581
histvol_20,none,RAW,OOS,vol_high,10,-0.03084,0.27887,-0.1106,-1.706,238,0.4916,4581
histvol_20,none,RAW,OOS,vol_high,20,-0.07657,0.26596,-0.2879,-4.423,236,0.3941,4581
histvol_20,none,RAW,OOS,vol_low,5,-0.10523,0.15854,-0.6637,-8.499,164,0.2378,4581
histvol_20,none,RAW,OOS,vol_low,10,-0.09348,0.14879,-0.6283,-8.046,164,0.2195,4581
histvol_20,none,RAW,OOS,vol_low,20,-0.06852,0.15489,-0.4424,-5.666,164,0.25,4581
histvol_20,none,RAW,OOS,vol_mid,5,-0.07208,0.19077,-0.3778,-5.89,243,0.3663,4581
histvol_20,none,RAW,OOS,vol_mid,10,-0.09445,0.19239,-0.4909,-7.653,243,0.3086,4581
histvol_20,none,RAW,OOS,vol_mid,20,-0.09039,0.21132,-0.4278,-6.613,239,0.3389,4581
hma_16,none,PX,IS,overall,5,0.01781,0.12064,0.1476,3.93,709,0.5501,4581
hma_16,none,PX,IS,overall,10,0.01653,0.11719,0.1411,3.757,709,0.5388,4581
hma_16,none,PX,IS,overall,20,0.00976,0.11447,0.0853,2.271,709,0.5219,4581
hma_16,none,PX,IS,vol_high,5,0.03195,0.12077,0.2645,3.377,163,0.5951,4581
hma_16,none,PX,IS,vol_high,10,0.02837,0.12652,0.2242,2.862,163,0.5583,4581
hma_16,none,PX,IS,vol_high,20,0.01591,0.12059,0.1319,1.684,163,0.5399,4581
hma_16,none,PX,IS,vol_low,5,0.01848,0.11914,0.1551,2.558,272,0.5294,4581
hma_16,none,PX,IS,vol_low,10,0.01524,0.10669,0.1428,2.355,272,0.5331,4581
hma_16,none,PX,IS,vol_low,20,0.01766,0.10435,0.1692,2.791,272,0.5368,4581
hma_16,none,PX,IS,vol_mid,5,0.00873,0.12164,0.0717,1.187,274,0.5438,4581
hma_16,none,PX,IS,vol_mid,10,0.01078,0.12125,0.0889,1.472,274,0.5328,4581
hma_16,none,PX,IS,vol_mid,20,-0.00173,0.11969,-0.0145,-0.239,274,0.4964,4581
hma_16,none,PX,OOS,overall,5,0.01963,0.15243,0.1288,3.271,645,0.5302,4581
hma_16,none,PX,OOS,overall,10,0.01206,0.14136,0.0853,2.167,645,0.5426,4581
hma_16,none,PX,OOS,overall,20,0.01454,0.14245,0.1021,2.58,639,0.5603,4581
hma_16,none,PX,OOS,vol_high,5,0.01042,0.19283,0.054,0.834,238,0.4874,4581
hma_16,none,PX,OOS,vol_high,10,-0.00333,0.18152,-0.0184,-0.283,238,0.5,4581
hma_16,none,PX,OOS,vol_high,20,0.00856,0.1819,0.0471,0.723,236,0.5593,4581
hma_16,none,PX,OOS,vol_low,5,0.03392,0.11752,0.2887,3.697,164,0.6037,4581
hma_16,none,PX,OOS,vol_low,10,0.02549,0.10352,0.2462,3.153,164,0.5976,4581
hma_16,none,PX,OOS,vol_low,20,0.02253,0.1064,0.2118,2.712,164,0.5976,4581
hma_16,none,PX,OOS,vol_mid,5,0.01901,0.12605,0.1508,2.351,243,0.5226,4581
hma_16,none,PX,OOS,vol_mid,10,0.01807,0.11532,0.1567,2.443,243,0.5473,4581
hma_16,none,PX,OOS,vol_mid,20,0.01496,0.11788,0.1269,1.962,239,0.5356,4581
ht_dcperiod,none,RAW,IS,overall,5,-0.00746,0.09876,-0.0756,-1.947,664,0.4819,4580
ht_dcperiod,none,RAW,IS,overall,10,-0.00229,0.09902,-0.0231,-0.595,664,0.488,4580
ht_dcperiod,none,RAW,IS,overall,20,0.00373,0.10269,0.0364,0.937,664,0.5512,4580
ht_dcperiod,none,RAW,IS,vol_high,5,-0.00311,0.11021,-0.0283,-0.326,133,0.5564,4580
ht_dcperiod,none,RAW,IS,vol_high,10,0.01765,0.10921,0.1616,1.864,133,0.6015,4580
ht_dcperiod,none,RAW,IS,vol_high,20,0.02524,0.12089,0.2088,2.408,133,0.6165,4580
ht_dcperiod,none,RAW,IS,vol_low,5,-0.02055,0.09558,-0.215,-3.546,272,0.4228,4580
ht_dcperiod,none,RAW,IS,vol_low,10,-0.01483,0.09338,-0.1589,-2.62,272,0.4154,4580
ht_dcperiod,none,RAW,IS,vol_low,20,-0.00754,0.09535,-0.0791,-1.304,272,0.5037,4580
ht_dcperiod,none,RAW,IS,vol_mid,5,0.00405,0.09449,0.0429,0.69,259,0.5058,4580
ht_dcperiod,none,RAW,IS,vol_mid,10,0.00065,0.09777,0.0067,0.108,259,0.5058,4580
ht_dcperiod,none,RAW,IS,vol_mid,20,0.00453,0.0985,0.046,0.74,259,0.5676,4580
ht_dcperiod,none,RAW,OOS,overall,5,-0.01022,0.12602,-0.0811,-2.059,645,0.4651,4580
ht_dcperiod,none,RAW,OOS,overall,10,-0.01634,0.11646,-0.1403,-3.562,645,0.4434,4580
ht_dcperiod,none,RAW,OOS,overall,20,-0.02386,0.11249,-0.2121,-5.362,639,0.3959,4580
ht_dcperiod,none,RAW,OOS,vol_high,5,-0.00946,0.16524,-0.0573,-0.884,238,0.4412,4580
ht_dcperiod,none,RAW,OOS,vol_high,10,-0.0165,0.14911,-0.1106,-1.707,238,0.4622,4580
ht_dcperiod,none,RAW,OOS,vol_high,20,-0.02983,0.14105,-0.2115,-3.249,236,0.3983,4580
ht_dcperiod,none,RAW,OOS,vol_low,5,-0.00901,0.08511,-0.1058,-1.355,164,0.4756,4580
ht_dcperiod,none,RAW,OOS,vol_low,10,-0.0191,0.08925,-0.214,-2.74,164,0.4329,4580
ht_dcperiod,none,RAW,OOS,vol_low,20,-0.02682,0.09201,-0.2914,-3.732,164,0.3659,4580
ht_dcperiod,none,RAW,OOS,vol_mid,5,-0.01177,0.10313,-0.1141,-1.779,243,0.4815,4580
ht_dcperiod,none,RAW,OOS,vol_mid,10,-0.01431,0.09455,-0.1514,-2.359,243,0.4321,4580
ht_dcperiod,none,RAW,OOS,vol_mid,20,-0.01593,0.09151,-0.1741,-2.691,239,0.4142,4580
ht_dcphase,none,RAW,IS,overall,5,-0.00465,0.02511,-0.1854,-4.776,664,0.4232,4580
ht_dcphase,none,RAW,IS,overall,10,-0.00511,0.02479,-0.2061,-5.311,664,0.4398,4580
ht_dcphase,none,RAW,IS,overall,20,-0.00658,0.02601,-0.2532,-6.524,664,0.4307,4580
ht_dcphase,none,RAW,IS,vol_high,5,-0.00462,0.02769,-0.1669,-1.925,133,0.4286,4580
ht_dcphase,none,RAW,IS,vol_high,10,-0.00635,0.02749,-0.2309,-2.663,133,0.3759,4580
ht_dcphase,none,RAW,IS,vol_high,20,-0.00812,0.02532,-0.3207,-3.698,133,0.3684,4580
ht_dcphase,none,RAW,IS,vol_low,5,-0.00408,0.02635,-0.1547,-2.552,272,0.4522,4580
ht_dcphase,none,RAW,IS,vol_low,10,-0.00556,0.02556,-0.2176,-3.588,272,0.4779,4580
ht_dcphase,none,RAW,IS,vol_low,20,-0.00907,0.02848,-0.3185,-5.252,272,0.4081,4580
ht_dcphase,none,RAW,IS,vol_mid,5,-0.00528,0.02232,-0.2365,-3.806,259,0.39,4580
ht_dcphase,none,RAW,IS,vol_mid,10,-0.004,0.02244,-0.1781,-2.866,259,0.4324,4580
ht_dcphase,none,RAW,IS,vol_mid,20,-0.00318,0.02321,-0.1372,-2.208,259,0.4865,4580
ht_dcphase,none,RAW,OOS,overall,5,-0.00138,0.0159,-0.0867,-2.202,645,0.4481,4580
ht_dcphase,none,RAW,OOS,overall,10,-0.00082,0.01577,-0.052,-1.32,645,0.4698,4580
ht_dcphase,none,RAW,OOS,overall,20,-0.00026,0.01576,-0.0167,-0.423,639,0.4648,4580
ht_dcphase,none,RAW,OOS,vol_high,5,-0.00114,0.0169,-0.0677,-1.044,238,0.4706,4580
ht_dcphase,none,RAW,OOS,vol_high,10,-0.00084,0.01683,-0.0498,-0.768,238,0.4496,4580
ht_dcphase,none,RAW,OOS,vol_high,20,0.00064,0.01689,0.0377,0.579,236,0.5,4580
ht_dcphase,none,RAW,OOS,vol_low,5,-0.00018,0.01648,-0.0107,-0.136,164,0.4573,4580
ht_dcphase,none,RAW,OOS,vol_low,10,-0.00011,0.01607,-0.0068,-0.088,164,0.5122,4580
ht_dcphase,none,RAW,OOS,vol_low,20,0.00146,0.01677,0.0869,1.113,164,0.5122,4580
ht_dcphase,none,RAW,OOS,vol_mid,5,-0.00242,0.01444,-0.1677,-2.614,243,0.4198,4580
ht_dcphase,none,RAW,OOS,vol_mid,10,-0.00128,0.0145,-0.0884,-1.378,243,0.4609,4580
ht_dcphase,none,RAW,OOS,vol_mid,20,-0.00233,0.01359,-0.1717,-2.655,239,0.3975,4580
ht_ip,none,PX,IS,overall,5,0.03643,0.12181,0.299,7.706,664,0.6145,4580
ht_ip,none,PX,IS,overall,10,0.03648,0.12451,0.293,7.55,664,0.5979,4580
ht_ip,none,PX,IS,overall,20,0.04141,0.12442,0.3328,8.576,664,0.6145,4580
ht_ip,none,PX,IS,vol_high,5,0.05331,0.13918,0.3831,4.418,133,0.7218,4580
