col,prior_coverage,norm_class,window,bucket,horizon,ic_mean,ic_std,ic_ir,ic_t,n_days,pct_pos,median_xsec_n
ht_ip,none,PX,IS,vol_high,10,0.04275,0.13706,0.3119,3.597,133,0.6015,4580
ht_ip,none,PX,IS,vol_high,20,0.05752,0.12319,0.4669,5.385,133,0.6466,4580
ht_ip,none,PX,IS,vol_low,5,0.04025,0.11778,0.3418,5.637,272,0.6029,4580
ht_ip,none,PX,IS,vol_low,10,0.03858,0.11829,0.3261,5.379,272,0.614,4580
ht_ip,none,PX,IS,vol_low,20,0.04374,0.12034,0.3634,5.994,272,0.6434,4580
ht_ip,none,PX,IS,vol_mid,5,0.02373,0.11542,0.2056,3.309,259,0.5714,4580
ht_ip,none,PX,IS,vol_mid,10,0.03106,0.1244,0.2497,4.018,259,0.5792,4580
ht_ip,none,PX,IS,vol_mid,20,0.03069,0.12864,0.2386,3.839,259,0.5676,4580
ht_ip,none,PX,OOS,overall,5,0.04887,0.16617,0.2941,7.469,645,0.6465,4580
ht_ip,none,PX,OOS,overall,10,0.05384,0.15412,0.3493,8.871,645,0.6667,4580
ht_ip,none,PX,OOS,overall,20,0.06823,0.14903,0.4578,11.573,639,0.6761,4580
ht_ip,none,PX,OOS,vol_high,5,0.05588,0.22071,0.2532,3.906,238,0.6387,4580
ht_ip,none,PX,OOS,vol_high,10,0.06704,0.20195,0.332,5.121,238,0.6387,4580
ht_ip,none,PX,OOS,vol_high,20,0.10025,0.18307,0.5476,8.412,236,0.7542,4580
ht_ip,none,PX,OOS,vol_low,5,0.04916,0.11492,0.4278,5.478,164,0.6646,4580
ht_ip,none,PX,OOS,vol_low,10,0.05229,0.10041,0.5207,6.669,164,0.7073,4580
ht_ip,none,PX,OOS,vol_low,20,0.05149,0.10961,0.4698,6.016,164,0.6585,4580
ht_ip,none,PX,OOS,vol_mid,5,0.0418,0.12955,0.3227,5.03,243,0.642,4580
ht_ip,none,PX,OOS,vol_mid,10,0.04195,0.12715,0.3299,5.143,243,0.6667,4580
ht_ip,none,PX,OOS,vol_mid,20,0.04809,0.12883,0.3733,5.771,239,0.6109,4580
ht_leadsine,none,RAW,IS,overall,5,0.00046,0.01485,0.0312,0.803,664,0.5226,4580
ht_leadsine,none,RAW,IS,overall,10,-0.00032,0.01524,-0.0208,-0.537,664,0.5151,4580
ht_leadsine,none,RAW,IS,overall,20,-0.00037,0.01468,-0.025,-0.645,664,0.5,4580
ht_leadsine,none,RAW,IS,vol_high,5,0.0007,0.01542,0.0455,0.524,133,0.5338,4580
ht_leadsine,none,RAW,IS,vol_high,10,0.00056,0.01439,0.039,0.45,133,0.5263,4580
ht_leadsine,none,RAW,IS,vol_high,20,0.00181,0.01254,0.1444,1.665,133,0.5564,4580
ht_leadsine,none,RAW,IS,vol_low,5,0.00092,0.01367,0.0674,1.112,272,0.5478,4580
ht_leadsine,none,RAW,IS,vol_low,10,-0.00061,0.01507,-0.0404,-0.666,272,0.5184,4580
ht_leadsine,none,RAW,IS,vol_low,20,-0.00133,0.01492,-0.0895,-1.475,272,0.4963,4580
ht_leadsine,none,RAW,IS,vol_mid,5,-0.00014,0.01575,-0.009,-0.144,259,0.4903,4580
ht_leadsine,none,RAW,IS,vol_mid,10,-0.00046,0.01587,-0.0292,-0.47,259,0.5058,4580
ht_leadsine,none,RAW,IS,vol_mid,20,-0.00047,0.01536,-0.0305,-0.491,259,0.4749,4580
ht_leadsine,none,RAW,OOS,overall,5,0.00036,0.01404,0.0258,0.656,645,0.524,4580
ht_leadsine,none,RAW,OOS,overall,10,8e-05,0.01366,0.0056,0.142,645,0.5194,4580
ht_leadsine,none,RAW,OOS,overall,20,-0.00063,0.0132,-0.0481,-1.215,639,0.4883,4580
ht_leadsine,none,RAW,OOS,vol_high,5,-0.00168,0.01305,-0.1287,-1.985,238,0.479,4580
ht_leadsine,none,RAW,OOS,vol_high,10,-0.00161,0.0127,-0.1265,-1.952,238,0.4454,4580
ht_leadsine,none,RAW,OOS,vol_high,20,-0.00273,0.01395,-0.1958,-3.009,236,0.4237,4580
ht_leadsine,none,RAW,OOS,vol_low,5,-9e-05,0.01385,-0.0065,-0.083,164,0.5183,4580
ht_leadsine,none,RAW,OOS,vol_low,10,-0.0004,0.01548,-0.0257,-0.329,164,0.5366,4580
ht_leadsine,none,RAW,OOS,vol_low,20,-0.00022,0.01339,-0.0168,-0.215,164,0.4878,4580
ht_leadsine,none,RAW,OOS,vol_mid,5,0.00267,0.01481,0.1802,2.809,243,0.572,4580
ht_leadsine,none,RAW,OOS,vol_mid,10,0.00205,0.01305,0.1567,2.443,243,0.5802,4580
ht_leadsine,none,RAW,OOS,vol_mid,20,0.00116,0.01201,0.0963,1.489,239,0.5523,4580
ht_qp,none,PX,IS,overall,5,-0.02941,0.12367,-0.2378,-6.128,664,0.4081,4580
ht_qp,none,PX,IS,overall,10,-0.03143,0.12136,-0.259,-6.674,664,0.4172,4580
ht_qp,none,PX,IS,overall,20,-0.04017,0.12948,-0.3102,-7.993,664,0.4232,4580
ht_qp,none,PX,IS,vol_high,5,-0.03329,0.13028,-0.2555,-2.947,133,0.3759,4580
ht_qp,none,PX,IS,vol_high,10,-0.03116,0.12638,-0.2466,-2.844,133,0.4812,4580
ht_qp,none,PX,IS,vol_high,20,-0.04965,0.13259,-0.3745,-4.319,133,0.406,4580
ht_qp,none,PX,IS,vol_low,5,-0.03258,0.13081,-0.2491,-4.108,272,0.4191,4580
ht_qp,none,PX,IS,vol_low,10,-0.03247,0.12665,-0.2564,-4.228,272,0.3824,4580
ht_qp,none,PX,IS,vol_low,20,-0.03769,0.13354,-0.2822,-4.655,272,0.4338,4580
ht_qp,none,PX,IS,vol_mid,5,-0.02408,0.11224,-0.2146,-3.453,259,0.4131,4580
ht_qp,none,PX,IS,vol_mid,10,-0.03048,0.11325,-0.2692,-4.332,259,0.4208,4580
ht_qp,none,PX,IS,vol_mid,20,-0.0379,0.12369,-0.3064,-4.93,259,0.4208,4580
ht_qp,none,PX,OOS,overall,5,-0.03946,0.16506,-0.2391,-6.072,645,0.3752,4580
ht_qp,none,PX,OOS,overall,10,-0.05256,0.15114,-0.3478,-8.833,645,0.3411,4580
ht_qp,none,PX,OOS,overall,20,-0.06703,0.15,-0.4468,-11.296,639,0.3286,4580
ht_qp,none,PX,OOS,vol_high,5,-0.05147,0.22349,-0.2303,-3.553,238,0.3908,4580
ht_qp,none,PX,OOS,vol_high,10,-0.07402,0.20688,-0.3578,-5.52,238,0.3571,4580
ht_qp,none,PX,OOS,vol_high,20,-0.10306,0.18829,-0.5474,-8.409,236,0.2161,4580
ht_qp,none,PX,OOS,vol_low,5,-0.02986,0.10103,-0.2956,-3.785,164,0.3537,4580
ht_qp,none,PX,OOS,vol_low,10,-0.04367,0.08822,-0.4951,-6.34,164,0.25,4580
ht_qp,none,PX,OOS,vol_low,20,-0.04765,0.09766,-0.4879,-6.249,164,0.3537,4580
ht_qp,none,PX,OOS,vol_mid,5,-0.03418,0.12838,-0.2662,-4.15,243,0.3745,4580
ht_qp,none,PX,OOS,vol_mid,10,-0.03755,0.11359,-0.3305,-5.153,243,0.3868,4580
ht_qp,none,PX,OOS,vol_mid,20,-0.04474,0.12934,-0.3459,-5.347,239,0.4226,4580
ht_sine,none,RAW,IS,overall,5,-0.0002,0.01571,-0.0125,-0.322,664,0.4834,4580
ht_sine,none,RAW,IS,overall,10,-0.00067,0.01551,-0.0433,-1.115,664,0.4925,4580
ht_sine,none,RAW,IS,overall,20,-0.00164,0.0148,-0.1108,-2.854,664,0.4608,4580
ht_sine,none,RAW,IS,vol_high,5,-0.00036,0.01666,-0.0216,-0.249,133,0.4812,4580
ht_sine,none,RAW,IS,vol_high,10,0.00072,0.01415,0.0506,0.584,133,0.5414,4580
ht_sine,none,RAW,IS,vol_high,20,-0.00065,0.01328,-0.0488,-0.563,133,0.5188,4580
ht_sine,none,RAW,IS,vol_low,5,0.00038,0.0153,0.025,0.413,272,0.5,4580
ht_sine,none,RAW,IS,vol_low,10,-0.00036,0.01534,-0.0233,-0.384,272,0.4632,4580
ht_sine,none,RAW,IS,vol_low,20,-0.00194,0.0154,-0.1261,-2.08,272,0.4669,4580
ht_sine,none,RAW,IS,vol_mid,5,-0.00072,0.01567,-0.046,-0.74,259,0.4672,4580
ht_sine,none,RAW,IS,vol_mid,10,-0.00171,0.01632,-0.1049,-1.689,259,0.4981,4580
ht_sine,none,RAW,IS,vol_mid,20,-0.00183,0.01491,-0.1226,-1.972,259,0.4247,4580
ht_sine,none,RAW,OOS,overall,5,0.00142,0.01432,0.0991,2.516,645,0.5535,4580
ht_sine,none,RAW,OOS,overall,10,0.00077,0.01372,0.0565,1.434,645,0.5039,4580
ht_sine,none,RAW,OOS,overall,20,0.00015,0.01292,0.0115,0.29,639,0.5102,4580
ht_sine,none,RAW,OOS,vol_high,5,0.00102,0.01439,0.0708,1.093,238,0.5294,4580
ht_sine,none,RAW,OOS,vol_high,10,0.00044,0.01303,0.0341,0.525,238,0.4916,4580
ht_sine,none,RAW,OOS,vol_high,20,-0.00067,0.01364,-0.0494,-0.759,236,0.5169,4580
ht_sine,none,RAW,OOS,vol_low,5,4e-05,0.01397,0.0027,0.035,164,0.5,4580
ht_sine,none,RAW,OOS,vol_low,10,0.00095,0.01519,0.0624,0.799,164,0.5488,4580
ht_sine,none,RAW,OOS,vol_low,20,0.00031,0.01248,0.0246,0.315,164,0.5488,4580
ht_sine,none,RAW,OOS,vol_mid,5,0.00274,0.01443,0.19,2.962,243,0.6132,4580
ht_sine,none,RAW,OOS,vol_mid,10,0.00098,0.01339,0.0734,1.144,243,0.4856,4580
ht_sine,none,RAW,OOS,vol_mid,20,0.00085,0.01249,0.0682,1.054,239,0.477,4580
ht_trendmode,none,RAW,IS,overall,5,-0.00237,0.02049,-0.1154,-2.959,657,0.4475,4580
ht_trendmode,none,RAW,IS,overall,10,-0.0002,0.01968,-0.01,-0.256,657,0.4932,4580
ht_trendmode,none,RAW,IS,overall,20,0.00095,0.02197,0.0434,1.112,657,0.5358,4580
ht_trendmode,none,RAW,IS,vol_high,5,-0.00419,0.02036,-0.2057,-2.373,133,0.4361,4580
ht_trendmode,none,RAW,IS,vol_high,10,-0.00214,0.0222,-0.0966,-1.114,133,0.4662,4580
ht_trendmode,none,RAW,IS,vol_high,20,0.00016,0.02435,0.0067,0.077,133,0.5038,4580
ht_trendmode,none,RAW,IS,vol_low,5,-0.00244,0.02102,-0.1163,-1.917,272,0.4449,4580
ht_trendmode,none,RAW,IS,vol_low,10,0.00036,0.0194,0.0185,0.306,272,0.5184,4580
ht_trendmode,none,RAW,IS,vol_low,20,0.00067,0.02321,0.0287,0.474,272,0.5294,4580
ht_trendmode,none,RAW,IS,vol_mid,5,-0.00132,0.01999,-0.066,-1.047,252,0.4563,4580
ht_trendmode,none,RAW,IS,vol_mid,10,0.00023,0.01855,0.0125,0.198,252,0.4802,4580
ht_trendmode,none,RAW,IS,vol_mid,20,0.00168,0.01917,0.0877,1.391,252,0.5595,4580
ht_trendmode,none,RAW,OOS,overall,5,-0.00323,0.02261,-0.143,-3.633,645,0.4589,4580
ht_trendmode,none,RAW,OOS,overall,10,-0.00239,0.02088,-0.1144,-2.906,645,0.4775,4580
ht_trendmode,none,RAW,OOS,overall,20,-0.00116,0.02084,-0.0556,-1.407,639,0.4789,4580
ht_trendmode,none,RAW,OOS,vol_high,5,-0.00468,0.02517,-0.186,-2.869,238,0.4328,4580
ht_trendmode,none,RAW,OOS,vol_high,10,-0.00245,0.02402,-0.1019,-1.571,238,0.4454,4580
ht_trendmode,none,RAW,OOS,vol_high,20,-0.00101,0.02333,-0.0432,-0.663,236,0.4703,4580
ht_trendmode,none,RAW,OOS,vol_low,5,-0.00257,0.02053,-0.1252,-1.604,164,0.4573,4580
ht_trendmode,none,RAW,OOS,vol_low,10,-0.0001,0.0192,-0.0054,-0.069,164,0.5183,4580
ht_trendmode,none,RAW,OOS,vol_low,20,-0.0018,0.01988,-0.0906,-1.16,164,0.4695,4580
ht_trendmode,none,RAW,OOS,vol_mid,5,-0.00226,0.02128,-0.1064,-1.659,243,0.4856,4580
ht_trendmode,none,RAW,OOS,vol_mid,10,-0.00387,0.01846,-0.2098,-3.271,243,0.4815,4580
ht_trendmode,none,RAW,OOS,vol_mid,20,-0.00087,0.01887,-0.0461,-0.713,239,0.4937,4580
kama_10,none,PX,IS,overall,5,0.04296,0.11961,0.3591,9.617,717,0.6402,4581
kama_10,none,PX,IS,overall,10,0.04585,0.11815,0.3881,10.392,717,0.6332,4581
kama_10,none,PX,IS,overall,20,0.05053,0.11633,0.4344,11.632,717,0.6625,4581
kama_10,none,PX,IS,vol_high,5,0.06659,0.13109,0.508,6.485,163,0.7178,4581
kama_10,none,PX,IS,vol_high,10,0.06349,0.1231,0.5157,6.584,163,0.6442,4581
kama_10,none,PX,IS,vol_high,20,0.07345,0.10212,0.7192,9.183,163,0.7423,4581
kama_10,none,PX,IS,vol_low,5,0.04257,0.11221,0.3794,6.257,272,0.6471,4581
kama_10,none,PX,IS,vol_low,10,0.04337,0.10813,0.4011,6.614,272,0.6581,4581
kama_10,none,PX,IS,vol_low,20,0.05142,0.11253,0.4569,7.536,272,0.6949,4581
kama_10,none,PX,IS,vol_mid,5,0.02967,0.11791,0.2516,4.226,282,0.5887,4581
kama_10,none,PX,IS,vol_mid,10,0.03805,0.12372,0.3076,5.165,282,0.6028,4581
kama_10,none,PX,IS,vol_mid,20,0.03643,0.1255,0.2903,4.875,282,0.5851,4581
kama_10,none,PX,OOS,overall,5,0.0502,0.15292,0.3283,8.337,645,0.6403,4581
kama_10,none,PX,OOS,overall,10,0.05373,0.14589,0.3683,9.354,645,0.6543,4581
kama_10,none,PX,OOS,overall,20,0.06875,0.14069,0.4886,12.352,639,0.6714,4581
kama_10,none,PX,OOS,vol_high,5,0.05243,0.19474,0.2692,4.153,238,0.6092,4581
kama_10,none,PX,OOS,vol_high,10,0.05945,0.18547,0.3205,4.945,238,0.5924,4581
kama_10,none,PX,OOS,vol_high,20,0.09464,0.16513,0.5731,8.804,236,0.7288,4581
kama_10,none,PX,OOS,vol_low,5,0.05249,0.11453,0.4583,5.869,164,0.6829,4581
kama_10,none,PX,OOS,vol_low,10,0.05601,0.10227,0.5477,7.014,164,0.75,4581
kama_10,none,PX,OOS,vol_low,20,0.05504,0.11314,0.4865,6.23,164,0.6707,4581
kama_10,none,PX,OOS,vol_mid,5,0.04646,0.12742,0.3646,5.684,243,0.642,4581
kama_10,none,PX,OOS,vol_mid,10,0.0466,0.12576,0.3706,5.776,243,0.6502,4581
kama_10,none,PX,OOS,vol_mid,20,0.05258,0.12771,0.4117,6.365,239,0.6151,4581
kc_lower,none,PX,IS,overall,5,0.07509,0.12328,0.6091,16.321,718,0.7145,4581
kc_lower,none,PX,IS,overall,10,0.08573,0.12818,0.6688,17.922,718,0.7479,4581
kc_lower,none,PX,IS,overall,20,0.1047,0.13805,0.7584,20.322,718,0.7674,4581
kc_lower,none,PX,IS,vol_high,5,0.09367,0.12158,0.7704,9.836,163,0.773,4581
kc_lower,none,PX,IS,vol_high,10,0.10833,0.1057,1.025,13.086,163,0.8528,4581
kc_lower,none,PX,IS,vol_high,20,0.13973,0.08717,1.603,20.465,163,0.9509,4581
kc_lower,none,PX,IS,vol_low,5,0.07534,0.12538,0.6008,9.909,272,0.7059,4581
kc_lower,none,PX,IS,vol_low,10,0.08659,0.13026,0.6648,10.964,272,0.7574,4581
kc_lower,none,PX,IS,vol_low,20,0.111,0.1384,0.802,13.227,272,0.7941,4581
kc_lower,none,PX,IS,vol_mid,5,0.06414,0.12133,0.5287,8.894,283,0.689,4581
kc_lower,none,PX,IS,vol_mid,10,0.07189,0.13626,0.5276,8.875,283,0.6784,4581
kc_lower,none,PX,IS,vol_mid,20,0.07847,0.15571,0.504,8.478,283,0.636,4581
kc_lower,none,PX,OOS,overall,5,0.08423,0.15192,0.5545,14.081,645,0.7488,4581
kc_lower,none,PX,OOS,overall,10,0.09422,0.15292,0.6162,15.648,645,0.7535,4581
kc_lower,none,PX,OOS,overall,20,0.10628,0.16189,0.6565,16.595,639,0.7684,4581
kc_lower,none,PX,OOS,vol_high,5,0.08202,0.18942,0.433,6.68,238,0.7059,4581
kc_lower,none,PX,OOS,vol_high,10,0.09563,0.18906,0.5058,7.803,238,0.6723,4581
kc_lower,none,PX,OOS,vol_high,20,0.14601,0.20018,0.7294,11.205,236,0.8008,4581
kc_lower,none,PX,OOS,vol_low,5,0.09406,0.10146,0.927,11.871,164,0.8232,4581
kc_lower,none,PX,OOS,vol_low,10,0.09539,0.09815,0.9719,12.447,164,0.8354,4581
kc_lower,none,PX,OOS,vol_low,20,0.0789,0.09827,0.8029,10.282,164,0.8049,4581
kc_lower,none,PX,OOS,vol_mid,5,0.07976,0.13876,0.5748,8.96,243,0.7407,4581
kc_lower,none,PX,OOS,vol_mid,10,0.09206,0.14398,0.6394,9.967,243,0.7778,4581
kc_lower,none,PX,OOS,vol_mid,20,0.08584,0.14688,0.5844,9.035,239,0.7113,4581
kc_middle,none,PX,IS,overall,5,0.04307,0.13056,0.3299,8.89,726,0.6226,4581
kc_middle,none,PX,IS,overall,10,0.04571,0.13167,0.3472,9.355,726,0.6267,4581
