trade_date,sensor_score,fwd_ret_1d,fwd_ret_5d,fwd_ret_10d,fwd_ret_20d,fwd_ret_1d_lag1,fwd_ret_5d_lag1,fwd_ret_10d_lag1,fwd_ret_20d_lag1,window
2006-05-11,0,0.042572,0.051972,0.035157,0.035196,0.03822,0.035387,0.0069,-0.032099,exam
2006-05-12,0,0.03822,0.035387,0.0069,-0.032099,-0.030551,-0.003846,-0.009344,-0.066877,exam
2006-05-15,0,-0.030551,-0.003846,-0.009344,-0.066877,0.007376,-0.005393,0.027299,-0.040143,exam
2006-05-16,1,0.007376,-0.005393,0.027299,-0.040143,-0.004843,-0.021063,0.009938,-0.05773,exam
2006-05-17,0,-0.004843,-0.021063,0.009938,-0.05773,0.026136,-0.015984,0.041372,-0.051506,exam
2006-05-18,0,0.026136,-0.015984,0.041372,-0.051506,-0.001121,-0.027513,0.005935,-0.051267,exam
2006-05-19,0,-0.001121,-0.027513,0.005935,-0.051267,-0.032057,-0.00552,0.016245,-0.043072,exam
2006-05-22,0,-0.032057,-0.00552,0.016245,-0.043072,-0.008495,0.032869,0.04648,-0.007616,exam
2006-05-23,1,-0.008495,0.032869,0.04648,-0.007616,0.000321,0.031667,-0.000861,0.004526,exam
2006-05-24,1,0.000321,0.031667,-0.000861,0.004526,0.014113,0.058287,3.8e-05,0.002916,exam
2006-05-25,1,0.014113,0.058287,3.8e-05,0.002916,0.02147,0.034395,-0.038733,-0.005068,exam
2006-05-26,1,0.02147,0.034395,-0.038733,-0.005068,0.005308,0.021886,-0.058076,-0.009154,exam
2006-05-29,0,0.005308,0.021886,-0.058076,-0.009154,-0.009648,0.013178,-0.065649,-0.010704,exam
2006-05-30,0,-0.009648,0.013178,-0.065649,-0.010704,0.026132,-0.03153,-0.067002,-0.001225,exam
2006-05-31,0,0.026132,-0.03153,-0.067002,-0.001225,-0.008782,-0.055041,-0.089188,-0.007464,exam
2006-06-01,0,-0.008782,-0.055041,-0.089188,-0.007464,0.009117,-0.070696,-0.056865,0.001683,exam
2006-06-02,0,0.009117,-0.070696,-0.056865,0.001683,-0.003259,-0.078249,-0.058369,0.007515,exam
2006-06-05,0,-0.003259,-0.078249,-0.058369,0.007515,-0.053349,-0.077802,-0.051693,0.001441,exam
2006-06-06,0,-0.053349,-0.077802,-0.051693,0.001441,0.00122,-0.036627,0.005391,0.081161,exam
2006-06-07,0,0.00122,-0.036627,0.005391,0.081161,-0.025203,-0.036136,0.002878,0.094239,exam
2006-06-08,0,-0.025203,-0.036136,0.002878,0.094239,0.000915,0.014884,0.03502,0.115259,exam
2006-06-09,0,0.000915,0.014884,0.03502,0.115259,-0.002776,0.021567,0.051938,0.116905,exam
2006-06-12,0,-0.002776,0.021567,0.051938,0.116905,-0.011082,0.028311,0.058806,0.127427,exam
2006-06-13,0,-0.011082,0.028311,0.058806,0.127427,0.001731,0.043616,0.070501,0.136267,exam
2006-06-14,0,0.001731,0.043616,0.070501,0.136267,0.026395,0.040476,0.089727,0.079395,exam
2006-06-15,0,0.026395,0.040476,0.089727,0.079395,0.007507,0.019842,0.062078,0.057632,exam
2006-06-16,0,0.007507,0.019842,0.062078,0.057632,0.003808,0.02973,0.069968,0.060897,exam
2006-06-19,0,0.003808,0.02973,0.069968,0.060897,0.003636,0.029655,0.056031,0.057727,exam
2006-06-20,0,0.003636,0.029655,0.056031,0.057727,-0.001283,0.025762,0.075364,0.029435,exam
2006-06-21,0,-0.001283,0.025762,0.075364,0.029435,0.00604,0.047335,0.091099,0.036997,exam
2006-06-22,0,0.00604,0.047335,0.091099,0.036997,0.017276,0.041415,0.077523,0.03713,exam
2006-06-23,0,0.017276,0.041415,0.077523,0.03713,0.003734,0.039077,0.061759,0.01989,exam
2006-06-26,1,0.003734,0.039077,0.061759,0.01989,-0.000159,0.025617,0.06481,0.028002,exam
2006-06-27,0,-0.000159,0.025617,0.06481,0.028002,0.019722,0.048356,0.061435,0.028891,exam
2006-06-28,0,0.019722,0.048356,0.061435,0.028891,0.000353,0.041786,-0.009482,0.002124,exam
2006-06-29,0,0.000353,0.041786,-0.009482,0.002124,0.014992,0.034673,-0.004186,-0.006088,exam
2006-06-30,0,0.014992,0.034673,-0.004186,-0.006088,-0.009268,0.021829,-0.008478,-0.049815,exam
2006-07-03,0,-0.009268,0.021829,-0.008478,-0.049815,0.022009,0.038215,0.001606,-0.048134,exam
2006-07-04,0,0.022009,0.038215,0.001606,-0.048134,0.013331,0.012476,-0.04271,-0.068482,exam
2006-07-05,0,0.013331,0.012476,-0.04271,-0.068482,-0.006477,-0.049211,-0.049585,-0.080627,exam
2006-07-06,0,-0.006477,-0.049211,-0.049585,-0.080627,0.002393,-0.037557,-0.037487,-0.092499,exam
2006-07-07,0,0.002393,-0.037557,-0.037487,-0.092499,0.006619,-0.02966,-0.039433,-0.107759,exam
2006-07-10,0,0.006619,-0.02966,-0.039433,-0.107759,-0.003328,-0.035262,-0.034568,-0.094644,exam
2006-07-11,0,-0.003328,-0.035262,-0.034568,-0.094644,-0.048408,-0.054506,-0.030661,-0.092776,exam
2006-07-12,0,-0.048408,-0.054506,-0.030661,-0.092776,0.005701,-0.000393,0.011717,-0.030022,exam
2006-07-13,0,0.005701,-0.000393,0.011717,-0.030022,0.010617,7.2e-05,-0.00191,-0.035599,exam
2006-07-14,0,0.010617,7.2e-05,-0.00191,-0.035599,0.000808,-0.010072,-0.04169,-0.066641,exam
2006-07-17,1,0.000808,-0.010072,-0.04169,-0.066641,-0.023209,0.000718,-0.04966,-0.052599,exam
2006-07-18,1,-0.023209,0.000718,-0.04966,-0.052599,0.006054,0.025219,-0.026921,-0.017476,exam
2006-07-19,0,0.006054,0.025219,-0.026921,-0.017476,0.006169,0.012114,-0.032662,-0.031291,exam
2006-07-20,0,0.006169,0.012114,-0.032662,-0.031291,0.000366,-0.001982,-0.057154,-0.040418,exam
2006-07-21,0,0.000366,-0.001982,-0.057154,-0.040418,0.011717,-0.03194,-0.071131,-0.038891,exam
2006-07-24,0,0.011717,-0.03194,-0.071131,-0.038891,0.000706,-0.050342,-0.062226,-0.042784,exam
2006-07-25,0,0.000706,-0.050342,-0.062226,-0.042784,-0.006806,-0.050858,-0.06408,-0.044022,exam
2006-07-26,0,-0.006806,-0.050858,-0.06408,-0.044022,-0.007844,-0.04424,-0.041256,-0.031131,exam
2006-07-27,0,-0.007844,-0.04424,-0.041256,-0.031131,-0.029663,-0.055282,-0.033754,-0.023465,exam
2006-07-28,0,-0.029663,-0.055282,-0.033754,-0.023465,-0.007515,-0.040484,-0.026037,0.023383,exam
2006-07-31,-2,-0.007515,-0.040484,-0.026037,0.023383,0.000162,-0.012514,-0.003093,0.031494,exam
2006-08-01,-2,0.000162,-0.012514,-0.003093,0.031494,0.000119,-0.01393,0.009707,0.033932,exam
2006-08-02,-2,0.000119,-0.01393,0.009707,0.033932,-0.019306,0.003123,0.001418,0.035964,exam
2006-08-03,-2,-0.019306,0.003123,0.001418,0.035964,-0.014464,0.022788,0.01775,0.042378,exam
2006-08-04,-2,-0.014464,0.022788,0.01775,0.042378,0.021416,0.015057,0.034709,0.071137,exam
2006-08-07,-2,0.021416,0.015057,0.034709,0.071137,-0.001272,0.009541,0.020733,0.052829,exam
2006-08-08,-2,-0.001272,0.009541,0.020733,0.052829,0.017414,0.023971,0.021431,0.059262,exam
2006-08-09,-2,0.017414,0.023971,0.021431,0.059262,-8.1e-05,-0.0017,0.01056,0.034326,exam
2006-08-10,-2,-8.1e-05,-0.0017,0.01056,0.034326,-0.021913,-0.004925,0.010648,0.038638,exam
2006-08-11,-2,-0.021913,-0.004925,0.010648,0.038638,0.015865,0.01936,0.05074,0.066357,exam
2006-08-14,-2,0.015865,0.01936,0.05074,0.066357,0.013004,0.011086,0.034694,0.062795,exam
2006-08-15,-2,0.013004,0.011086,0.034694,0.062795,-0.008092,-0.002481,0.023991,0.045149,exam
2006-08-16,-2,-0.008092,-0.002481,0.023991,0.045149,-0.003312,0.012281,0.034497,0.053863,exam
2006-08-17,-2,-0.003312,0.012281,0.034497,0.053863,0.001959,0.015651,0.024199,0.076989,exam
2006-08-18,-2,0.001959,0.015651,0.024199,0.076989,0.00762,0.030784,0.035206,0.082341,exam
2006-08-21,-2,0.00762,0.030784,0.035206,0.082341,-0.000589,0.023349,0.031444,0.075551,exam
2006-08-22,-2,-0.000589,0.023349,0.031444,0.075551,0.006586,0.026538,0.037038,0.074454,exam
2006-08-23,-2,0.006586,0.026538,0.037038,0.074454,6e-06,0.021947,0.023518,0.07263,exam
2006-08-24,-2,6e-06,0.021947,0.023518,0.07263,0.016888,0.008416,0.027695,0.063049,exam
2006-08-25,-2,0.016888,0.008416,0.027695,0.063049,0.000351,0.00429,0.014863,0.043582,exam
2006-08-28,0,0.000351,0.00429,0.014863,0.043582,0.002526,0.00791,0.027159,0.037322,exam
2006-08-29,0,0.002526,0.00791,0.027159,0.037322,0.002084,0.010228,0.020662,0.042201,exam
2006-08-30,0,0.002084,0.010228,0.020662,0.042201,-0.013234,0.001537,0.01872,0.047219,exam
2006-08-31,0,-0.013234,0.001537,0.01872,0.047219,0.012727,0.019118,0.051543,0.07071,exam
2006-09-01,0,0.012727,0.019118,0.051543,0.07071,0.003958,0.010528,0.045532,0.077145,exam
2006-09-04,0,0.003958,0.010528,0.045532,0.077145,0.004831,0.019098,0.042762,0.072581,exam
2006-09-05,0,0.004831,0.019098,0.042762,0.072581,-0.006537,0.010328,0.03608,0.070557,exam
2006-09-06,0,-0.006537,0.010328,0.03608,0.070557,0.004087,0.017156,0.047984,0.070425,exam
2006-09-07,0,0.004087,0.017156,0.047984,0.070425,0.004191,0.031817,0.034401,0.069953,exam
2006-09-08,0,0.004191,0.031817,0.034401,0.069953,0.012472,0.034639,0.028299,0.057511,exam
2006-09-11,0,0.012472,0.034639,0.028299,0.057511,-0.003815,0.023221,0.009895,0.040121,exam
2006-09-12,-1,-0.003815,0.023221,0.009895,0.040121,0.000178,0.025488,0.021102,0.057891,exam
2006-09-13,0,0.000178,0.025488,0.021102,0.057891,0.01856,0.030307,0.027976,0.060698,exam
2006-09-14,1,0.01856,0.030307,0.027976,0.060698,0.006938,0.002504,0.018227,0.040272,exam
2006-09-15,0,0.006938,0.002504,0.018227,0.040272,0.001298,-0.006128,0.030237,0.015234,exam
2006-09-18,0,0.001298,-0.006128,0.030237,0.015234,-0.001608,-0.013024,0.028595,0.040306,exam
2006-09-19,0,-0.001608,-0.013024,0.028595,0.040306,0.004877,-0.004277,0.033277,0.04283,exam
2006-09-20,0,0.004877,-0.004277,0.033277,0.04283,-0.008926,-0.002263,0.021414,0.040065,exam
2006-09-21,0,-0.008926,-0.002263,0.021414,0.040065,-0.001733,0.015684,0.03437,0.047422,exam
2006-09-22,0,-0.001733,0.015684,0.03437,0.047422,-0.005649,0.036589,0.028409,0.05068,exam
2006-09-25,0,-0.005649,0.036589,0.028409,0.05068,0.00724,0.042169,0.02993,0.073191,exam
2006-09-26,0,0.00724,0.042169,0.02993,0.073191,0.00691,0.037715,0.036028,0.075749,exam
2006-09-27,0,0.00691,0.037715,0.036028,0.075749,0.008901,0.023731,0.031831,0.065833,exam
2006-09-28,0,0.008901,0.023731,0.031831,0.065833,0.018814,0.018397,0.02165,0.065019,exam
2006-09-29,0,0.018814,0.018397,0.02165,0.065019,-0.000297,-0.007892,-0.014563,0.056525,exam
2006-10-09,0,-0.000297,-0.007892,-0.014563,0.056525,0.002936,-0.011743,0.011385,0.058643,exam
2006-10-10,0,0.002936,-0.011743,0.011385,0.058643,-0.006659,-0.001626,0.009245,0.042858,exam
2006-10-11,0,-0.006659,-0.001626,0.009245,0.042858,0.003644,0.007913,0.01826,0.066529,exam
2006-10-12,0,0.003644,0.007913,0.01826,0.066529,-0.007486,0.003194,0.012619,0.055299,exam
2006-10-13,0,-0.007486,0.003194,0.012619,0.055299,-0.004178,-0.006724,0.021656,0.052205,exam
2006-10-16,0,-0.004178,-0.006724,0.021656,0.052205,0.013204,0.023403,0.042004,0.070492,exam
2006-10-17,0,0.013204,0.023403,0.042004,0.070492,0.002831,0.010889,0.03834,0.075957,exam
2006-10-18,0,0.002831,0.010889,0.03834,0.075957,-0.001055,0.010266,0.032953,0.083303,exam
2006-10-19,0,-0.001055,0.010266,0.032953,0.083303,-0.017298,0.009395,0.04245,0.101337,exam
2006-10-20,0,-0.017298,0.009395,0.04245,0.101337,0.026026,0.028572,0.072139,0.146579,exam
2006-10-23,0,0.026026,0.028572,0.072139,0.146579,0.000814,0.018175,0.046727,0.128724,exam
2006-10-24,0,0.000814,0.018175,0.046727,0.128724,0.002214,0.027155,0.033305,0.129909,exam
2006-10-25,0,0.002214,0.027155,0.033305,0.129909,-0.001916,0.022456,0.047403,0.139016,exam
2006-10-26,0,-0.001916,0.022456,0.047403,0.139016,0.001372,0.032747,0.042149,0.134812,exam
2006-10-27,0,0.001372,0.032747,0.042149,0.134812,0.015655,0.042356,0.029901,0.131306,exam
2006-10-30,0,0.015655,0.042356,0.029901,0.131306,0.009641,0.028042,0.02734,0.109212,exam
2006-10-31,0,0.009641,0.028042,0.02734,0.109212,-0.002371,0.005987,0.036229,0.106902,exam
2006-11-01,0,-0.002371,0.005987,0.036229,0.106902,0.008129,0.024399,0.048744,0.133948,exam
2006-11-02,0,0.008129,0.024399,0.048744,0.133948,0.010689,0.009103,0.05649,0.126283,exam
2006-11-03,0,0.010689,0.009103,0.05649,0.126283,0.001707,-0.011949,0.069432,0.145968,exam
2006-11-06,0,0.001707,-0.011949,0.069432,0.145968,-0.012019,-0.000683,0.078337,0.15017,exam
2006-11-07,0,-0.012019,-0.000683,0.078337,0.15017,0.015888,0.030062,0.093491,0.155227,exam
2006-11-08,0,0.015888,0.030062,0.093491,0.155227,-0.006923,0.023765,0.087467,0.137238,exam
2006-11-09,0,-0.006923,0.023765,0.087467,0.137238,-0.010396,0.046959,0.088916,0.111657,exam
2006-11-10,0,-0.010396,0.046959,0.088916,0.111657,0.013129,0.082365,0.098462,0.16994,exam
2006-11-13,0,0.013129,0.082365,0.098462,0.16994,0.018377,0.079074,0.079693,0.175142,exam
2006-11-14,0,0.018377,0.079074,0.079693,0.175142,0.009678,0.061578,0.068203,0.156282,exam
2006-11-15,0,0.009678,0.061578,0.068203,0.156282,0.015575,0.062223,0.081244,0.15841,exam
2006-11-16,0,0.015575,0.062223,0.081244,0.15841,0.02307,0.040075,0.066062,0.153221,exam
2006-11-17,0,0.02307,0.040075,0.066062,0.153221,0.010048,0.014872,0.071567,0.156225,exam
2006-11-20,0,0.010048,0.014872,0.071567,0.156225,0.001865,0.000574,0.066614,0.160305,exam
2006-11-21,0,0.001865,0.000574,0.066614,0.160305,0.010292,0.006241,0.056458,0.162569,exam
2006-11-22,0,0.010292,0.006241,0.056458,0.162569,-0.0056,0.017907,0.045768,0.136048,exam
2006-11-23,0,-0.0056,0.017907,0.045768,0.136048,-0.001721,0.024985,0.020884,0.142802,exam
2006-11-24,0,-0.001721,0.024985,0.020884,0.142802,-0.004181,0.055864,0.065072,0.189754,exam
2006-11-27,0,-0.004181,0.055864,0.065072,0.189754,0.007539,0.066002,0.088404,0.216317,exam
2006-11-28,0,0.007539,0.066002,0.088404,0.216317,0.022005,0.049905,0.082455,0.2348,exam
2006-11-29,0,0.022005,0.049905,0.082455,0.2348,0.001315,0.027371,0.071367,0.223075,exam
2006-11-30,0,0.001315,0.027371,0.071367,0.223075,0.028353,-0.004001,0.081758,0.272791,exam
2006-12-01,0,0.028353,-0.004001,0.081758,0.272791,0.00538,0.00872,0.079004,0.256318,exam
2006-12-04,0,0.00538,0.00872,0.079004,0.256318,-0.007675,0.021014,0.08784,0.215366,exam
2006-12-05,0,-0.007675,0.021014,0.08784,0.215366,7e-05,0.031003,0.100441,0.255309,exam
2006-12-06,0,7e-05,0.031003,0.100441,0.255309,-0.029262,0.042824,0.086329,0.301866,exam
2006-12-07,0,-0.029262,0.042824,0.086329,0.301866,0.041488,0.086104,0.119424,0.349602,exam
2006-12-08,1,0.041488,0.086104,0.119424,0.349602,0.017634,0.069677,0.117065,0.270401,exam
2006-12-11,0,0.017634,0.069677,0.117065,0.270401,0.002032,0.06545,0.117524,0.20242,exam
2006-12-12,0,0.002032,0.06545,0.117524,0.20242,0.011536,0.06735,0.14074,0.256915,exam
2006-12-13,0,0.011536,0.06735,0.14074,0.256915,0.011027,0.041719,0.141603,0.254283,exam
2006-12-14,0,0.011027,0.041719,0.141603,0.254283,0.025735,0.030678,0.176595,0.22208,exam
2006-12-15,0,0.025735,0.030678,0.176595,0.22208,0.013612,0.044301,0.164331,0.18202,exam
2006-12-18,0,0.013612,0.044301,0.164331,0.18202,0.00382,0.048875,0.117229,0.197967,exam
2006-12-19,0,0.00382,0.048875,0.117229,0.197967,-0.012755,0.068759,0.140733,0.235959,exam
2006-12-20,0,-0.012755,0.068759,0.140733,0.235959,0.000312,0.095884,0.198409,0.258735,exam
2006-12-21,0,0.000312,0.095884,0.198409,0.258735,0.039293,0.141573,0.205622,0.269432,exam
2006-12-22,0,0.039293,0.141573,0.205622,0.269432,0.018052,0.114937,0.137267,0.173088,exam
2006-12-25,0,0.018052,0.114937,0.137267,0.173088,0.022849,0.065168,0.075968,0.162449,exam
2006-12-26,0,0.022849,0.065168,0.075968,0.162449,0.012301,0.067344,0.101842,0.161202,exam
2006-12-27,0,0.012301,0.067344,0.101842,0.161202,0.042016,0.093555,0.098703,0.141366,exam
2006-12-28,0,0.042016,0.093555,0.098703,0.141366,0.015044,0.056106,0.038659,0.041436,exam
2006-12-29,0,0.015044,0.056106,0.038659,0.041436,-0.027392,0.020028,0.015193,0.025669,exam
2007-01-04,0,-0.027392,0.020028,0.015193,0.025669,0.024938,0.010139,0.072267,0.01207,exam
2007-01-05,0,0.024938,0.010139,0.072267,0.01207,0.03716,0.032321,0.083477,-0.034966,exam
2007-01-08,0,0.03716,0.032321,0.083477,-0.034966,0.006332,0.004708,0.050338,-0.047048,exam
2007-01-09,0,0.006332,0.004708,0.050338,-0.047048,-0.019631,-0.016521,0.052927,-0.038718,exam
2007-01-10,0,-0.019631,-0.016521,0.052927,-0.038718,-0.036822,-0.00474,0.031497,-0.011689,exam
2007-01-11,0,-0.036822,-0.00474,0.031497,-0.011689,0.047446,0.061504,0.080375,0.023342,exam
2007-01-12,1,0.047446,0.061504,0.080375,0.023342,0.009418,0.049555,0.053873,0.004462,exam
2007-01-15,0,0.009418,0.049555,0.053873,0.004462,-0.014931,0.045416,0.03883,0.003846,exam
2007-01-16,0,-0.014931,0.045416,0.03883,0.003846,-0.007888,0.070614,0.002674,0.04541,exam
2007-01-17,0,-0.007888,0.070614,0.002674,0.04541,0.027287,0.036409,0.010319,0.085612,exam
2007-01-18,0,0.027287,0.036409,0.010319,0.085612,0.035654,0.017778,-0.05614,0.058703,exam
2007-01-19,0,0.035654,0.017778,-0.05614,0.058703,0.005438,0.004115,-0.109318,0.036619,exam
2007-01-22,0,0.005438,0.004115,-0.109318,0.036619,0.008813,-0.0063,-0.092719,-0.060136,exam
2007-01-23,0,0.008813,-0.0063,-0.092719,-0.060136,-0.039585,-0.063459,-0.087038,-0.031615,exam
2007-01-24,0,-0.039585,-0.063459,-0.087038,-0.031615,0.008819,-0.025174,-0.041867,-0.021058,exam
2007-01-25,1,0.008819,-0.025174,-0.041867,-0.021058,0.021751,-0.072626,-0.05279,-0.017703,exam
2007-01-26,1,0.021751,-0.072626,-0.05279,-0.017703,-0.004991,-0.112968,-0.046886,-0.054308,exam
2007-01-29,0,-0.004991,-0.112968,-0.046886,-0.054308,-0.049216,-0.086966,-0.033676,-0.030841,exam
2007-01-30,0,-0.049216,-0.086966,-0.033676,-0.030841,-0.000323,-0.025176,0.042622,0.039572,exam
2007-01-31,0,-0.000323,-0.025176,0.042622,0.039572,-0.040288,-0.017125,0.074524,0.051188,exam
2007-02-01,0,-0.040288,-0.017125,0.074524,0.051188,-0.022696,0.02139,0.121674,0.09902,exam
2007-02-02,0,-0.022696,0.02139,0.121674,0.09902,0.024176,0.074498,0.163848,0.131049,exam
2007-02-05,0,0.024176,0.074498,0.163848,0.131049,0.015129,0.058366,0.035912,0.108043,exam
2007-02-06,0,0.015129,0.058366,0.035912,0.108043,0.007934,0.06955,0.060707,0.070006,exam
2007-02-07,0,0.007934,0.06955,0.060707,0.070006,-0.002681,0.093245,0.021719,0.078156,exam
2007-02-08,0,-0.002681,0.093245,0.021719,0.078156,0.028121,0.098184,0.037042,0.073283,exam
2007-02-09,0,0.028121,0.098184,0.037042,0.073283,0.008799,0.083155,-0.007787,0.073836,exam
2007-02-12,0,0.008799,0.083155,-0.007787,0.073836,0.025856,-0.021216,0.002934,0.070741,exam
2007-02-13,1,0.025856,-0.021216,0.002934,0.070741,0.030264,-0.008268,-0.002926,0.052422,exam
2007-02-14,0,0.030264,-0.008268,-0.002926,0.052422,0.001824,-0.065426,-0.021717,0.026134,exam
2007-02-15,0,0.001824,-0.065426,-0.021717,0.026134,0.01405,-0.055675,-0.020197,0.025286,exam
2007-02-16,0,0.01405,-0.055675,-0.020197,0.025286,-0.088407,-0.08396,-0.028182,0.027037,exam
2007-02-26,0,-0.088407,-0.08396,-0.028182,0.027037,0.039426,0.024674,0.06963,0.13242,exam
2007-02-27,0,0.039426,0.024674,0.06963,0.13242,-0.029114,0.005387,0.008768,0.101334,exam
2007-02-28,1,-0.029114,0.005387,0.008768,0.101334,0.012277,0.046768,0.055238,0.143126,exam
2007-03-01,0,0.012277,0.046768,0.055238,0.143126,-0.016323,0.03757,0.034946,0.124473,exam
2007-03-02,1,-0.016323,0.03757,0.034946,0.124473,0.0197,0.060891,0.082264,0.167766,exam
2007-03-05,0,0.0197,0.060891,0.082264,0.167766,0.019861,0.043874,0.067608,0.158835,exam
2007-03-06,1,0.019861,0.043874,0.067608,0.158835,0.010847,0.003363,0.05551,0.13635,exam
2007-03-07,1,0.010847,0.003363,0.05551,0.13635,0.003381,0.008091,0.048914,0.133582,exam
2007-03-08,1,0.003381,0.008091,0.048914,0.133582,0.005786,-0.002529,0.046421,0.131274,exam
2007-03-09,1,0.005786,-0.002529,0.046421,0.131274,0.003344,0.020146,0.056821,0.150272,exam
2007-03-12,0,0.003344,0.020146,0.056821,0.150272,-0.019718,0.022737,0.058702,0.161732,exam
2007-03-13,0,-0.019718,0.022737,0.058702,0.161732,0.015611,0.051973,0.091762,0.202623,exam
2007-03-14,1,0.015611,0.051973,0.091762,0.202623,-0.007189,0.040495,0.083288,0.19627,exam
2007-03-15,0,-0.007189,0.040495,0.083288,0.19627,0.028651,0.049074,0.086505,0.200578,exam
2007-03-16,1,0.028651,0.049074,0.086505,0.200578,0.005892,0.03595,0.079003,0.193071,exam
2007-03-19,0,0.005892,0.03595,0.079003,0.193071,0.008304,0.035166,0.08545,0.191171,exam
2007-03-20,0,0.008304,0.035166,0.08545,0.191171,0.00453,0.037823,0.076588,0.181535,exam
2007-03-21,0,0.00453,0.037823,0.076588,0.181535,0.000996,0.041127,0.08072,0.123009,exam
2007-03-22,0,0.000996,0.041127,0.08072,0.123009,0.015783,0.03568,0.081089,0.165863,exam
2007-03-23,0,0.015783,0.03568,0.081089,0.165863,0.00513,0.041559,0.088427,0.188318,exam
2007-03-26,0,0.00513,0.041559,0.088427,0.188318,0.010893,0.048575,0.097317,0.185324,exam
2007-03-27,0,0.010893,0.048575,0.097317,0.185324,0.007728,0.037352,0.101544,0.179936,exam
2007-03-28,0,0.007728,0.037352,0.101544,0.179936,-0.004241,0.038029,0.104296,0.183116,exam
2007-03-29,0,-0.004241,0.038029,0.104296,0.183116,0.021549,0.043844,0.104991,0.180871,exam
2007-03-30,0,0.021549,0.043844,0.104991,0.180871,0.011901,0.044998,0.105716,0.180988,exam
2007-04-02,0,0.011901,0.044998,0.105716,0.180988,7.3e-05,0.046483,0.097399,0.200137,exam
2007-04-03,0,7.3e-05,0.046483,0.097399,0.200137,0.008385,0.06188,0.09748,0.21921,exam
2007-04-04,0,0.008385,0.06188,0.09748,0.21921,0.001338,0.063839,0.039131,0.220105,exam
2007-04-05,0,0.001338,0.063839,0.039131,0.220105,0.022677,0.058578,0.078415,0.210045,exam
2007-04-06,0,0.022677,0.058578,0.078415,0.210045,0.013339,0.058103,0.091775,0.190482,exam
2007-04-09,0,0.013339,0.058103,0.091775,0.190482,0.014787,0.048654,0.080202,0.132071,exam
2007-04-10,0,0.014787,0.048654,0.080202,0.132071,0.010245,0.033526,0.071166,0.140426,exam
2007-04-11,0,0.010245,0.033526,0.071166,0.140426,-0.003614,-0.023226,0.071376,0.14649,exam
2007-04-12,0,-0.003614,-0.023226,0.071376,0.14649,0.022218,0.018739,0.06867,0.145523,exam
2007-04-13,0,0.022218,0.018739,0.06867,0.145523,0.00429,0.031823,0.068076,0.132295,exam
2007-04-16,0,0.00429,0.031823,0.068076,0.132295,0.000147,0.030084,0.093619,0.13802,exam
2007-04-17,0,0.000147,0.030084,0.093619,0.13802,-0.045228,0.036419,0.110918,0.155384,exam
2007-04-18,0,-0.045228,0.036419,0.110918,0.155384,0.039194,0.096851,0.17416,0.203568,exam
2007-04-19,1,0.039194,0.096851,0.17416,0.203568,0.035347,0.049012,0.122058,0.166168,exam
2007-04-20,0,0.035347,0.049012,0.122058,0.166168,0.002598,0.035134,0.09041,0.151236,exam
2007-04-23,0,0.002598,0.035134,0.09041,0.151236,0.006297,0.061679,0.048017,0.165135,exam
2007-04-24,0,0.006297,0.061679,0.048017,0.165135,0.010443,0.071881,0.064659,0.082568,exam
2007-04-25,0,0.010443,0.071881,0.064659,0.082568,-0.00613,0.070483,0.07011,0.08633,exam
2007-04-26,0,-0.00613,0.070483,0.07011,0.08633,0.02165,0.069633,0.071915,0.064063,exam
2007-04-27,0,0.02165,0.069633,0.071915,0.064063,0.028308,0.053399,0.060126,-0.044483,exam
2007-04-30,0,0.028308,0.053399,0.060126,-0.044483,0.015967,-0.012868,0.0406,-0.046306,exam
2007-05-08,0,0.015967,-0.012868,0.0406,-0.046306,0.009125,-0.006738,0.040027,-0.058997,exam
2007-05-09,0,0.009125,-0.006738,0.040027,-0.058997,-0.006919,-0.000348,0.025046,-0.039237,exam
2007-05-10,0,-0.006919,-0.000348,0.025046,-0.039237,0.006144,0.002133,0.039312,-0.026989,exam
2007-05-11,0,0.006144,0.002133,0.039312,-0.026989,-0.036381,0.006386,0.055783,-0.012532,exam
2007-05-14,0,-0.036381,0.006386,0.055783,-0.012532,0.022276,0.054165,0.111752,0.044358,exam
2007-05-15,1,0.022276,0.054165,0.111752,0.044358,0.015617,0.047082,0.016821,0.047777,exam
2007-05-16,0,0.015617,0.047082,0.016821,0.047777,-0.004454,0.025403,0.015157,0.01653,exam
2007-05-17,0,-0.004454,0.025403,0.015157,0.01653,0.010414,0.037099,-0.007325,0.02546,exam
2007-05-18,0,0.010414,0.037099,-0.007325,0.02546,0.009368,0.049084,-0.098676,0.044477,exam
2007-05-21,0,0.009368,0.049084,-0.098676,0.044477,0.015407,0.054628,-0.083515,0.038717,exam
2007-05-22,0,0.015407,0.054628,-0.083515,0.038717,-0.00541,-0.0289,-0.095213,0.001823,exam
2007-05-23,0,-0.00541,-0.0289,-0.095213,0.001823,0.006902,-0.009992,-0.062713,0.019197,exam
2007-05-24,0,0.006902,-0.009992,-0.062713,0.019197,0.02209,-0.042835,-0.063793,-0.021133,exam
2007-05-25,0,0.02209,-0.042835,-0.063793,-0.021133,0.014702,-0.140846,-0.064706,-0.077486,exam
2007-05-28,0,0.014702,-0.140846,-0.064706,-0.077486,-0.065014,-0.130987,-0.060619,-0.083404,exam
2007-05-29,0,-0.065014,-0.130987,-0.060619,-0.083404,0.013955,-0.068286,0.030443,0.006294,exam
