panel,signal,horizon,period,bucket,n_days,ic_mean,ic_ir,t_stat,ic_pos_rate
clean_442_main,S2_mom10,10,OOS,HIGH,126,-0.014218425666615,-0.0363702516664748,-0.4082550624200787,0.4603174603174603
clean_442_main,S2_mom10,20,ALL,ALL,975,0.0068553672586082,0.0208314297464626,0.6504611853521802,0.5128205128205128
clean_442_main,S2_mom10,20,IS,ALL,578,-0.0142261257841393,-0.0463016076151839,-1.1131661446341992,0.4826989619377163
clean_442_main,S2_mom10,20,IS,LOW,237,0.0058345038979895,0.0196855022983239,0.303054455790943,0.5063291139240507
clean_442_main,S2_mom10,20,IS,MID,172,-0.03568639309631,-0.1273582052697044,-1.6702872032430434,0.4302325581395348
clean_442_main,S2_mom10,20,IS,HIGH,169,-0.0205172693165133,-0.0592704206130016,-0.7705154679690212,0.5029585798816568
clean_442_main,S2_mom10,20,OOS,ALL,397,0.0375483218649259,0.105268855297403,2.097467082593515,0.5566750629722922
clean_442_main,S2_mom10,20,OOS,LOW,92,0.0428315814396095,0.1672080781704231,1.6038035444845054,0.6086956521739131
clean_442_main,S2_mom10,20,OOS,MID,181,0.086269525295191,0.2357307083005591,3.17143232582612,0.6077348066298343
clean_442_main,S2_mom10,20,OOS,HIGH,124,-0.0374887563749843,-0.0949531023417767,-1.0573529987173929,0.4435483870967742
clean_442_main,S3_mom20,5,ALL,ALL,980,0.013490642139395,0.0401040560796646,1.2554555379463153,0.5204081632653061
clean_442_main,S3_mom20,5,IS,ALL,568,0.0126343070481376,0.0387275732822391,0.9229845944348812,0.5264084507042254
clean_442_main,S3_mom20,5,IS,LOW,237,0.0278069874294532,0.1047795406716452,1.6130605252055947,0.5147679324894515
clean_442_main,S3_mom20,5,IS,MID,162,-0.0429920801067297,-0.1388944567226523,-1.76783781992056,0.4753086419753086
clean_442_main,S3_mom20,5,IS,HIGH,169,0.0446789784606627,0.1102917764659375,1.4337930940571886,0.591715976331361
clean_442_main,S3_mom20,5,OOS,ALL,412,0.0146712206147206,0.0418809841710394,0.8500911339824463,0.5121359223300971
clean_442_main,S3_mom20,5,OOS,LOW,92,-0.0109426771217206,-0.0391919904051177,-0.3759163660924668,0.4565217391304347
clean_442_main,S3_mom20,5,OOS,MID,194,0.0371652884790117,0.1093028185326673,1.5224120963135876,0.5154639175257731
clean_442_main,S3_mom20,5,OOS,HIGH,126,-0.0012602918767068,-0.0030867375346929,-0.0346485428931488,0.5476190476190477
clean_442_main,S3_mom20,10,ALL,ALL,975,0.0071755516429683,0.0217130053167007,0.6779883737100488,0.5138461538461538
clean_442_main,S3_mom20,10,IS,ALL,568,-0.0035561834895407,-0.0112590725764654,-0.2683346684277718,0.528169014084507
clean_442_main,S3_mom20,10,IS,LOW,237,-0.0063706650776218,-0.0237563855610293,-0.3657249070230996,0.510548523206751
clean_442_main,S3_mom20,10,IS,MID,162,-0.0253088323887561,-0.0813393563961608,-1.035280988731345,0.5
clean_442_main,S3_mom20,10,IS,HIGH,169,0.0212424038361878,0.0564098281027577,0.733327765335851,0.5798816568047337
clean_442_main,S3_mom20,10,OOS,ALL,407,0.0221525186092217,0.0633463777448529,1.2779650912177505,0.4938574938574938
clean_442_main,S3_mom20,10,OOS,LOW,92,0.02031189009105,0.079669035911989,0.7641585477173001,0.4891304347826087
clean_442_main,S3_mom20,10,OOS,MID,189,0.0444943859128472,0.135625342631031,1.8645401962830637,0.5026455026455027
clean_442_main,S3_mom20,10,OOS,HIGH,126,-0.0100163313646942,-0.0232114887852663,-0.2605483154142374,0.4841269841269841
clean_442_main,S3_mom20,20,ALL,ALL,965,-0.0128231379815301,-0.0383736924977481,-1.1920576186807494,0.5181347150259067
clean_442_main,S3_mom20,20,IS,ALL,568,-0.0326545730381988,-0.1017741673278644,-2.4255583449670155,0.4947183098591549
clean_442_main,S3_mom20,20,IS,LOW,237,-0.0164602121918087,-0.060042737723681,-0.9243461979935208,0.5021097046413502
clean_442_main,S3_mom20,20,IS,MID,162,-0.0361187168902246,-0.1089092519387726,-1.3861884704374852,0.5061728395061729
clean_442_main,S3_mom20,20,IS,HIGH,169,-0.052044349467585,-0.1412756965893235,-1.8365840556612063,0.4733727810650887
clean_442_main,S3_mom20,20,OOS,ALL,397,0.0155503005882124,0.0443279736760615,0.8832286183879952,0.5516372795969773
clean_442_main,S3_mom20,20,OOS,LOW,92,0.0422375418460597,0.1926462459530955,1.8477978783794224,0.6739130434782609
clean_442_main,S3_mom20,20,OOS,MID,181,0.0552232894187223,0.1497199727386222,2.0142762255635485,0.56353591160221
clean_442_main,S3_mom20,20,OOS,HIGH,124,-0.0621596766218217,-0.1591196755963359,-1.771881718420706,0.4435483870967742
clean_442_main,S4_mom60,5,ALL,ALL,940,0.0003270948053652,0.0009420440679212,0.0288825242032504,0.5287234042553192
clean_442_main,S4_mom60,5,IS,ALL,528,-0.0030947288821208,-0.0088066586942864,-0.2023616103040281,0.5132575757575758
clean_442_main,S4_mom60,5,IS,LOW,220,0.0364161855880679,0.1177248016714845,1.7461409920994009,0.5545454545454546
clean_442_main,S4_mom60,5,IS,MID,149,-0.0455432447418772,-0.1322117538774285,-1.6138501267585277,0.4429530201342282
clean_442_main,S4_mom60,5,IS,HIGH,159,-0.0179851208339313,-0.0444098541823065,-0.5599869539645576,0.5220125786163522
clean_442_main,S4_mom60,5,OOS,ALL,412,0.0047123445796192,0.0137727619938376,0.2795565360545625,0.5485436893203883
clean_442_main,S4_mom60,5,OOS,LOW,92,0.0193551321446456,0.071923860340373,0.6898694333974054,0.5869565217391305
clean_442_main,S4_mom60,5,OOS,MID,194,-0.0016124648201577,-0.0046399882391725,-0.064627557796763,0.5360824742268041
clean_442_main,S4_mom60,5,OOS,HIGH,126,0.0037589840048121,0.009854280767376,0.1106140272737905,0.5396825396825397
clean_442_main,S4_mom60,10,ALL,ALL,935,-0.0004153849992409,-0.0012052242596044,-0.0368530698504622,0.5347593582887701
clean_442_main,S4_mom60,10,IS,ALL,528,-0.0038799446272627,-0.0113155202966007,-0.2600108608879818,0.5265151515151515
clean_442_main,S4_mom60,10,IS,LOW,220,0.0094246749736702,0.0311622178030254,0.4622103850506861,0.5272727272727272
clean_442_main,S4_mom60,10,IS,MID,149,-0.0156097335580926,-0.0474299053906461,-0.5789557779999098,0.4697986577181208
clean_442_main,S4_mom60,10,IS,HIGH,159,-0.0112967858946313,-0.0279398665816814,-0.3523083124079587,0.5786163522012578
clean_442_main,S4_mom60,10,OOS,ALL,407,0.0040791788425171,0.0117452921311352,0.2369523540904436,0.5454545454545454
clean_442_main,S4_mom60,10,OOS,LOW,92,0.0292931626631056,0.1225677257653065,1.1756283259320113,0.5869565217391305
clean_442_main,S4_mom60,10,OOS,MID,189,-0.0033077956092854,-0.0097649123840309,-0.1342453504633009,0.5026455026455027
clean_442_main,S4_mom60,10,OOS,HIGH,126,-0.0032505698884625,-0.0077261912049333,-0.0867262811806999,0.5793650793650794
clean_442_main,S4_mom60,20,ALL,ALL,925,-0.0051857865676098,-0.0148947742190289,-0.4530068725838052,0.5243243243243243
clean_442_main,S4_mom60,20,IS,ALL,528,-0.0096767023283905,-0.0283034419225239,-0.6503635809463574,0.5075757575757576
clean_442_main,S4_mom60,20,IS,LOW,220,-0.0242979431633279,-0.0798961357690133,-1.1850512024298934,0.509090909090909
clean_442_main,S4_mom60,20,IS,MID,149,0.0249719165146241,0.0782873753963657,0.9556192017855604,0.4496644295302013
clean_442_main,S4_mom60,20,IS,HIGH,159,-0.0219155150574657,-0.0539857551936885,-0.6807344713244848,0.559748427672956
clean_442_main,S4_mom60,20,OOS,ALL,397,0.0007870182729246,0.0022065345953045,0.04396489034843,0.5465994962216625
clean_442_main,S4_mom60,20,OOS,LOW,92,0.0121058209589855,0.0523094098219001,0.5017342331795055,0.5543478260869565
clean_442_main,S4_mom60,20,OOS,MID,181,0.0400472450065569,0.1112154119823858,1.4962503410514358,0.56353591160221
clean_442_main,S4_mom60,20,OOS,HIGH,124,-0.064918069516632,-0.1558585462873175,-1.7355673193220391,0.5161290322580645
clean_442_main,S5_rel_str20,5,ALL,ALL,980,0.013490642139395,0.0401040560796646,1.2554555379463153,0.5204081632653061
clean_442_main,S5_rel_str20,5,IS,ALL,568,0.0126343070481376,0.0387275732822391,0.9229845944348812,0.5264084507042254
clean_442_main,S5_rel_str20,5,IS,LOW,237,0.0278069874294532,0.1047795406716452,1.6130605252055947,0.5147679324894515
clean_442_main,S5_rel_str20,5,IS,MID,162,-0.0429920801067297,-0.1388944567226523,-1.76783781992056,0.4753086419753086
clean_442_main,S5_rel_str20,5,IS,HIGH,169,0.0446789784606627,0.1102917764659375,1.4337930940571886,0.591715976331361
clean_442_main,S5_rel_str20,5,OOS,ALL,412,0.0146712206147206,0.0418809841710394,0.8500911339824463,0.5121359223300971
clean_442_main,S5_rel_str20,5,OOS,LOW,92,-0.0109426771217206,-0.0391919904051177,-0.3759163660924668,0.4565217391304347
clean_442_main,S5_rel_str20,5,OOS,MID,194,0.0371652884790117,0.1093028185326673,1.5224120963135876,0.5154639175257731
clean_442_main,S5_rel_str20,5,OOS,HIGH,126,-0.0012602918767068,-0.0030867375346929,-0.0346485428931488,0.5476190476190477
clean_442_main,S5_rel_str20,10,ALL,ALL,975,0.0071755516429683,0.0217130053167007,0.6779883737100488,0.5138461538461538
clean_442_main,S5_rel_str20,10,IS,ALL,568,-0.0035561834895407,-0.0112590725764654,-0.2683346684277718,0.528169014084507
clean_442_main,S5_rel_str20,10,IS,LOW,237,-0.0063706650776218,-0.0237563855610293,-0.3657249070230996,0.510548523206751
clean_442_main,S5_rel_str20,10,IS,MID,162,-0.0253088323887561,-0.0813393563961608,-1.035280988731345,0.5
clean_442_main,S5_rel_str20,10,IS,HIGH,169,0.0212424038361878,0.0564098281027577,0.733327765335851,0.5798816568047337
clean_442_main,S5_rel_str20,10,OOS,ALL,407,0.0221525186092217,0.0633463777448529,1.2779650912177505,0.4938574938574938
clean_442_main,S5_rel_str20,10,OOS,LOW,92,0.02031189009105,0.079669035911989,0.7641585477173001,0.4891304347826087
clean_442_main,S5_rel_str20,10,OOS,MID,189,0.0444943859128472,0.135625342631031,1.8645401962830637,0.5026455026455027
clean_442_main,S5_rel_str20,10,OOS,HIGH,126,-0.0100163313646942,-0.0232114887852663,-0.2605483154142374,0.4841269841269841
