recipe_id,birth_batch,values_json,is_sharpe,is_window,dsr_eff,dsr_raw,n_trials_eff,n_trials_raw,oos_sharpe,oos_max_drawdown,oos_window,mechanism,exam_status,dedup
38b453ca3683,grid_20260916-123551,"{""A1_factor_normalize"": ""raw"", ""A2_combine_weight"": ""ic_mean"", ""B_top_n"": ""top30"", ""C_sizing"": ""mkt_cap"", ""D1_rebalance_freq"": ""weekly"", ""D2_rebalance_trigger"": ""periodic"", ""E_single_cap"": ""cap10"", ""F_merge_policy"": ""single"", ""G_universe"": ""hs300"", ""H_turnover_lambda"": ""lambda_15bp"", ""I_cost_tier"": ""frozen_l0"", ""J_regime_switch"": false, ""K_capital_ramp"": ""lump""}",1.721,2020-01-01..2023-12-31,0.9593,0.3002,9,10080,0.831,-0.1132,2024-01-01..2025-08-31,大盘蓝筹池滚动 IC 加权动量 Top30 市值加权低换手周调,E4_v1_pass(WFA_full_pending),E5 同族剔除 fbfed6a29a5a（仅差 A2=ic_ir）
