trade_date,news_count,sentiment_index,quintile_tier,window
2012-11-12,3637,0.001837,1,exam
2012-11-13,944,0.010551,4,exam
2012-11-14,926,0.006652,2,exam
2012-11-15,888,0.01036,4,exam
2012-11-16,857,0.004341,2,exam
2012-11-19,3683,0.002998,1,exam
2012-11-20,902,0.008381,3,exam
2012-11-21,868,0.009355,3,exam
2012-11-22,977,0.012119,4,exam
2012-11-23,782,0.013657,5,exam
2012-11-26,3543,0.003985,2,exam
2012-11-27,1044,0.011456,4,exam
2012-11-28,832,0.00875,3,exam
2012-11-29,947,0.005069,2,exam
2012-11-30,877,0.010946,4,exam
2012-12-03,5753,0.001836,1,exam
2012-12-04,1480,0.004919,2,exam
2012-12-05,863,0.023499,5,exam
2012-12-06,908,0.017313,5,exam
2012-12-07,839,0.013111,4,exam
2012-12-10,3674,0.005661,2,exam
2012-12-11,922,0.019783,5,exam
2012-12-12,913,0.020548,5,exam
2012-12-13,948,0.007595,3,exam
2012-12-14,900,0.012978,4,exam
2012-12-17,3810,0.004567,2,exam
2012-12-18,964,0.015602,5,exam
2012-12-19,858,0.015012,5,exam
2012-12-20,1018,0.012849,4,exam
2012-12-21,850,0.012941,4,exam
2012-12-24,3798,0.003802,2,exam
2012-12-25,1009,0.003766,2,exam
2012-12-26,902,0.012018,4,exam
2012-12-27,929,0.007449,3,exam
2012-12-28,1004,0.007052,3,exam
2012-12-31,3692,0.005374,2,exam
2013-01-04,3380,0.001278,1,exam
2013-01-07,3631,0.004847,2,exam
2013-01-08,1023,0.015523,5,exam
2013-01-09,880,0.0215,5,exam
2013-01-10,984,0.012033,4,exam
2013-01-11,920,0.011957,4,exam
2013-01-14,3772,0.005313,2,exam
2013-01-15,961,0.013236,4,exam
2013-01-16,973,0.015745,5,exam
2013-01-17,934,0.010407,4,exam
2013-01-18,915,0.013421,4,exam
2013-01-21,4389,0.004238,2,exam
2013-01-22,1313,0.013343,4,exam
2013-01-23,894,0.011678,4,exam
2013-01-24,946,0.012939,4,exam
2013-01-25,873,0.010172,4,exam
2013-01-28,3619,0.002531,1,exam
2013-01-29,1006,0.014632,5,exam
2013-01-30,904,0.016681,5,exam
2013-01-31,1035,0.01256,4,exam
2013-02-01,850,0.013082,4,exam
2013-02-04,5279,0.002554,1,exam
2013-02-05,1813,0.005869,2,exam
2013-02-06,866,0.020185,5,exam
2013-02-07,839,0.012634,4,exam
2013-02-08,715,0.006098,2,exam
2013-02-18,277,0.008809,3,exam
2013-02-19,1031,0.002483,1,exam
2013-02-20,2292,0.003455,2,exam
2013-02-21,798,0.015188,5,exam
2013-02-22,426,0.003099,1,exam
2013-02-25,2898,0.001284,1,exam
2013-02-26,1141,0.006486,2,exam
2013-02-27,806,0.004367,2,exam
2013-02-28,835,0.00479,2,exam
2013-03-01,568,0.001972,1,exam
2013-03-04,5775,0.001164,1,exam
2013-03-05,357,0.003922,2,exam
2013-03-06,954,0.010734,4,exam
2013-03-07,482,0.011867,4,exam
2013-03-08,566,0.008269,3,exam
2013-03-11,3232,0.002413,1,exam
2013-03-12,525,0.003886,2,exam
2013-03-13,502,0.008446,3,exam
2013-03-14,561,0.013262,4,exam
2013-03-15,531,0.017853,5,exam
2013-03-18,3243,0.00201,1,exam
2013-03-19,632,0.002468,1,exam
2013-03-20,570,0.018526,5,exam
2013-03-21,564,0.013759,5,exam
2013-03-22,549,0.011148,4,exam
2013-03-25,3302,0.002859,1,exam
2013-03-26,630,0.011683,4,exam
2013-03-27,681,0.000587,1,exam
2013-03-28,681,0.004934,2,exam
2013-03-29,631,0.002282,1,exam
2013-04-01,3214,0.002439,1,exam
2013-04-02,3070,0.002215,1,exam
2013-04-03,569,0.010475,4,exam
2013-04-08,3124,0.001383,1,exam
2013-04-09,708,0.007401,3,exam
2013-04-10,613,0.009331,3,exam
2013-04-11,582,0.017388,5,exam
2013-04-12,522,0.011111,4,exam
2013-04-15,3250,0.000935,1,exam
2013-04-16,715,-0.002741,1,exam
2013-04-17,617,0.004019,2,exam
2013-04-18,579,0.005941,2,exam
2013-04-19,609,0.012217,4,exam
2013-04-22,3240,0.001173,1,exam
2013-04-23,561,0.01098,4,exam
2013-04-24,519,-7.7e-05,1,exam
2013-04-25,594,0.007475,3,exam
2013-04-26,498,0.007068,3,exam
2013-05-02,3199,0.002351,1,exam
2013-05-03,462,0.004935,2,exam
2013-05-06,5472,0.002507,1,exam
2013-05-07,575,0.017809,5,exam
2013-05-08,521,0.011286,4,exam
2013-05-09,550,0.012145,4,exam
2013-05-10,494,0.013117,4,exam
2013-05-13,3173,0.002723,1,exam
2013-05-14,535,0.011963,4,exam
2013-05-15,488,0.008689,3,exam
2013-05-16,539,0.003043,1,exam
2013-05-17,498,0.013896,5,exam
2013-05-20,3201,0.003187,1,exam
2013-05-21,571,0.01373,5,exam
2013-05-22,511,0.009472,3,exam
2013-05-23,574,0.006899,3,exam
2013-05-24,518,0.000695,1,exam
2013-05-27,3178,0.00253,1,exam
2013-05-28,484,0.01157,4,exam
2013-05-29,532,0.014511,5,exam
2013-05-30,502,0.012032,4,exam
2013-05-31,521,0.00453,2,exam
2013-06-03,5637,0.00105,1,exam
2013-06-04,563,0.003908,2,exam
2013-06-05,474,0.003207,1,exam
2013-06-06,573,0.004468,2,exam
2013-06-07,605,0.010843,4,exam
2013-06-13,3289,0.001082,1,exam
2013-06-14,646,0.002477,1,exam
2013-06-17,3164,0.002769,1,exam
2013-06-18,581,0.023477,5,exam
2013-06-19,553,0.015118,5,exam
2013-06-20,562,0.008043,3,exam
2013-06-21,541,-0.001553,1,exam
2013-06-24,3188,0.001731,1,exam
2013-06-25,524,-0.001756,1,exam
2013-06-26,487,0.008296,3,exam
2013-06-27,555,0.01045,4,exam
2013-06-28,506,0.006482,2,exam
2013-07-01,3246,0.00207,1,exam
2013-07-02,497,0.016338,5,exam
2013-07-03,554,0.013574,4,exam
2013-07-04,600,0.017333,5,exam
2013-07-05,512,0.009922,4,exam
2013-07-08,5704,0.001669,1,exam
2013-07-09,555,0.001874,1,exam
2013-07-10,467,0.013448,4,exam
2013-07-11,582,0.019313,5,exam
2013-07-12,546,0.021832,5,exam
2013-07-15,3205,0.00332,2,exam
2013-07-16,512,0.014609,5,exam
2013-07-17,559,0.018462,5,exam
2013-07-18,603,0.00942,3,exam
2013-07-19,551,0.012051,4,exam
2013-07-22,3158,0.002546,1,exam
2013-07-23,562,0.018292,5,exam
2013-07-24,472,0.020508,5,exam
2013-07-25,547,0.015868,5,exam
2013-07-26,595,0.004706,2,exam
2013-07-29,3208,0.001596,1,exam
2013-07-30,554,0.014368,5,exam
2013-07-31,548,0.009416,3,exam
2013-08-01,1844,0.002495,1,exam
2013-08-02,1690,0.004497,2,exam
2013-08-05,3230,0.002749,1,exam
2013-08-06,570,0.022035,5,exam
2013-08-07,631,0.015848,5,exam
2013-08-08,578,0.008858,3,exam
2013-08-09,560,0.011071,4,exam
2013-08-12,3244,0.003391,2,exam
2013-08-13,582,0.013677,5,exam
2013-08-14,577,0.017747,5,exam
2013-08-15,586,0.013379,4,exam
2013-08-16,688,0.007849,3,exam
2013-08-19,3229,0.001982,1,exam
2013-08-20,563,0.013286,4,exam
2013-08-21,564,0.001277,1,exam
2013-08-22,549,0.010128,4,exam
2013-08-23,622,0.012797,4,exam
2013-08-26,3247,0.00287,1,exam
2013-08-27,581,0.021549,5,exam
2013-08-28,584,0.01726,5,exam
2013-08-29,606,0.009703,3,exam
2013-08-30,607,0.00916,3,exam
2013-09-02,3365,0.003162,1,exam
2013-09-03,576,0.012361,4,exam
2013-09-04,545,0.015339,5,exam
2013-09-05,576,0.006875,3,exam
2013-09-06,3046,0.002456,1,exam
2013-09-09,3231,0.00359,2,exam
2013-09-10,510,0.021333,5,exam
2013-09-11,518,0.011815,4,exam
2013-09-12,507,0.011755,4,exam
2013-09-13,528,0.006818,3,exam
2013-09-16,3289,0.003515,2,exam
2013-09-17,522,0.010805,4,exam
2013-09-18,439,0.011298,4,exam
2013-09-23,3081,0.002324,1,exam
2013-09-24,490,0.011102,4,exam
2013-09-25,424,0.009528,3,exam
2013-09-26,544,0.007647,3,exam
2013-09-27,476,0.009496,3,exam
2013-09-30,2938,0.002042,1,exam
2013-10-08,459,0.006275,2,exam
2013-10-09,2973,0.003471,2,exam
2013-10-10,566,0.011025,4,exam
2013-10-11,568,0.009718,3,exam
2013-10-14,3149,0.002134,1,exam
2013-10-15,526,0.017414,5,exam
2013-10-16,509,0.008959,3,exam
2013-10-17,575,0.00647,2,exam
2013-10-18,547,0.01075,4,exam
2013-10-21,3296,0.002354,1,exam
2013-10-22,594,0.012189,4,exam
2013-10-23,492,0.007642,3,exam
2013-10-24,625,0.004288,2,exam
2013-10-25,507,0.009152,3,exam
2013-10-28,3107,0.002163,1,exam
2013-10-29,530,0.010792,4,exam
2013-10-30,597,0.007102,3,exam
2013-10-31,643,0.013624,4,exam
2013-11-01,592,0.00277,1,exam
2013-11-04,5755,0.001599,1,exam
2013-11-05,527,0.013814,5,exam
2013-11-06,540,0.015852,5,exam
2013-11-07,497,0.010946,4,exam
2013-11-08,526,0.009506,3,exam
2013-11-11,3157,0.002331,1,exam
2013-11-12,504,0.020635,5,exam
2013-11-13,447,0.013781,5,exam
2013-11-14,514,0.009261,3,exam
2013-11-15,524,0.015344,5,exam
2013-11-18,3168,0.003081,1,exam
2013-11-19,440,0.023,5,exam
2013-11-20,462,0.014545,5,exam
2013-11-21,596,0.00604,2,exam
2013-11-22,498,0.006827,3,exam
2013-11-25,3302,0.002447,1,exam
2013-11-26,500,0.01144,4,exam
2013-11-27,480,0.015917,5,exam
2013-11-28,513,0.009435,3,exam
2013-11-29,558,0.008315,3,exam
2013-12-02,5661,0.000777,1,exam
2013-12-03,492,0.002764,1,exam
2013-12-04,421,0.009501,3,exam
2013-12-05,451,0.010111,4,exam
2013-12-06,441,0.011429,4,exam
2013-12-09,3076,0.001795,1,exam
2013-12-10,519,0.013796,5,exam
2013-12-11,553,0.013092,4,exam
2013-12-12,585,0.011624,4,exam
2013-12-13,542,0.013948,5,exam
2013-12-16,3251,0.001723,1,exam
2013-12-17,541,0.006211,2,exam
2013-12-18,522,0.00636,2,exam
2013-12-19,562,0.005267,2,exam
2013-12-20,494,0.003563,2,exam
2013-12-23,3164,0.001972,1,exam
2013-12-24,508,0.008661,3,exam
2013-12-25,442,0.018824,5,exam
2013-12-26,503,0.015109,5,exam
2013-12-27,446,0.012735,4,exam
2013-12-30,3118,0.002284,1,exam
2013-12-31,477,0.008637,3,exam
2014-01-02,2862,0.000936,1,exam
2014-01-03,513,0.010682,4,exam
2014-01-06,3067,0.001017,1,exam
2014-01-07,552,0.004058,2,exam
2014-01-08,504,0.013175,4,exam
2014-01-09,484,0.014298,5,exam
2014-01-10,551,0.006025,2,exam
2014-01-13,3099,0.001007,1,exam
2014-01-14,478,0.009205,3,exam
2014-01-15,414,0.013237,4,exam
2014-01-16,412,0.01466,5,exam
2014-01-17,460,0.009913,4,exam
2014-01-20,3070,0.00155,1,exam
2014-01-21,470,0.009447,3,exam
2014-01-22,527,0.012296,4,exam
2014-01-23,524,0.014885,5,exam
2014-01-24,551,0.007042,3,exam
2014-01-27,3027,0.001559,1,exam
2014-01-28,358,0.00324,1,exam
2014-01-29,270,0.011704,4,exam
2014-01-30,168,0.00381,2,exam
2014-02-07,2902,0.000937,1,exam
2014-02-10,3057,0.002944,1,exam
2014-02-11,483,0.017226,5,exam
2014-02-12,547,0.011335,4,exam
2014-02-13,564,0.015674,5,exam
2014-02-14,585,0.007248,3,exam
2014-02-17,3261,0.003165,1,exam
2014-02-18,561,0.017326,5,exam
2014-02-19,523,0.013996,5,exam
2014-02-20,613,0.012855,4,exam
2014-02-21,515,0.015767,5,exam
2014-02-24,3278,0.001367,1,exam
2014-02-25,495,-0.000323,1,exam
2014-02-26,468,0.003077,1,exam
2014-02-27,446,0.012466,4,exam
2014-02-28,473,0.004736,2,exam
2014-03-03,5667,0.00096,1,exam
2014-03-04,535,0.012112,4,exam
2014-03-05,503,0.010417,4,exam
2014-03-06,528,0.002424,1,exam
2014-03-07,488,0.004262,2,exam
2014-03-10,3187,2.5e-05,1,exam
2014-03-11,583,0.002539,1,exam
2014-03-12,444,0.009459,3,exam
2014-03-13,539,0.007941,3,exam
2014-03-14,492,0.006179,2,exam
2014-03-17,3145,0.000852,1,exam
2014-03-18,483,0.010518,4,exam
2014-03-19,479,0.007599,3,exam
2014-03-20,413,0.00184,1,exam
2014-03-21,419,0.01327,4,exam
2014-03-24,3084,0.00022,1,exam
2014-03-25,505,0.006574,2,exam
2014-03-26,528,0.010455,4,exam
2014-03-27,540,0.00963,3,exam
2014-03-28,511,0.005088,2,exam
2014-03-31,3204,0.000362,1,exam
2014-04-01,560,0.005071,2,exam
2014-04-02,2966,0.001106,1,exam
2014-04-03,487,0.008789,3,exam
2014-04-04,577,0.007071,3,exam
2014-04-08,2993,0.001724,1,exam
2014-04-09,503,0.015427,5,exam
2014-04-10,510,0.005098,2,exam
2014-04-11,487,0.009528,3,exam
2014-04-14,3161,0.000823,1,exam
2014-04-15,430,-0.000651,1,exam
2014-04-16,515,0.007845,3,exam
2014-04-17,547,0.004973,2,exam
2014-04-18,502,0.004861,2,exam
2014-04-21,3271,0.001357,1,exam
2014-04-22,488,0.005738,2,exam
2014-04-23,456,0.008158,3,exam
2014-04-24,497,0.004105,2,exam
2014-04-25,520,0.006923,3,exam
2014-04-28,3190,0.000765,1,exam
2014-04-29,536,0.00097,1,exam
2014-04-30,548,0.005036,2,exam
2014-05-05,5563,0.000741,1,exam
2014-05-06,465,0.010409,4,exam
2014-05-07,462,0.01039,4,exam
2014-05-08,500,0.00696,3,exam
2014-05-09,408,0.011275,4,exam
2014-05-12,2985,0.003377,2,exam
2014-05-13,460,0.018087,5,exam
2014-05-14,485,0.018309,5,exam
2014-05-15,392,0.006327,2,exam
2014-05-16,389,0.014704,5,exam
2014-05-19,3084,0.001427,1,exam
2014-05-20,412,0.00835,3,exam
2014-05-21,372,0.019032,5,exam
2014-05-22,397,0.009874,4,exam
2014-05-23,405,0.005136,2,exam
2014-05-26,3077,0.002639,1,exam
2014-05-27,398,0.01598,5,exam
2014-05-28,404,0.010495,4,exam
2014-05-29,350,0.012,4,exam
2014-05-30,423,0.009645,3,exam
2014-06-03,5550,0.001023,1,exam
2014-06-04,368,0.009674,3,exam
2014-06-05,353,0.008952,3,exam
2014-06-06,316,0.013418,4,exam
2014-06-09,3007,0.001743,1,exam
2014-06-10,339,0.021829,5,exam
2014-06-11,334,0.017126,5,exam
2014-06-12,343,0.017026,5,exam
2014-06-13,310,0.015226,5,exam
2014-06-16,2988,0.002356,1,exam
2014-06-17,336,0.009286,3,exam
2014-06-18,349,0.007106,3,exam
2014-06-19,361,-0.000554,1,exam
2014-06-20,381,0.007034,3,exam
2014-06-23,552,0.006377,2,exam
2014-06-24,2943,0.00193,1,exam
2014-06-25,303,0.006337,2,exam
2014-06-26,338,0.011953,4,exam
2014-06-27,353,0.012805,4,exam
2014-06-30,3063,0.002351,1,exam
2014-07-01,382,0.018848,5,exam
2014-07-02,2838,0.001297,1,exam
2014-07-03,399,0.027469,5,exam
2014-07-04,311,0.017878,5,exam
2014-07-07,3357,-0.000369,1,exam
2014-07-08,364,0.013297,4,exam
2014-07-09,355,0.008563,3,exam
2014-07-10,371,0.00442,2,exam
2014-07-11,335,0.013731,5,exam
2014-07-14,3038,0.003147,1,exam
2014-07-15,381,0.007349,3,exam
2014-07-16,411,0.004282,2,exam
2014-07-17,383,0.004491,2,exam
2014-07-18,367,0.013188,4,exam
2014-07-21,3157,0.00133,1,exam
2014-07-22,403,0.016675,5,exam
2014-07-23,438,0.015982,5,exam
2014-07-24,455,0.009495,3,exam
2014-07-25,402,0.013333,4,exam
2014-07-28,3111,0.002212,1,exam
2014-07-29,475,0.023747,5,exam
2014-07-30,456,0.011754,4,exam
2014-07-31,409,0.00978,3,exam
2014-08-01,433,0.004988,2,exam
2014-08-04,5611,0.001476,1,exam
2014-08-05,392,0.018776,5,exam
2014-08-06,417,0.007674,3,exam
2014-08-07,419,0.008783,3,exam
2014-08-08,413,0.00862,3,exam
2014-08-11,3127,0.001612,1,exam
2014-08-12,454,0.009604,3,exam
2014-08-13,421,0.014727,5,exam
2014-08-14,372,0.004946,2,exam
2014-08-15,359,0.015599,5,exam
2014-08-18,3111,0.001517,1,exam
2014-08-19,390,0.009846,4,exam
2014-08-20,307,0.013029,4,exam
2014-08-21,445,0.011685,4,exam
2014-08-22,393,0.003868,2,exam
2014-08-25,3044,0.002234,1,exam
2014-08-26,384,0.006771,3,exam
2014-08-27,406,0.015172,5,exam
2014-08-28,460,0.010522,4,exam
2014-08-29,425,0.010353,4,exam
2014-09-01,3085,0.002126,1,exam
2014-09-02,2903,0.001089,1,exam
2014-09-03,390,0.013128,4,exam
2014-09-04,409,0.012323,4,exam
2014-09-05,412,0.007379,3,exam
2014-09-09,3071,0.00099,1,exam
2014-09-10,356,0.008202,3,exam
2014-09-11,390,0.011385,4,exam
2014-09-12,426,0.013615,4,exam
2014-09-15,3115,0.001335,1,exam
2014-09-16,453,0.015982,5,exam
2014-09-17,437,0.006957,3,exam
2014-09-18,374,0.009519,3,exam
2014-09-19,406,0.01468,5,exam
2014-09-22,3080,0.001688,1,exam
2014-09-23,384,0.010417,4,exam
2014-09-24,327,0.012232,4,exam
2014-09-25,379,0.003483,2,exam
2014-09-26,398,0.001407,1,exam
2014-09-29,3069,0.000925,1,exam
2014-09-30,362,0.010055,4,exam
2014-10-08,340,0.007882,3,exam
2014-10-09,368,0.003478,2,exam
2014-10-10,2813,0.000953,1,exam
2014-10-13,5663,0.0006,1,exam
2014-10-14,383,0.01577,5,exam
2014-10-15,343,0.005015,2,exam
2014-10-16,341,0.007977,3,exam
2014-10-17,350,0.006171,2,exam
2014-10-20,3009,0.001329,1,exam
2014-10-21,327,0.000489,1,exam
2014-10-22,293,0.007099,3,exam
2014-10-23,298,0.010201,4,exam
2014-10-24,279,0.007025,3,exam
2014-10-27,3129,0.001956,1,exam
2014-10-28,361,0.004432,2,exam
2014-10-29,318,0.009434,3,exam
2014-10-30,334,0.014491,5,exam
2014-10-31,355,0.014761,5,exam
2014-11-03,5641,0.001177,1,exam
2014-11-04,427,0.010398,4,exam
2014-11-05,376,0.018191,5,exam
2014-11-06,315,0.012825,4,exam
2014-11-07,392,0.007959,3,exam
2014-11-10,3004,0.001545,1,exam
2014-11-11,394,0.012893,4,exam
2014-11-12,316,0.010633,4,exam
2014-11-13,362,0.007514,3,exam
2014-11-14,371,0.007763,3,exam
2014-11-17,3131,0.000984,1,exam
2014-11-18,422,0.003507,2,exam
2014-11-19,355,0.011831,4,exam
2014-11-20,409,0.01154,4,exam
2014-11-21,409,0.010073,4,exam
2014-11-24,3125,0.006067,2,exam
2014-11-25,390,0.025026,5,exam
2014-11-26,361,0.029141,5,exam
2014-11-27,469,0.012196,4,exam
2014-11-28,331,0.01281,4,exam
2014-12-01,3148,0.002363,1,exam
2014-12-02,398,0.00191,1,exam
2014-12-03,2927,0.001134,1,exam
2014-12-04,383,0.017859,5,exam
2014-12-05,364,0.012088,4,exam
2014-12-08,3098,0.00111,1,exam
2014-12-09,401,0.008279,3,exam
2014-12-10,321,-0.004611,1,exam
2014-12-11,311,0.010675,4,exam
2014-12-12,319,0.00489,2,exam
2014-12-15,3067,-0.000235,1,exam
2014-12-16,375,-0.0048,1,exam
2014-12-17,338,0.008047,3,exam
2014-12-18,339,-0.004484,1,exam
2014-12-19,310,0.005548,2,exam
2014-12-22,3020,0.000411,1,exam
2014-12-23,343,0.005948,2,exam
2014-12-24,343,0.002682,1,exam
2014-12-25,311,0.016463,5,exam
2014-12-26,291,0.013746,5,exam
2014-12-29,3045,0.000788,1,exam
2014-12-30,318,0.010189,4,exam
2014-12-31,328,0.012317,4,exam
2015-01-05,2989,0.001111,1,exam
2015-01-06,355,0.010592,4,exam
2015-01-07,373,0.00429,2,exam
2015-01-08,354,0.010056,4,exam
2015-01-09,2914,0.000659,1,exam
2015-01-12,3011,0.001727,1,exam
2015-01-13,287,0.011986,4,exam
2015-01-14,318,0.006667,2,exam
2015-01-15,341,0.010205,4,exam
2015-01-16,292,0.003836,2,exam
2015-01-19,3109,0.001287,1,exam
2015-01-20,344,0.000698,1,exam
2015-01-21,305,0.006164,2,exam
2015-01-22,276,0.011304,4,exam
2015-01-23,326,0.011656,4,exam
2015-01-26,3109,0.001299,1,exam
2015-01-27,356,0.01236,4,exam
2015-01-28,374,0.017219,5,exam
2015-01-29,317,0.007823,3,exam
2015-01-30,389,0.005039,2,exam
2015-02-02,3041,0.001276,1,exam
2015-02-03,321,0.008847,3,exam
2015-02-04,350,0.010857,4,exam
2015-02-05,239,0.046025,5,exam
2015-02-06,2893,0.003595,2,exam
2015-02-09,2090,0.002737,1,exam
2015-02-10,329,0.014954,5,exam
2015-02-11,281,0.018221,5,exam
2015-02-12,200,0.0112,4,exam
2015-02-13,259,0.008185,3,exam
2015-02-16,4625,0.000908,1,exam
2015-02-17,113,0.016283,5,exam
2015-02-25,293,0.013788,5,exam
2015-02-26,224,0.0125,4,exam
2015-02-27,268,0.007015,3,exam
2015-03-02,3733,0.003482,2,exam
2015-03-03,2279,0.004563,2,exam
2015-03-04,295,0.028203,5,exam
2015-03-05,306,0.016732,5,exam
2015-03-06,315,0.00927,3,exam
2015-03-09,3039,0.002185,1,exam
2015-03-10,322,0.013789,5,exam
2015-03-11,282,0.012199,4,exam
2015-03-12,296,0.018378,5,exam
2015-03-13,356,0.010449,4,exam
2015-03-16,3112,0.00072,1,exam
2015-03-17,402,0.013731,5,exam
2015-03-18,334,0.016647,5,exam
2015-03-19,330,0.00703,3,exam
2015-03-20,325,0.012677,4,exam
2015-03-23,3082,0.001687,1,exam
2015-03-24,387,0.010129,4,exam
2015-03-25,355,0.014648,5,exam
2015-03-26,362,0.00884,3,exam
2015-03-27,344,0.005581,2,exam
2015-03-30,3123,0.000295,1,exam
2015-03-31,397,0.012393,4,exam
2015-04-01,360,0.012667,4,exam
2015-04-02,358,0.006369,2,exam
2015-04-03,2942,0.000911,1,exam
2015-04-07,3051,0.000787,1,exam
2015-04-08,285,0.016702,5,exam
2015-04-09,296,0.009324,3,exam
2015-04-10,325,0.008985,3,exam
2015-04-13,3008,0.000891,1,exam
2015-04-14,326,0.007362,3,exam
2015-04-15,346,0.003237,1,exam
2015-04-16,363,0.00551,2,exam
2015-04-17,358,0.015196,5,exam
2015-04-20,3203,0.002398,1,exam
2015-04-21,396,0.019091,5,exam
2015-04-22,369,0.02168,5,exam
2015-04-23,358,0.01486,5,exam
2015-04-24,321,0.00648,2,exam
2015-04-27,3221,0.001478,1,exam
2015-04-28,350,0.014171,5,exam
2015-04-29,369,0.010949,4,exam
2015-04-30,406,0.010542,4,exam
2015-05-04,5708,0.000589,1,exam
2015-05-05,350,0.0128,4,exam
2015-05-06,400,0.0049,2,exam
2015-05-07,403,0.008437,3,exam
2015-05-08,353,0.007139,3,exam
2015-05-11,3105,0.000747,1,exam
2015-05-12,408,0.019804,5,exam
2015-05-13,373,0.023807,5,exam
2015-05-14,331,0.017644,5,exam
2015-05-15,371,0.008949,3,exam
2015-05-18,3132,0.00166,1,exam
2015-05-19,371,0.010243,4,exam
2015-05-20,310,-0.001677,1,exam
2015-05-21,346,0.006705,2,exam
2015-05-22,361,0.004875,2,exam
2015-05-25,3174,0.001185,1,exam
2015-05-26,382,0.00377,2,exam
2015-05-27,336,-0.002262,1,exam
2015-05-28,312,0.008205,3,exam
2015-05-29,331,-0.003867,1,exam
2015-06-01,3195,-0.000626,1,exam
2015-06-02,2731,0.000571,1,exam
2015-06-03,664,0.01006,4,exam
2015-06-04,303,0.010165,4,exam
2015-06-05,312,0.004359,2,exam
2015-06-08,3210,0.000872,1,exam
2015-06-09,396,0.007374,3,exam
2015-06-10,359,0.008357,3,exam
2015-06-11,351,0.006952,3,exam
2015-06-12,336,0.011429,4,exam
2015-06-15,4808,0.001082,1,exam
2015-06-16,1573,-0.000737,1,exam
2015-06-17,349,0.000344,1,exam
2015-06-18,338,0.002485,1,exam
2015-06-19,328,-0.003171,1,exam
2015-06-23,3207,-0.000162,1,exam
2015-06-24,349,0.003209,1,exam
2015-06-25,382,0.01288,4,exam
2015-06-26,309,0.005307,2,exam
2015-06-29,3326,0.000445,1,exam
2015-06-30,475,0.003032,1,exam
2015-07-01,394,0.005279,2,exam
2015-07-02,431,0.005754,2,exam
2015-07-03,385,0.015481,5,exam
2015-07-06,3361,1.2e-05,1,exam
2015-07-07,2992,0.001136,1,exam
2015-07-08,638,0.003762,2,exam
2015-07-09,371,0.011105,4,exam
2015-07-10,438,0.030137,5,exam
2015-07-13,3347,0.001578,1,exam
2015-07-14,403,0.00933,3,exam
2015-07-15,386,0.012953,4,exam
2015-07-16,410,0.002927,1,exam
2015-07-17,409,0.005966,2,exam
2015-07-20,3283,0.000292,1,exam
2015-07-21,427,0.001499,1,exam
2015-07-22,363,0.003967,2,exam
2015-07-23,406,0.002562,1,exam
2015-07-24,437,0.01373,5,exam
2015-07-27,3345,8.4e-05,1,exam
2015-07-28,409,-0.007237,1,exam
2015-07-29,392,-0.000408,1,exam
2015-07-30,424,0.004717,2,exam
2015-07-31,431,0.007146,3,exam
2015-08-03,5961,-0.000309,1,exam
2015-08-04,450,0.000978,1,exam
2015-08-05,612,0.005359,2,exam
2015-08-06,415,0.008,3,exam
2015-08-07,432,0.008519,3,exam
2015-08-10,3322,0.000638,1,exam
2015-08-11,413,0.014722,5,exam
2015-08-12,402,0.017413,5,exam
2015-08-13,413,0.005036,2,exam
2015-08-14,409,0.003912,2,exam
2015-08-17,3346,0.001076,1,exam
2015-08-18,466,0.004807,2,exam
2015-08-19,423,0.000284,1,exam
2015-08-20,423,0.003783,2,exam
2015-08-21,468,0.002222,1,exam
2015-08-24,3152,3.8e-05,1,exam
2015-08-25,666,0.002462,1,exam
2015-08-26,396,0.007475,3,exam
2015-08-27,422,0.009289,3,exam
2015-08-28,438,0.018995,5,exam
2015-08-31,3361,0.002618,1,exam
2015-09-01,400,0.0085,3,exam
2015-09-02,2567,0.000623,1,exam
2015-09-07,3811,0.000304,1,exam
2015-09-08,417,0.01458,5,exam
2015-09-09,412,0.008058,3,exam
2015-09-10,401,0.006185,2,exam
2015-09-11,428,0.015888,5,exam
2015-09-14,3332,0.001945,1,exam
2015-09-15,392,0.002449,1,exam
2015-09-16,415,0.006843,3,exam
2015-09-17,445,0.007191,3,exam
2015-09-18,451,-0.001863,1,exam
2015-09-21,4301,0.000214,1,exam
2015-09-22,437,0.006865,3,exam
2015-09-23,485,0.001814,1,exam
2015-09-24,3267,0.00169,1,exam
2015-09-25,462,0.004675,2,exam
2015-09-28,3385,0.001595,1,exam
2015-09-29,430,0.007814,3,exam
2015-09-30,434,-0.001198,1,exam
2015-10-08,5951,0.000847,1,exam
2015-10-09,497,0.014085,5,exam
2015-10-12,3376,0.001765,1,exam
2015-10-13,504,0.014603,5,exam
2015-10-14,388,0.015464,5,exam
2015-10-15,459,0.018649,5,exam
2015-10-16,462,0.016277,5,exam
2015-10-19,3353,0.00303,1,exam
2015-10-20,397,0.018438,5,exam
2015-10-21,453,0.020132,5,exam
2015-10-22,450,0.016356,5,exam
2015-10-23,468,0.030598,5,exam
2015-10-26,3334,0.002711,1,exam
2015-10-27,448,0.018482,5,exam
2015-10-28,447,0.012349,4,exam
2015-10-29,490,0.016163,5,exam
2015-10-30,451,0.010732,4,exam
2015-11-02,5918,0.0005,1,exam
2015-11-03,698,0.003324,2,exam
2015-11-04,451,0.007007,3,exam
2015-11-05,410,0.012683,4,exam
2015-11-06,457,0.013042,4,exam
